,gap_closure,gap_closure,gap_closure,target_rank_improvement,target_first_top5,flip_position
,mean,std,count,mean,<lambda>,<lambda>
target_state,,,,,,
birth,,,0,,0.0,0.0
campbells,,,0,,0.0,0.0
girl,,,0,,0.0,0.0
grande,,,0,,0.0,0.0
guernica,,,0,,0.0,0.0
nighthawks,,,0,,0.0,0.0
persistence,,,0,,0.0,0.0
starry,,,0,,0.0,0.0
the,,,0,,0.0,0.0
water,,,0,,0.0,0.0
