swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
elizabeth_bennet__to__scout_finch,elizabeth_bennet,scout_finch,,,2,,4.0,1.0,-5.25,2.1875,2.1875,7.4375,3.6562,5.1875,,,,0.001099,81.0,187.0,0.0,735.0,0.208984,5.9375,1.875,-9.3125,-5.25,4.0625,295.0,False,376,1,4.7e-05,0.523438
elizabeth_bennet__to__winston_smith,elizabeth_bennet,winston_smith,,,2,,9.0,,-8.3125,-5.375,-5.375,2.9375,6.4375,8.5625,,,,1.5e-05,1552.0,1552.0,396.0,33.0,0.062988,-2.5625,-1.0,-6.75,-8.3125,-1.5625,-1869.0,False,79,1,0.00061,0.523438
frodo_baggins__to__anna_karenina,frodo_baggins,anna_karenina,,,0,,,,,,,,,,,,,,,,,,,,,-10.1875,,,,False,385,1,2e-05,0.542969
frodo_baggins__to__atticus_finch,frodo_baggins,atticus_finch,,,0,,,,,,,,,,,,,,,,,,,,,-8.25,,,,False,158,1,0.000142,0.542969
frodo_baggins__to__captain_ahab,frodo_baggins,captain_ahab,,,0,0.0,9.0,,,,,,,,,,,,,,,,,,,-11.9375,,,,False,992,1,4e-06,0.542969
frodo_baggins__to__don_quixote,frodo_baggins,don_quixote,,,0,,,,,,,,,,,,,,,,,,,,,-11.3125,,,,False,723,1,7e-06,0.542969
frodo_baggins__to__dracula,frodo_baggins,dracula,,,0,,4.0,,,,,,,,,,,,,,,,,,,-16.1875,,,,False,6284,1,0.0,0.542969
frodo_baggins__to__elizabeth_bennet,frodo_baggins,elizabeth_bennet,,,0,,,,,,,,,,,,,,,,,,,,,-5.75,,,,False,34,1,0.001724,0.542969
frodo_baggins__to__frodo_baggins,frodo_baggins,frodo_baggins,,,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.542969,0.542969
frodo_baggins__to__hermione_granger,frodo_baggins,hermione_granger,,,0,2.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.542969,0.542969
frodo_baggins__to__holden_caulfield,frodo_baggins,holden_caulfield,,,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.542969,0.542969
frodo_baggins__to__huckleberry_finn,frodo_baggins,huckleberry_finn,,,0,0.0,,,,,,,,,,,,,,,,,,,,-8.75,,,,False,193,1,8.6e-05,0.542969
frodo_baggins__to__jay_gatsby,frodo_baggins,jay_gatsby,,,0,,3.0,,,,,,,,,,,,,,,,,,,-10.0625,,,,False,368,1,2.3e-05,0.542969
frodo_baggins__to__katniss_everdeen,frodo_baggins,katniss_everdeen,,,0,0.0,,,,,,,,,,,,,,,,,,,,-9.625,,,,False,296,1,3.6e-05,0.542969
frodo_baggins__to__oliver_twist,frodo_baggins,oliver_twist,,,0,,,,,,,,,,,,,,,,,,,,,-6.375,,,,False,54,1,0.000923,0.542969
frodo_baggins__to__raskolnikov,frodo_baggins,raskolnikov,,,0,,,,,,,,,,,,,,,,,,,,,-16.4375,,,,False,6877,1,0.0,0.542969
frodo_baggins__to__scout_finch,frodo_baggins,scout_finch,,,0,,,,,,,,,,,,,,,,,,,,,-8.25,,,,False,158,1,0.000142,0.542969
frodo_baggins__to__winston_smith,frodo_baggins,winston_smith,,,0,,,,,,,,,,,,,,,,,,,,,-5.0,,,,False,22,1,0.003662,0.542969
hermione_granger__to__anna_karenina,hermione_granger,anna_karenina,,,2,0.0,,0.0,0.875,5.1875,5.1875,4.3125,13.4766,14.7812,,1.0,1.0,0.003525,3.0,3.0,24.0,82.0,0.000165,4.8125,-4.625,-8.5625,0.875,9.4375,432.0,True,459,1,5.5e-05,0.285156
hermione_granger__to__atticus_finch,hermione_granger,atticus_finch,,,2,0.0,,,-9.1563,-7.3203,-7.3203,1.8360000000000003,2.4766,6.2187,,,,1.6e-05,1070.0,4100.0,0.0,36.0,0.155273,-7.7813,-9.0625,-10.4375,-9.1563,1.2812,30.0,False,1100,1,8e-06,0.285156
hermione_granger__to__captain_ahab,hermione_granger,captain_ahab,,,2,0.0,,,-1.8125,-0.5,-0.5,1.3125,4.25,9.375,,,,0.000523,42.0,42.0,494.0,29.0,0.000862,6.5,-6.75,-15.0625,-1.8125,13.25,7296.0,False,7832,1,0.0,0.285156
hermione_granger__to__don_quixote,hermione_granger,don_quixote,,,2,,,,-11.375,-8.2441,-8.2441,3.1309000000000005,11.7422,16.5625,,,,0.0,17848.0,126647.0,0.0,2624.0,4.9e-05,-3.0625,-4.0,-12.3125,-11.375,0.9375,-15224.0,False,2624,1,1e-06,0.285156
hermione_granger__to__dracula,hermione_granger,dracula,,,2,,4.0,,-18.4375,-12.4375,-12.4375,6.0,2.4688,3.875,,,,0.0,9324.0,9324.0,57697.0,56.0,0.002136,-5.75,-0.75,-13.4375,-18.4375,-5.0,-62926.0,False,4095,1,0.0,0.285156
hermione_granger__to__elizabeth_bennet,hermione_granger,elizabeth_bennet,,,2,,,,-0.375,-0.375,-3.6367,0.0,14.5469,19.2188,,,,5e-06,238.0,25618.0,0.0,2942.0,8e-06,0.75,-5.625,-6.75,-0.375,6.375,-75.0,False,163,1,0.000336,0.285156
hermione_granger__to__frodo_baggins,hermione_granger,frodo_baggins,,,2,0.0,0.0,,0.0,0.0,0.0,0.0,3.0312,7.375,,,,5.6e-05,109.0,109.0,650.0,109.0,5.6e-05,-7.125,-7.125,0.0,0.0,0.0,-758.0,False,1,1,0.285156,0.285156
hermione_granger__to__hermione_granger,hermione_granger,hermione_granger,,,2,,,,0.0,0.0,0.0,0.0,5.2812,8.75,,,,0.002045,43.0,43.0,761.0,43.0,0.002045,-6.625,-6.625,0.0,0.0,0.0,-803.0,False,1,1,0.285156,0.285156
hermione_granger__to__holden_caulfield,hermione_granger,holden_caulfield,,,2,5.0,5.0,,0.0,0.0,0.0,0.0,28.4922,30.0625,,,,0.00034,32.0,90.0,0.0,90.0,0.00034,-26.7188,-26.7188,0.0,0.0,0.0,-31.0,False,1,1,0.285156,0.285156
hermione_granger__to__huckleberry_finn,hermione_granger,huckleberry_finn,,,2,0.0,,0.0,1.125,1.125,0.125,0.0,28.4844,33.125,,,,5.4e-05,121.0,5504.0,0.0,6913.0,1.8e-05,2.75,-4.75,-6.375,1.125,7.5,-5.0,True,116,1,0.000486,0.285156
hermione_granger__to__jay_gatsby,hermione_granger,jay_gatsby,,,2,,4.0,,-7.875,-7.875,-8.625,0.0,2.5625,3.875,,,,1e-06,1576.0,2398.0,0.0,44.0,0.003036,0.6875,-0.375,-8.9375,-7.875,1.0625,-1027.0,False,549,1,3.8e-05,0.285156
hermione_granger__to__katniss_everdeen,hermione_granger,katniss_everdeen,,,2,0.0,,1.0,-0.1875,4.75,4.75,4.9375,4.5156,6.375,,,1.0,0.003326,10.0,10.0,757.0,331.0,2.9e-05,-2.0625,-9.0,-7.125,-0.1875,6.9375,-544.0,False,223,1,0.00023,0.285156
hermione_granger__to__oliver_twist,hermione_granger,oliver_twist,,,2,,,,-7.25,-5.875,-5.875,1.375,4.9688,7.25,,,,0.0,1485.0,1485.0,4570.0,161.0,9.2e-05,-3.5625,-5.5,-9.1875,-7.25,1.9375,-5439.0,False,616,1,2.9e-05,0.285156
hermione_granger__to__raskolnikov,hermione_granger,raskolnikov,,,2,,,0.0,2.3438,5.0,5.0,2.6562,22.5186,26.3828,,,,0.000154,71.0,71.0,1452.0,749.0,1e-06,-13.5,-30.4688,-14.625,2.3438,16.9688,5020.0,True,6543,1,0.0,0.285156
hermione_granger__to__scout_finch,hermione_granger,scout_finch,,,2,,,,-4.625,-4.625,-4.75,0.0,4.0625,6.25,,,,1.7e-05,308.0,308.0,376.0,48.0,0.001945,4.3125,-1.5,-10.4375,-4.625,5.8125,416.0,False,1100,1,8e-06,0.285156
hermione_granger__to__winston_smith,hermione_granger,winston_smith,,,2,,,,-5.1362,-1.6407,-1.6407,3.4955,2.0269,2.6875,,,,0.0,1392.0,2690.0,0.0,806.0,0.0,-21.875,-23.4888,-6.75,-5.1362,1.6138,-1229.0,False,163,1,0.000336,0.285156
holden_caulfield__to__anna_karenina,holden_caulfield,anna_karenina,,,1,0.0,,,-8.0156,-8.0156,-8.0156,0.0,,,,,,0.0,16097.0,16097.0,0.0,59.0,1e-06,-18.9687,-23.0156,-12.0625,-8.0156,4.0469,-15334.0,False,763,1,3e-06,0.503906
holden_caulfield__to__atticus_finch,holden_caulfield,atticus_finch,,,1,0.0,,,-8.4062,-8.4062,-8.4062,0.0,,,,,,0.0,33735.0,33735.0,0.0,115.0,0.0,-29.125,-26.7188,-6.0,-8.4062,-2.4062,-33707.0,False,28,1,0.001251,0.503906
holden_caulfield__to__captain_ahab,holden_caulfield,captain_ahab,,,1,0.0,,,-13.4687,-13.4687,-13.4687,0.0,,,,,,0.0,110145.0,110145.0,0.0,34.0,5e-06,-21.3437,-19.6875,-11.8125,-13.4687,-1.6562,-109463.0,False,682,1,4e-06,0.503906
holden_caulfield__to__don_quixote,holden_caulfield,don_quixote,,,1,,,,-3.0625,-3.0625,-3.0625,0.0,,,,,,0.0,75822.0,75822.0,0.0,7343.0,0.0,-16.9063,-32.75,-18.9062,-3.0625,15.8437,-63416.0,False,12406,1,0.0,0.503906
holden_caulfield__to__dracula,holden_caulfield,dracula,,,1,,4.0,,-10.5625,-10.5625,-10.5625,0.0,,,,,,0.0,6139.0,6139.0,0.0,72.0,0.000213,3.5625,-3.125,-17.25,-10.5625,6.6875,562.0,False,6701,1,0.0,0.503906
holden_caulfield__to__elizabeth_bennet,holden_caulfield,elizabeth_bennet,,,1,0.0,,,-2.7812,-2.7812,-2.7812,0.0,,,,,,1e-06,157.0,157.0,0.0,32.0,9e-06,-15.4062,-19.75,-7.125,-2.7812,4.3438,-100.0,False,57,1,0.000406,0.503906
holden_caulfield__to__frodo_baggins,holden_caulfield,frodo_baggins,,,1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,1205.0,1205.0,0.0,1205.0,0.0,-36.4375,-36.4375,0.0,0.0,0.0,-1204.0,False,1,1,0.503906,0.503906
holden_caulfield__to__hermione_granger,holden_caulfield,hermione_granger,,,1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,701.0,701.0,0.0,701.0,0.0,-36.375,-36.375,0.0,0.0,0.0,-700.0,False,1,1,0.503906,0.503906
holden_caulfield__to__holden_caulfield,holden_caulfield,holden_caulfield,,,1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,532.0,532.0,0.0,532.0,0.0,-37.125,-37.125,0.0,0.0,0.0,-531.0,False,1,1,0.503906,0.503906
holden_caulfield__to__huckleberry_finn,holden_caulfield,huckleberry_finn,,,1,0.0,,,-8.9453,-8.9453,-8.9453,0.0,,,,,,0.0,31709.0,31709.0,0.0,68.0,1e-06,-26.1875,-23.9922,-6.75,-8.9453,-2.1953,-31659.0,False,50,1,0.000591,0.503906
holden_caulfield__to__jay_gatsby,holden_caulfield,jay_gatsby,,,1,,,,-0.375,-0.375,-0.375,0.0,,,,,,0.0,15941.0,15941.0,0.0,11751.0,0.0,-30.375,-34.5,-4.5,-0.375,4.125,-15927.0,False,14,1,0.005585,0.503906
holden_caulfield__to__katniss_everdeen,holden_caulfield,katniss_everdeen,,,1,0.0,,,-4.1875,-4.1875,-4.1875,0.0,,,,,,0.0,7793.0,7793.0,0.0,2458.0,0.0,-7.75,-13.4375,-9.875,-4.1875,5.6875,-7526.0,False,267,1,2.6e-05,0.503906
holden_caulfield__to__oliver_twist,holden_caulfield,oliver_twist,,,1,,,0.0,4.625,4.625,4.625,0.0,,,,,,3e-06,480.0,480.0,0.0,3844.0,0.0,-4.25,-15.375,-6.5,4.625,11.125,-439.0,True,41,1,0.000759,0.503906
holden_caulfield__to__raskolnikov,holden_caulfield,raskolnikov,,,1,,,,-8.625,-8.625,-8.625,0.0,,,,,,0.0,17789.0,17789.0,0.0,1299.0,1e-06,-6.1875,-10.8125,-13.25,-8.625,4.625,-16469.0,False,1320,1,1e-06,0.503906
holden_caulfield__to__scout_finch,holden_caulfield,scout_finch,,,1,0.0,,,-8.0234,-8.0234,-8.0234,0.0,,,,,,0.0,31086.0,31086.0,0.0,134.0,0.0,-28.9375,-26.9141,-6.0,-8.0234,-2.0234,-31058.0,False,28,1,0.001251,0.503906
holden_caulfield__to__winston_smith,holden_caulfield,winston_smith,,,1,,,,-2.1875,-2.1875,-2.1875,0.0,,,,,,0.0,1960.0,1960.0,0.0,807.0,1e-06,1.25,-9.6875,-13.125,-2.1875,10.9375,-720.0,False,1240,1,1e-06,0.503906
huckleberry_finn__to__anna_karenina,huckleberry_finn,anna_karenina,,,1,,,,-11.0,-11.0,-11.0,0.0,,,,,,0.0,25172.0,25172.0,0.0,127.0,0.000237,-6.125,-4.875,-9.75,-11.0,-1.25,-24933.0,False,239,1,3.4e-05,0.574219
huckleberry_finn__to__atticus_finch,huckleberry_finn,atticus_finch,,,1,0.0,,,-5.5235,-5.5235,-5.5235,0.0,,,,,,0.0,18936.0,18936.0,0.0,351.0,0.0,-27.4688,-27.9453,-6.0,-5.5235,0.4765,-18911.0,False,25,1,0.001427,0.574219
huckleberry_finn__to__captain_ahab,huckleberry_finn,captain_ahab,,,1,0.0,,,-9.0625,-9.0625,-9.0625,0.0,,,,,,0.0,97612.0,97612.0,0.0,360.0,0.0,-23.5,-24.9375,-10.5,-9.0625,1.4375,-97257.0,False,355,1,1.6e-05,0.574219
huckleberry_finn__to__don_quixote,huckleberry_finn,don_quixote,,,1,,,,-6.6875,-6.6875,-6.6875,0.0,,,,,,0.0,144488.0,144488.0,0.0,896.0,0.0,-20.6875,-30.25,-16.25,-6.6875,9.5625,-140216.0,False,4272,1,0.0,0.574219
huckleberry_finn__to__dracula,huckleberry_finn,dracula,,,1,,4.0,,-7.75,-7.75,-7.75,0.0,,,,,,1e-06,1285.0,1285.0,0.0,60.0,0.001167,4.125,-2.875,-14.75,-7.75,7.0,1018.0,False,2303,1,0.0,0.574219
huckleberry_finn__to__elizabeth_bennet,huckleberry_finn,elizabeth_bennet,,,1,0.0,,,-0.875,-0.875,-0.875,0.0,,,,,,0.0,24543.0,24543.0,0.0,9269.0,0.0,-30.875,-39.625,-9.625,-0.875,8.75,-24314.0,False,229,1,3.8e-05,0.574219
huckleberry_finn__to__frodo_baggins,huckleberry_finn,frodo_baggins,,,1,0.0,,,-4.75,-4.75,-4.75,0.0,,,,,,0.0,2732.0,2732.0,0.0,177.0,0.0,-10.0,-13.0,-7.75,-4.75,3.0,-2655.0,False,77,1,0.000248,0.574219
huckleberry_finn__to__hermione_granger,huckleberry_finn,hermione_granger,,,1,,,,-4.125,-4.125,-4.125,0.0,,,,,,1e-06,1463.0,1463.0,0.0,219.0,9e-05,-2.0,-5.625,-7.75,-4.125,3.625,-1386.0,False,77,1,0.000248,0.574219
huckleberry_finn__to__holden_caulfield,huckleberry_finn,holden_caulfield,,,1,,,,-4.1875,-4.1875,-4.1875,0.0,,,,,,1e-06,3023.0,3023.0,0.0,405.0,8.1e-05,-2.6875,-6.25,-7.75,-4.1875,3.5625,-2946.0,False,77,1,0.000248,0.574219
huckleberry_finn__to__huckleberry_finn,huckleberry_finn,huckleberry_finn,,,1,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,4e-06,748.0,748.0,0.0,748.0,4e-06,-11.0,-11.0,0.0,0.0,0.0,-747.0,False,1,1,0.574219,0.574219
huckleberry_finn__to__jay_gatsby,huckleberry_finn,jay_gatsby,,,1,,,,-3.4687,-3.4687,-3.4687,0.0,,,,,,0.0,86357.0,86357.0,0.0,6997.0,0.0,-26.6875,-32.3438,-9.125,-3.4687,5.6563,-86183.0,False,174,1,6.2e-05,0.574219
huckleberry_finn__to__katniss_everdeen,huckleberry_finn,katniss_everdeen,,,1,0.0,,,-8.875,-8.875,-8.875,0.0,,,,,,4e-06,878.0,878.0,0.0,5.0,0.028442,3.25,-5.0,-17.125,-8.875,8.25,4942.0,False,5820,1,0.0,0.574219
huckleberry_finn__to__oliver_twist,huckleberry_finn,oliver_twist,,,1,,,,-6.625,-6.625,-6.625,0.0,,,,,,5e-06,399.0,399.0,0.0,26.0,0.003677,-2.875,-1.5,-5.25,-6.625,-1.375,-384.0,False,15,1,0.003021,0.574219
huckleberry_finn__to__raskolnikov,huckleberry_finn,raskolnikov,,,1,,,,-6.9375,-6.9375,-6.9375,0.0,,,,,,0.0,8512.0,8512.0,0.0,879.0,6e-06,-3.3125,-9.75,-13.375,-6.9375,6.4375,-7240.0,False,1272,1,1e-06,0.574219
huckleberry_finn__to__scout_finch,huckleberry_finn,scout_finch,,,1,,,0.0,2.2188,2.2188,2.2188,0.0,,,,,,0.0,6441.0,6441.0,0.0,40915.0,0.0,-27.4062,-35.625,-6.0,2.2188,8.2188,-6416.0,True,25,1,0.001427,0.574219
huckleberry_finn__to__winston_smith,huckleberry_finn,winston_smith,,,1,,,,-4.0,-4.0,-4.0,0.0,,,,,,6.8e-05,144.0,144.0,0.0,13.0,0.003708,3.875,-1.375,-9.25,-4.0,5.25,37.0,False,181,1,5.5e-05,0.574219
jay_gatsby__to__anna_karenina,jay_gatsby,anna_karenina,,,2,,,,-6.6875,-6.6875,-9.125,0.0,3.8125,5.75,,,,0.0,9358.0,12507.0,0.0,42.0,0.000133,-7.25,-9.875,-9.3125,-6.6875,2.625,-9187.0,False,171,1,5.9e-05,0.65625
jay_gatsby__to__atticus_finch,jay_gatsby,atticus_finch,,,2,0.0,,,-2.0,-2.0,-10.1875,0.0,17.022,18.4609,,,,0.0,66569.0,146773.0,0.0,524.0,0.0,-34.625,-44.75,-12.125,-2.0,10.125,-65752.0,False,817,1,4e-06,0.65625
jay_gatsby__to__captain_ahab,jay_gatsby,captain_ahab,,,2,0.0,,,0.0,0.0,-12.3438,0.0,17.0234,18.125,,,,0.0,43360.0,133589.0,0.0,204.0,0.0,-27.9375,-40.6875,-12.75,0.0,12.75,-42225.0,False,1135,1,2e-06,0.65625
jay_gatsby__to__don_quixote,jay_gatsby,don_quixote,,,2,,,,-8.3437,-2.0,-2.0,6.3437,28.9375,33.4375,,,,0.0,15733.0,102595.0,0.0,26690.0,5e-06,-2.5312,-10.1875,-16.0,-8.3437,7.6563,-10815.0,False,4918,1,0.0,0.65625
jay_gatsby__to__dracula,jay_gatsby,dracula,,,2,,4.0,,-12.25,-12.25,-12.5,0.0,3.375,5.375,,,,0.0,2358.0,14843.0,0.0,92.0,0.014038,5.25,1.625,-15.875,-12.25,3.625,2297.0,False,4655,1,0.0,0.65625
jay_gatsby__to__elizabeth_bennet,jay_gatsby,elizabeth_bennet,,,2,0.0,,0.0,5.375,5.375,3.6094,0.0,17.7774,21.7188,,,,0.000603,32.0,4420.0,0.0,48286.0,3e-06,8.0,-8.0,-10.625,5.375,16.0,347.0,True,379,1,1.6e-05,0.65625
jay_gatsby__to__frodo_baggins,jay_gatsby,frodo_baggins,,,2,0.0,,0.0,0.625,1.75,1.75,1.125,6.1562,9.375,,,,0.000483,70.0,70.0,180.0,170.0,8.4e-05,3.25,-5.75,-8.375,0.625,9.0,-140.0,True,110,1,0.000151,0.65625
jay_gatsby__to__hermione_granger,jay_gatsby,hermione_granger,,,2,,,,-1.75,-1.75,-3.5,0.0,1.3438,2.0,,,,0.000192,131.0,131.0,112.0,17.0,0.006348,3.125,-3.5,-8.375,-1.75,6.625,-133.0,False,110,1,0.000151,0.65625
jay_gatsby__to__holden_caulfield,jay_gatsby,holden_caulfield,,,2,,,,-2.375,-2.375,-4.875,0.0,4.0312,6.375,,,,0.000217,131.0,1029.0,0.0,87.0,0.002335,5.5,-0.5,-8.375,-2.375,6.0,-21.0,False,110,1,0.000151,0.65625
jay_gatsby__to__huckleberry_finn,jay_gatsby,huckleberry_finn,,,2,0.0,,,-0.75,-0.75,-8.8477,0.0,17.7735,19.0625,,,,0.0,47702.0,55893.0,0.0,274.0,0.0,-36.625,-43.375,-7.5,-0.75,6.75,-47638.0,False,64,1,0.000362,0.65625
jay_gatsby__to__jay_gatsby,jay_gatsby,jay_gatsby,,,2,2.0,2.0,,0.0,0.0,0.0,0.0,9.1094,13.1875,,,,0.003113,15.0,15.0,1047.0,15.0,0.003113,-12.5625,-12.5625,0.0,0.0,0.0,-1061.0,False,1,1,0.65625,0.65625
jay_gatsby__to__katniss_everdeen,jay_gatsby,katniss_everdeen,,,2,0.0,,1.0,-1.9375,5.875,5.875,7.8125,7.4062,9.25,,1.0,1.0,0.097168,3.0,3.0,410.0,225.0,0.000273,3.625,-7.125,-12.6875,-1.9375,10.75,694.0,False,1107,1,2e-06,0.65625
jay_gatsby__to__oliver_twist,jay_gatsby,oliver_twist,,,2,,,,-7.6875,-2.4297,-2.4297,5.2578,8.5469,11.8125,,,,0.0,4278.0,44848.0,0.0,15790.0,8.1e-05,-5.0625,-5.375,-8.0,-7.6875,0.3125,-4185.0,False,93,1,0.00022,0.65625
jay_gatsby__to__raskolnikov,jay_gatsby,raskolnikov,,,2,,,,-1.875,-1.875,-5.8125,0.0,7.9844,9.0,,,,0.000292,83.0,3118.0,0.0,364.0,0.001907,3.75,-1.25,-6.875,-1.875,5.0,-45.0,False,38,1,0.000679,0.65625
jay_gatsby__to__scout_finch,jay_gatsby,scout_finch,,,2,,,,-1.75,-1.75,-3.125,0.0,4.5625,7.75,,,,0.008728,20.0,185.0,0.0,27.0,0.050293,10.875,0.5,-12.125,-1.75,10.375,797.0,False,817,1,4e-06,0.65625
jay_gatsby__to__winston_smith,jay_gatsby,winston_smith,,,2,,8.0,,-3.125,-3.125,-7.875,0.0,2.9531,3.9375,,,,5e-06,365.0,1859.0,0.0,14.0,0.001312,-5.1875,-10.8125,-8.75,-3.125,5.625,-229.0,False,136,1,0.000104,0.65625
katniss_everdeen__to__anna_karenina,katniss_everdeen,anna_karenina,,,0,,,,,,,,,,,,,,,,,,,,,-14.25,,,,False,2141,1,0.0,0.466797
katniss_everdeen__to__atticus_finch,katniss_everdeen,atticus_finch,,,0,0.0,,,,,,,,,,,,,,,,,,,,-10.625,,,,False,417,1,1.1e-05,0.466797
katniss_everdeen__to__captain_ahab,katniss_everdeen,captain_ahab,,,0,0.0,,,,,,,,,,,,,,,,,,,,-18.9688,,,,False,13310,1,0.0,0.466797
katniss_everdeen__to__don_quixote,katniss_everdeen,don_quixote,,,0,,,,,,,,,,,,,,,,,,,,,-25.9844,,,,False,92263,1,0.0,0.466797
katniss_everdeen__to__dracula,katniss_everdeen,dracula,,,0,,4.0,,,,,,,,,,,,,,,,,,,-17.5625,,,,False,8063,1,0.0,0.466797
katniss_everdeen__to__elizabeth_bennet,katniss_everdeen,elizabeth_bennet,,,0,0.0,,,,,,,,,,,,,,,,,,,,-6.625,,,,False,60,1,0.000622,0.466797
katniss_everdeen__to__frodo_baggins,katniss_everdeen,frodo_baggins,,,0,0.0,,,,,,,,,,,,,,,,,,,,-3.0,,,,False,7,1,0.023315,0.466797
katniss_everdeen__to__hermione_granger,katniss_everdeen,hermione_granger,,,0,0.0,,,,,,,,,,,,,,,,,,,,-3.0,,,,False,7,1,0.023315,0.466797
katniss_everdeen__to__holden_caulfield,katniss_everdeen,holden_caulfield,,,0,,6.0,,,,,,,,,,,,,,,,,,,-3.0,,,,False,7,1,0.023315,0.466797
katniss_everdeen__to__huckleberry_finn,katniss_everdeen,huckleberry_finn,,,0,0.0,,,,,,,,,,,,,,,,,,,,-14.625,,,,False,2565,1,0.0,0.466797
katniss_everdeen__to__jay_gatsby,katniss_everdeen,jay_gatsby,,,0,,4.0,,,,,,,,,,,,,,,,,,,-10.25,,,,False,374,1,1.7e-05,0.466797
katniss_everdeen__to__katniss_everdeen,katniss_everdeen,katniss_everdeen,,,0,2.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.466797,0.466797
katniss_everdeen__to__oliver_twist,katniss_everdeen,oliver_twist,,,0,,,,,,,,,,,,,,,,,,,,,-13.375,,,,False,1492,1,1e-06,0.466797
katniss_everdeen__to__raskolnikov,katniss_everdeen,raskolnikov,,,0,,,,,,,,,,,,,,,,,,,,,-15.5625,,,,False,3784,1,0.0,0.466797
katniss_everdeen__to__scout_finch,katniss_everdeen,scout_finch,,,0,0.0,,,,,,,,,,,,,,,,,,,,-10.625,,,,False,417,1,1.1e-05,0.466797
katniss_everdeen__to__winston_smith,katniss_everdeen,winston_smith,,,0,,,,,,,,,,,,,,,,,,,,,-11.9375,,,,False,782,1,3e-06,0.466797
oliver_twist__to__anna_karenina,oliver_twist,anna_karenina,,,2,0.0,,,-3.0625,-3.0625,-6.3301,0.0,13.6406,13.9687,,,,0.0,68156.0,68156.0,56110.0,1252.0,0.0,-27.8125,-39.1875,-14.4375,-3.0625,11.375,-122895.0,False,1371,1,0.0,0.742188
oliver_twist__to__atticus_finch,oliver_twist,atticus_finch,,,2,0.0,,0.0,0.6875,0.6875,-3.8906,0.0,13.918,14.0,,,,0.0,5332.0,36960.0,0.0,2737.0,0.0,-29.5625,-42.25,-12.0,0.6875,12.6875,-4854.0,True,478,1,5e-06,0.742188
oliver_twist__to__captain_ahab,oliver_twist,captain_ahab,,,2,0.0,,,-1.75,-1.3125,-1.3125,0.4375,32.8125,37.0625,,,,6e-05,130.0,39932.0,0.0,11181.0,0.000347,9.0,-5.625,-16.375,-1.75,14.625,2939.0,False,3069,1,0.0,0.742188
oliver_twist__to__don_quixote,oliver_twist,don_quixote,,,2,,,,-9.875,-4.8125,-4.8125,5.0625,24.4687,29.0312,,,,0.0,5610.0,128503.0,0.0,3893.0,0.000307,1.3125,-7.375,-18.5625,-9.875,8.6875,1786.0,False,7396,1,0.0,0.742188
oliver_twist__to__dracula,oliver_twist,dracula,,,2,,4.0,,-9.5625,-6.4375,-6.4375,3.125,5.5,8.5,,,,1e-06,898.0,898.0,2566.0,81.0,0.000519,-5.8125,-5.75,-9.5,-9.5625,-0.0625,-3312.0,False,152,1,5.6e-05,0.742188
oliver_twist__to__elizabeth_bennet,oliver_twist,elizabeth_bennet,,,2,0.0,,,-0.0625,-0.0625,-2.4375,0.0,11.3262,11.75,,,,0.0,7710.0,7710.0,5605.0,1167.0,0.0,-32.3125,-39.5,-7.25,-0.0625,7.1875,-13269.0,False,46,1,0.000526,0.742188
oliver_twist__to__frodo_baggins,oliver_twist,frodo_baggins,,,2,0.0,,0.0,1.875,1.875,1.4375,0.0,4.875,11.125,,,,0.000115,92.0,984.0,0.0,1516.0,1.8e-05,5.125,-7.5,-10.75,1.875,12.625,166.0,True,258,1,1.6e-05,0.742188
oliver_twist__to__hermione_granger,oliver_twist,hermione_granger,,,2,,,,-6.8437,-3.875,-3.875,2.9687,6.6485,10.7188,,,,2e-05,939.0,939.0,45687.0,109.0,0.000946,-8.9062,-12.8125,-10.75,-6.8437,3.9063,-46368.0,False,258,1,1.6e-05,0.742188
oliver_twist__to__holden_caulfield,oliver_twist,holden_caulfield,,,2,,,,-3.625,0.0,0.0,3.625,31.5781,35.6875,,,,1.3e-05,326.0,15537.0,0.0,15537.0,0.000479,1.625,-5.5,-10.75,-3.625,7.125,-68.0,False,258,1,1.6e-05,0.742188
