layer,feature,frac_external_raw,logit_influence
1,3992,1.0,0.6772064566612244
1,5314,1.0,0.7450987696647644
1,5369,1.0,0.7452569603919983
1,7403,1.0,0.6934965252876282
1,7538,1.0,0.7800202369689941
1,11387,1.0,0.7538912892341614
1,12286,1.0,0.7729410529136658
1,14452,1.0,0.7290034890174866
1,15725,1.0,0.6692915558815002
2,5402,1.0,0.7703825831413269
2,8539,1.0,0.7754614949226379
2,9298,1.0,0.6426582336425781
2,11043,1.0,0.653487503528595
2,11080,1.0,0.4484623074531555
2,11912,1.0,0.7692965865135193
2,11946,1.0,0.6594260334968567
2,14327,1.0,0.6555701494216919
2,14700,1.0,0.7367326617240906
2,14873,1.0,0.7007150650024414
2,15122,1.0,0.6690518260002136
2,965,1.0,0.665665328502655
2,1751,1.0,0.7355785369873047
2,2041,1.0,0.5297943353652954
2,11080,1.0,0.7935813069343567
2,13735,1.0,0.6654214262962341
2,14537,1.0,0.4234676659107208
2,14857,1.0,0.4553772211074829
2,15681,1.0,0.7005126476287842
2,16267,1.0,0.6527025699615479
2,166,1.0,0.6454375982284546
2,426,1.0,0.638979971408844
2,4310,1.0,0.5880753397941589
2,5327,1.0,0.717642068862915
2,6167,1.0,0.6629592776298523
2,6781,1.0,0.7129967212677002
2,7137,1.0,0.7740058898925781
2,7173,1.0,0.40174347162246704
2,7407,1.0,0.6193044781684875
2,8734,1.0,0.4964422881603241
2,10440,1.0,0.6614588499069214
2,11838,1.0,0.4737454652786255
2,12647,1.0,0.7370606064796448
2,12801,1.0,0.5915210247039795
2,14417,1.0,0.7454150915145874
2,15380,1.0,0.6317183375358582
2,15681,1.0,0.7303786277770996
2,16382,1.0,0.6420952081680298
2,6292,1.0,0.655310332775116
2,10295,1.0,0.6355283856391907
2,11838,1.0,0.7296931147575378
2,15681,1.0,0.7967503666877747
2,426,1.0,0.7857038974761963
2,3228,1.0,0.5683094263076782
2,3588,1.0,0.7109138369560242
2,4052,1.0,0.5709162950515747
2,4423,1.0,0.5593880414962769
2,7076,1.0,0.7550869584083557
2,7444,1.0,0.7750650644302368
2,10960,1.0,0.5123080611228943
2,13383,1.0,0.6668797135353088
2,15063,1.0,0.5281079411506653
2,15348,1.0,0.7782107591629028
2,3491,1.0,0.4951131343841553
2,5925,1.0,0.6762935519218445
2,7552,1.0,0.7468281984329224
2,7685,1.0,0.7423957586288452
2,8857,1.0,0.6874914169311523
2,10989,1.0,0.6314201354980469
2,11080,1.0,0.7189164757728577
2,11528,1.0,0.4493454396724701
2,12614,1.0,0.5665602087974548
2,12880,1.0,0.5035643577575684
2,13009,1.0,0.5896188020706177
2,13152,1.0,0.7733414173126221
2,15445,1.0,0.5696174502372742
2,15681,1.0,0.7698403000831604
2,347,1.0,0.763314962387085
2,2350,1.0,0.7934627532958984
2,2947,1.0,0.6049354076385498
2,5681,1.0,0.6774342060089111
2,5965,1.0,0.4722442924976349
2,7971,1.0,0.7390168309211731
2,9457,1.0,0.5224159359931946
2,15823,1.0,0.7965178489685059
2,16088,1.0,0.6649327278137207
2,437,1.0,0.7690234780311584
2,1510,1.0,0.7775599956512451
2,3479,1.0,0.6680899262428284
2,5457,1.0,0.7670971751213074
2,6265,1.0,0.7691603302955627
2,6274,1.0,0.7011187672615051
2,7822,1.0,0.7099595069885254
2,11080,1.0,0.6120654940605164
2,12403,1.0,0.7650066018104553
2,14798,1.0,0.7322433590888977
2,14970,1.0,0.5911416411399841
2,15183,1.0,0.7736075520515442
2,15200,1.0,0.7088090181350708
2,15420,1.0,0.5825598239898682
2,15681,1.0,0.7529881596565247
3,200,1.0,0.6521751284599304
3,461,1.0,0.6566057801246643
3,1182,1.0,0.5412174463272095
3,3161,1.0,0.6361082792282104
3,9357,1.0,0.6117311716079712
3,272,1.0,0.7380418181419373
3,373,1.0,0.41923603415489197
3,417,1.0,0.7388550043106079
3,1766,1.0,0.5252758264541626
3,2606,1.0,0.7477657198905945
3,4938,1.0,0.39382290840148926
3,5434,1.0,0.670481264591217
3,8024,1.0,0.6855151057243347
3,10221,1.0,0.5785010457038879
3,12288,1.0,0.5022860765457153
3,12343,1.0,0.6481676697731018
3,12908,1.0,0.7830755114555359
3,13735,1.0,0.7469847202301025
3,14477,1.0,0.7076519131660461
3,14545,1.0,0.4224270284175873
3,14657,1.0,0.4896615445613861
3,16177,1.0,0.7428749799728394
3,373,1.0,0.7616111636161804
3,3205,1.0,0.7564157247543335
3,13984,1.0,0.5751746892929077
3,940,1.0,0.6010607481002808
3,3205,1.0,0.7829494476318359
3,3488,1.0,0.7945271730422974
3,4124,1.0,0.7101510167121887
3,4531,1.0,0.7414341568946838
3,5184,1.0,0.6966217756271362
3,7634,1.0,0.6215537190437317
3,7805,1.0,0.6659088730812073
3,7852,1.0,0.7543402910232544
3,9559,1.0,0.42552757263183594
3,10202,1.0,0.7955843210220337
3,10356,1.0,0.5678726434707642
3,12105,1.0,0.6024859547615051
3,12873,1.0,0.6519105434417725
3,13967,1.0,0.5598428845405579
3,14465,1.0,0.7265702486038208
3,15428,1.0,0.7228677868843079
3,15718,1.0,0.790358304977417
3,15935,1.0,0.7818096876144409
3,3205,1.0,0.7534410357475281
3,4052,1.0,0.6573782563209534
3,8636,1.0,0.591899573802948
3,10792,1.0,0.6746907234191895
3,39,1.0,0.7807888388633728
3,355,1.0,0.667364239692688
3,576,1.0,0.6968284845352173
3,1510,1.0,0.6859564185142517
3,5011,1.0,0.5159481763839722
3,5184,1.0,0.6797053813934326
3,5501,1.0,0.791200578212738
3,5805,1.0,0.7399858236312866
3,10471,1.0,0.7757255434989929
3,11017,1.0,0.6978583335876465
3,11236,1.0,0.7001065015792847
3,11453,1.0,0.7302073836326599
3,11734,1.0,0.7540410161018372
3,13201,1.0,0.704121470451355
3,15482,1.0,0.6199513077735901
3,15734,1.0,0.6166996955871582
3,3205,1.0,0.6247057914733887
3,5892,1.0,0.5963492393493652
3,10308,1.0,0.5443443059921265
3,355,1.0,0.6894431114196777
3,1182,1.0,0.7746683955192566
3,1624,1.0,0.7039225101470947
3,1931,1.0,0.5967153906822205
3,3783,1.0,0.7097681760787964
3,7178,1.0,0.7860763072967529
3,10829,1.0,0.6560890674591064
3,11734,1.0,0.6369760632514954
3,11986,1.0,0.7196398377418518
3,12082,1.0,0.7788603901863098
3,14032,1.0,0.6711893081665039
3,14835,1.0,0.7431939244270325
3,15286,1.0,0.5374864935874939
3,15801,1.0,0.7274436354637146
3,15810,1.0,0.683070957660675
3,16055,1.0,0.7571473121643066
4,7501,1.0,0.5575453639030457
4,8364,1.0,0.6503168344497681
4,9591,1.0,0.6733015179634094
4,2329,1.0,0.7178244590759277
4,2562,1.0,0.7603264451026917
4,4104,1.0,0.6801576614379883
4,4165,1.0,0.6268756985664368
4,13735,1.0,0.7842061519622803
4,16215,1.0,0.7904788255691528
4,3824,1.0,0.6035429239273071
4,7671,1.0,0.6196280121803284
4,11350,1.0,0.7293487787246704
4,14857,1.0,0.692650556564331
4,15330,1.0,0.7284846305847168
4,850,1.0,0.7562690377235413
4,2354,1.0,0.7581649422645569
4,7456,1.0,0.7644444108009338
4,7671,1.0,0.4528177082538605
4,7870,1.0,0.5978093147277832
4,9699,1.0,0.7577296495437622
4,10919,1.0,0.7999774217605591
4,15330,1.0,0.7621800303459167
4,16147,1.0,0.779891848564148
4,4367,1.0,0.7772992849349976
4,4384,1.0,0.615385115146637
4,4999,1.0,0.651116132736206
4,6087,1.0,0.585737407207489
4,7219,1.0,0.771599531173706
4,7501,1.0,0.7933441996574402
4,8386,1.0,0.7687495946884155
4,8791,1.0,0.7863240838050842
4,10632,1.0,0.7864479422569275
4,14018,1.0,0.6596810817718506
4,93,1.0,0.6957938075065613
4,4322,1.0,0.6113958954811096
4,4384,1.0,0.6083540916442871
4,4506,1.0,0.7618955969810486
4,5905,1.0,0.6619614958763123
4,6087,1.0,0.6783446073532104
4,6271,1.0,0.7419157028198242
4,6466,1.0,0.7648662328720093
4,6786,1.0,0.7893899083137512
4,7669,1.0,0.5869110822677612
4,8047,1.0,0.7212600708007812
4,8189,1.0,0.6495131850242615
4,8405,1.0,0.7953501343727112
4,9272,1.0,0.748699963092804
4,9699,1.0,0.7407909035682678
4,10115,1.0,0.7225117087364197
4,12113,1.0,0.7850813865661621
4,12217,1.0,0.641531229019165
4,12411,1.0,0.7216184139251709
4,12433,1.0,0.7838298082351685
4,13483,1.0,0.687926709651947
4,14119,1.0,0.6038923263549805
4,15801,1.0,0.7357438802719116
4,15998,1.0,0.6688119173049927
4,93,1.0,0.7526854276657104
4,5903,1.0,0.6470807790756226
4,6931,1.0,0.3610520362854004
4,9041,1.0,0.5336806178092957
4,12449,1.0,0.7403079271316528
4,13154,1.0,0.35166770219802856
4,13592,1.0,0.7354130744934082
4,14857,1.0,0.5488879680633545
4,15859,1.0,0.717459499835968
4,16331,1.0,0.7391785979270935
4,704,1.0,0.7662640810012817
4,1312,1.0,0.7645851373672485
4,1405,1.0,0.7256937623023987
4,1490,1.0,0.7753293514251709
4,2866,1.0,0.7436715364456177
4,3044,1.0,0.64626145362854
4,3664,1.0,0.7947628498077393
4,4718,1.0,0.7368966937065125
4,6087,1.0,0.7035243511199951
4,6784,1.0,0.6644420027732849
4,6839,1.0,0.6666373610496521
4,7062,1.0,0.7377150058746338
4,7671,1.0,0.5195130705833435
4,7870,1.0,0.47524183988571167
4,8364,1.0,0.5981729626655579
4,8677,1.0,0.6497814059257507
4,9352,1.0,0.7499379515647888
4,10115,1.0,0.7457303404808044
4,10919,1.0,0.7239326238632202
4,13294,1.0,0.7043200731277466
4,13375,1.0,0.7907198071479797
4,15330,1.0,0.7205408215522766
5,278,1.0,0.7072647213935852
5,1105,1.0,0.7086167931556702
5,3992,1.0,0.7657060027122498
5,8363,1.0,0.7948805689811707
5,8890,1.0,0.7267451882362366
5,8991,1.0,0.7897537350654602
5,13672,1.0,0.7362391352653503
5,14152,1.0,0.5189251899719238
5,14875,1.0,0.7344182729721069
5,15776,1.0,0.7329168915748596
5,1450,1.0,0.6308216452598572
5,1866,1.0,0.6143934726715088
5,2006,1.0,0.7283115386962891
