layer,feature,frac_external_raw,logit_influence
0,41,1.0,0.0
0,96,1.0,0.0
0,253,1.0,0.0
0,354,1.0,0.0
0,478,1.0,0.0
0,1131,1.0,0.0
0,1903,1.0,0.0
0,2146,1.0,0.0
0,2344,1.0,0.0
0,2364,1.0,0.0
0,2455,1.0,0.0
0,2514,1.0,0.0
0,2586,1.0,0.0
0,3436,1.0,0.0
0,3523,1.0,0.0
0,4823,1.0,0.0
0,5074,1.0,0.0
0,5203,1.0,0.0
0,5297,1.0,0.0
0,5940,1.0,0.0
0,6051,1.0,0.0
0,6101,1.0,0.0
0,6113,1.0,0.0
0,6188,1.0,0.0
0,6366,1.0,0.0
0,6421,1.0,0.0
0,6923,1.0,0.0
0,6942,1.0,0.0
0,7344,1.0,0.0
0,7679,1.0,0.0
0,7738,1.0,0.0
0,7807,1.0,0.0
0,7812,1.0,0.0
0,8008,1.0,0.0
0,8397,1.0,0.0
0,8404,1.0,0.0
0,8489,1.0,0.0
0,8569,1.0,0.0
0,8694,1.0,0.0
0,8722,1.0,0.0
0,8979,1.0,0.0
0,9147,1.0,0.0
0,9348,1.0,0.0
0,9523,1.0,0.0
0,9654,1.0,0.0
0,9773,1.0,0.0
0,10092,1.0,0.0
0,10317,1.0,0.0
0,10398,1.0,0.0
0,11248,1.0,0.0
0,11330,1.0,0.0
0,11371,1.0,0.0
0,11376,1.0,0.0
0,11409,1.0,0.0
0,11916,1.0,0.0
0,12163,1.0,0.0
0,12200,1.0,0.0
0,12403,1.0,0.0
0,12459,1.0,0.0
0,12570,1.0,0.0
0,12605,1.0,0.0
0,12698,1.0,0.0
0,13004,1.0,0.0
0,13016,1.0,0.0
0,13076,1.0,0.0
0,13096,1.0,0.0
0,13372,1.0,0.0
0,13542,1.0,0.0
0,13905,1.0,0.0
0,13920,1.0,0.0
0,14055,1.0,0.0
0,14457,1.0,0.0
0,14536,1.0,0.0
0,14766,1.0,0.0
0,15208,1.0,0.0
0,15622,1.0,0.0
0,16061,1.0,0.0
0,16170,1.0,0.0
0,16332,1.0,0.0
0,69,1.0,0.0
0,160,1.0,0.0
0,302,1.0,0.0
0,305,1.0,0.0
0,353,1.0,0.0
0,355,1.0,0.0
0,394,1.0,0.0
0,423,1.0,0.0
0,1071,1.0,0.0
0,1138,1.0,0.0
0,1218,1.0,0.0
0,1700,1.0,0.0
0,1847,1.0,0.0
0,1961,1.0,0.0
0,2115,1.0,0.0
0,2189,1.0,0.0
0,2204,1.0,0.0
0,2210,1.0,0.0
0,2251,1.0,0.0
0,2327,1.0,0.0
0,2368,1.0,0.0
0,2415,1.0,0.0
0,2586,1.0,0.0
0,2850,1.0,0.0
0,3065,1.0,0.0
0,3204,1.0,0.0
0,3284,1.0,0.0
0,3331,1.0,0.0
0,3412,1.0,0.0
0,3474,1.0,0.0
0,3484,1.0,0.0
0,3553,1.0,0.0
0,3636,1.0,0.0
0,3729,1.0,0.0
0,3978,1.0,0.0
0,4089,1.0,0.0
0,4323,1.0,0.0
0,4651,1.0,0.0
0,4711,1.0,0.0
0,4823,1.0,0.0
0,5292,1.0,0.0
0,5297,1.0,0.0
0,5319,1.0,0.0
0,5334,1.0,0.0
0,5442,1.0,0.0
0,5480,1.0,0.0
0,5640,1.0,0.0
0,5660,1.0,0.0
0,6056,1.0,0.0
0,6076,1.0,0.0
0,6116,1.0,0.0
0,6133,1.0,0.0
0,6217,1.0,0.0
0,6361,1.0,0.0
0,6376,1.0,0.0
0,6421,1.0,0.0
0,6440,1.0,0.0
0,6617,1.0,0.0
0,6741,1.0,0.0
0,6762,1.0,0.0
0,6842,1.0,0.0
0,6882,1.0,0.0
0,7118,1.0,0.0
0,7134,1.0,0.0
0,7564,1.0,0.0
0,7633,1.0,0.0
0,7746,1.0,0.0
0,7880,1.0,0.0
0,8008,1.0,0.0
0,8032,1.0,0.0
0,8143,1.0,0.0
0,8155,1.0,0.0
0,8163,1.0,0.0
0,8203,1.0,0.0
0,8316,1.0,0.0
0,8409,1.0,0.0
0,8488,1.0,0.0
0,8489,1.0,0.0
0,8614,1.0,0.0
0,8885,1.0,0.0
0,8939,1.0,0.0
0,9022,1.0,0.0
0,9025,1.0,0.0
0,9026,1.0,0.0
0,9044,1.0,0.0
0,9229,1.0,0.0
0,9424,1.0,0.0
0,9697,1.0,0.0
0,9747,1.0,0.0
0,9773,1.0,0.0
0,9775,1.0,0.0
0,9860,1.0,0.0
0,9910,1.0,0.0
0,10075,1.0,0.0
0,10414,1.0,0.0
0,11124,1.0,0.0
0,11221,1.0,0.0
0,11582,1.0,0.0
0,11612,1.0,0.0
0,11629,1.0,0.0
0,11657,1.0,0.0
0,11835,1.0,0.0
0,11914,1.0,0.0
0,11976,1.0,0.0
0,12005,1.0,0.0
0,12030,1.0,0.0
0,12200,1.0,0.0
0,12294,1.0,0.0
0,12371,1.0,0.0
0,12613,1.0,0.0
0,12802,1.0,0.0
0,12955,1.0,0.0
0,13016,1.0,0.0
0,13056,1.0,0.0
0,13336,1.0,0.0
0,13439,1.0,0.0
0,13498,1.0,0.0
0,13537,1.0,0.0
0,13654,1.0,0.0
0,13711,1.0,0.0
0,13763,1.0,0.0
0,13943,1.0,0.0
0,14284,1.0,0.0
0,14396,1.0,0.0
0,14538,1.0,0.0
0,14719,1.0,0.0
0,14725,1.0,0.0
0,14799,1.0,0.0
0,14873,1.0,0.0
0,14894,1.0,0.0
0,14963,1.0,0.0
0,15038,1.0,0.0
0,15100,1.0,0.0
0,15147,1.0,0.0
0,15343,1.0,0.0
0,15415,1.0,0.0
0,15455,1.0,0.0
0,15526,1.0,0.0
0,15571,1.0,0.0
0,15734,1.0,0.0
0,16170,1.0,0.0
0,16183,1.0,0.0
0,16322,1.0,0.0
0,4,1.0,0.0
0,52,1.0,0.0
0,480,1.0,0.0
0,1128,1.0,0.0
0,2848,1.0,0.0
0,3517,1.0,0.0
0,3718,1.0,0.0
0,5679,1.0,0.0
0,6051,1.0,0.0
0,8718,1.0,0.0
0,9379,1.0,0.0
0,9773,1.0,0.0
0,10731,1.0,0.0
0,11385,1.0,0.0
0,11649,1.0,0.0
0,11835,1.0,0.0
0,12200,1.0,0.0
0,12920,1.0,0.0
0,13004,1.0,0.0
0,13016,1.0,0.0
0,13282,1.0,0.0
0,14300,1.0,0.0
0,14896,1.0,0.0
0,49,1.0,0.0
