swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
michigan_detroit__to__wyoming_casper,michigan_detroit,wyoming_casper,Lansing,Cheyenne,11,,,0.0,5.4375,7.0,-2.6406,1.5625,9.3244,26.9531,,,2.0,0.019775,8,25587,152,10060,1.8e-05,-1.9375,-18.375,-11.0,5.4375,16.4375,528,True,688,1,7e-06,0.398438
minnesota_minneapolis__to__alabama_birmingham,minnesota_minneapolis,alabama_birmingham,Saint Paul,Montgomery,11,0.0,,0.0,9.375,9.375,9.0781,0.0,14.9937,25.625,,0.0,0.0,0.072266,2,3639,0,32443,8.2e-05,1.375,-16.375,-8.375,9.375,17.75,311,True,313,2,3e-05,0.129883
minnesota_minneapolis__to__alaska_anchorage,minnesota_minneapolis,alaska_anchorage,Saint Paul,Juneau,11,,,0.0,7.0,7.0,0.4375,0.0,16.2256,29.3438,,,,0.002197,42,6186,138,7064,1.7e-05,-4.375,-19.125,-7.75,7.0,14.75,44,True,224,2,5.6e-05,0.129883
minnesota_minneapolis__to__arizona_tucson,minnesota_minneapolis,arizona_tucson,Saint Paul,Phoenix,11,,,0.0,5.4375,6.5,6.125,1.0625,13.1711,22.6875,,,,0.008911,17,17,218,600,0.000315,-4.0,-15.9375,-6.5,5.4375,11.9375,-119,True,116,2,0.000196,0.129883
minnesota_minneapolis__to__arkansas_fayetteville,minnesota_minneapolis,arkansas_fayetteville,Saint Paul,Little Rock,11,,,0.0,4.375,4.375,0.75,0.0,16.8383,27.9688,,0.0,0.0,0.02832,5,890,0,1381,0.007935,-0.125,-10.375,-5.875,4.375,10.25,87,True,92,2,0.000364,0.129883
minnesota_minneapolis__to__california_oakland,minnesota_minneapolis,california_oakland,Saint Paul,Sacramento,11,0.0,,0.0,8.6875,12.7695,12.7695,4.082000000000001,17.9352,30.0469,0.0,0.0,0.0,0.554688,1,2377,0,48473,9.4e-05,2.5,-11.8125,-5.625,8.6875,14.3125,77,True,78,2,0.000467,0.129883
minnesota_minneapolis__to__colorado_colorado_springs,minnesota_minneapolis,colorado_colorado_springs,Saint Paul,Denver,11,5.0,,1.0,-14.9063,16.4688,5.5625,31.375100000000003,18.9664,31.7031,,2.0,2.0,0.137695,2,20,208288,336,0.001251,-24.5938,-15.3125,-5.625,-14.9063,-9.2813,-208212,False,78,2,0.000467,0.129883
minnesota_minneapolis__to__connecticut_bridgeport,minnesota_minneapolis,connecticut_bridgeport,Saint Paul,Hartford,11,0.0,,0.0,9.3125,10.0625,10.0625,0.75,20.0578,30.5156,0.0,0.0,0.0,0.18457,1,2882,0,31919,8.1e-05,4.75,-12.8125,-8.25,9.3125,17.5625,288,True,289,2,3.4e-05,0.129883
minnesota_minneapolis__to__delaware_wilmington,minnesota_minneapolis,delaware_wilmington,Saint Paul,Dover,11,,,0.0,3.9375,3.9375,-6.3125,0.0,12.5258,28.4375,,0.0,0.0,0.004639,5,40132,0,4388,0.001366,2.875,-13.5625,-12.5,3.9375,16.4375,1989,True,1994,2,0.0,0.129883
minnesota_minneapolis__to__florida_miami,minnesota_minneapolis,florida_miami,Saint Paul,Tallahassee,11,2.0,,0.0,0.625,7.375,0.0,6.75,16.9295,30.5508,,2.0,2.0,0.135742,2,8526,31,8526,0.003204,-1.0,-8.5,-6.875,0.625,7.5,119,True,152,2,0.000134,0.129883
minnesota_minneapolis__to__georgia_savannah,minnesota_minneapolis,georgia_savannah,Saint Paul,Atlanta,11,2.0,,1.0,-9.5625,12.25,2.9687,21.8125,16.6746,23.8594,2.0,2.0,2.0,0.200195,1,1631,35998,21379,0.006042,-16.0,-13.0625,-6.625,-9.5625,-2.9375,-35865,False,134,2,0.000173,0.129883
minnesota_minneapolis__to__hawaii_hilo,minnesota_minneapolis,hawaii_hilo,Saint Paul,Honolulu,11,,,0.0,0.3437,10.9688,4.125,10.6251,10.4607,26.9531,,7.0,5.0,0.100586,2,14,3912,120,0.002365,-9.0625,-19.9062,-10.5,0.3437,10.8437,-3056,True,858,2,4e-06,0.129883
minnesota_minneapolis__to__idaho_idaho_falls,minnesota_minneapolis,idaho_idaho_falls,Saint Paul,Boise,11,5.0,,5.0,-5.7106,6.8125,4.0938,12.5231,14.4178,29.9648,5.0,5.0,5.0,0.179688,1,1356,75070,6662,0.03125,-18.3044,-20.0938,-7.5,-5.7106,1.7894,-74873,False,198,2,7.2e-05,0.129883
minnesota_minneapolis__to__illinois_chicago,minnesota_minneapolis,illinois_chicago,Saint Paul,Springfield,11,0.0,,0.0,9.3125,10.5313,10.5313,1.2187999999999999,11.4969,20.75,0.0,0.0,0.0,0.632812,1,2395,0,29780,0.000511,4.0,-12.0625,-6.75,9.3125,16.0625,144,True,145,2,0.000152,0.129883
minnesota_minneapolis__to__indiana_fort_wayne,minnesota_minneapolis,indiana_fort_wayne,Saint Paul,Indianapolis,11,5.0,,0.0,9.0,9.0,8.125,0.0,16.666,30.0703,5.0,5.0,2.0,0.201172,1,239,20,5140,0.016602,-2.0,-18.5,-7.5,9.0,16.5,177,True,198,2,7.2e-05,0.129883
minnesota_minneapolis__to__iowa_cedar_rapids,minnesota_minneapolis,iowa_cedar_rapids,Saint Paul,Des Moines,11,4.0,,0.0,10.0312,10.0312,7.2187,0.0,14.8637,30.1641,,4.0,4.0,0.196289,2,522,10,13482,0.000231,-4.25,-19.0312,-4.75,10.0312,14.7812,37,True,49,2,0.001122,0.129883
minnesota_minneapolis__to__kansas_wichita,minnesota_minneapolis,kansas_wichita,Saint Paul,Topeka,11,,,0.0,0.8125,11.5859,4.75,10.7734,10.9708,22.0312,,3.0,3.0,0.045654,5,82,412,1000,0.000448,-6.1875,-15.75,-8.75,0.8125,9.5625,-63,True,354,2,2.1e-05,0.129883
minnesota_minneapolis__to__kentucky_louisville,minnesota_minneapolis,kentucky_louisville,Saint Paul,Frankfort,11,,,0.0,7.75,7.75,6.3125,0.0,13.234,24.2812,,0.0,0.0,0.033203,4,115,0,7266,0.001312,2.75,-14.375,-9.375,7.75,17.125,485,True,489,2,1.1e-05,0.129883
minnesota_minneapolis__to__louisiana_new_orleans,minnesota_minneapolis,louisiana_new_orleans,Saint Paul,Baton Rouge,11,0.0,,0.0,6.0,6.25,1.1875,0.25,15.5973,25.3516,,0.0,0.0,0.206055,2,455,1,928,0.003784,4.625,-9.625,-8.25,6.0,14.25,286,True,289,2,3.4e-05,0.129883
minnesota_minneapolis__to__maine_portland,minnesota_minneapolis,maine_portland,Saint Paul,Augusta,11,,,2.0,-0.5,2.625,-2.5,3.125,14.2615,26.6602,,,2.0,0.016479,8,517,233,176,0.014587,-1.5625,-11.3125,-10.25,-0.5,9.75,502,False,743,2,5e-06,0.129883
minnesota_minneapolis__to__maryland_baltimore,minnesota_minneapolis,maryland_baltimore,Saint Paul,Annapolis,11,,,2.0,-0.0625,5.0,1.4375,5.0625,9.7653,19.5625,,,,0.008545,15,4337,833,7522,0.002777,-3.1875,-12.125,-9.0,-0.0625,8.9375,-448,False,400,2,1.6e-05,0.129883
minnesota_minneapolis__to__massachusetts_worcester,minnesota_minneapolis,massachusetts_worcester,Saint Paul,Boston,11,,,0.0,2.125,9.8125,5.0625,7.6875,17.2703,27.5625,,2.0,2.0,0.050537,3,26,41,406,0.00116,-1.5625,-12.3125,-8.625,2.125,10.75,297,True,341,2,2.3e-05,0.129883
minnesota_minneapolis__to__michigan_detroit,minnesota_minneapolis,michigan_detroit,Saint Paul,Lansing,11,,,0.0,3.3125,5.75,1.9063,2.4375,10.3246,23.5781,,,2.0,0.027222,9,4200,10,9046,0.000265,-3.125,-12.1875,-5.75,3.3125,9.0625,65,True,84,2,0.000414,0.129883
minnesota_minneapolis__to__minnesota_minneapolis,minnesota_minneapolis,minnesota_minneapolis,Saint Paul,Saint Paul,11,,,,0.0,0.0,0.0,0.0,8.9276,25.6602,,3.0,3.0,0.224609,2,1697,19432,1697,0.224609,-15.375,-15.375,0.0,0.0,0.0,-19432,False,2,2,0.129883,0.129883
minnesota_minneapolis__to__mississippi_gulfport,minnesota_minneapolis,mississippi_gulfport,Saint Paul,Jackson,11,,,0.0,7.125,7.125,-5.8125,0.0,12.4477,24.4219,,0.0,0.0,0.026855,5,2401,0,110,0.00647,0.25,-14.875,-8.0,7.125,15.125,248,True,253,2,4.4e-05,0.129883
minnesota_minneapolis__to__missouri_kansas_city,minnesota_minneapolis,missouri_kansas_city,Saint Paul,Jefferson City,11,,,0.0,3.5,3.5,2.0,0.0,13.7144,24.2266,,0.0,0.0,0.047363,3,157,0,437,0.001953,0.25,-11.0,-7.75,3.5,11.25,221,True,224,2,5.6e-05,0.129883
minnesota_minneapolis__to__montana_billings,minnesota_minneapolis,montana_billings,Saint Paul,Helena,11,,,0.0,9.25,9.25,-3.9375,0.0,15.8412,29.0312,0.0,0.0,0.0,0.172852,1,1646,0,235,0.006348,1.0,-16.5,-8.25,9.25,17.5,288,True,289,2,3.4e-05,0.129883
minnesota_minneapolis__to__nebraska_omaha,minnesota_minneapolis,nebraska_omaha,Saint Paul,Lincoln,11,0.0,,0.0,9.125,10.125,3.625,1.0,15.099,26.8633,0.0,0.0,0.0,0.279297,1,803,0,3713,0.000165,0.125,-16.625,-7.625,9.125,16.75,208,True,209,2,6.3e-05,0.129883
minnesota_minneapolis__to__nevada_las_vegas,minnesota_minneapolis,nevada_las_vegas,Saint Paul,Carson City,11,,,0.0,5.5625,10.0,-2.5,4.4375,12.3762,22.4297,,0.0,0.0,0.040283,4,2415,0,822,0.000154,3.25,-11.1875,-8.875,5.5625,14.4375,384,True,388,2,1.8e-05,0.129883
minnesota_minneapolis__to__new_hampshire_manchester,minnesota_minneapolis,new_hampshire_manchester,Saint Paul,Concord,11,,,0.0,1.0625,1.4687,-2.5,0.4061999999999999,8.6673,22.7266,,,,0.000614,140,17235,1106,6475,0.002136,-3.1875,-13.625,-9.375,1.0625,10.4375,-757,True,489,2,1.1e-05,0.129883
minnesota_minneapolis__to__new_jersey_newark,minnesota_minneapolis,new_jersey_newark,Saint Paul,Trenton,11,6.0,,2.0,-4.1875,14.8438,7.0,19.0313,13.0461,23.7344,6.0,6.0,6.0,0.292969,1,17,1463,908,0.0009,-6.625,-11.6875,-9.25,-4.1875,5.0625,-1014,False,450,2,1.2e-05,0.129883
minnesota_minneapolis__to__new_mexico_albuquerque,minnesota_minneapolis,new_mexico_albuquerque,Saint Paul,Santa Fe,11,6.0,,0.0,8.5,8.5,1.5625,0.0,12.0566,23.6328,,0.0,0.0,0.050781,2,13183,0,23889,0.016479,3.9375,-14.5,-9.9375,8.5,18.4375,632,True,634,2,6e-06,0.129883
minnesota_minneapolis__to__new_york_new_york_city,minnesota_minneapolis,new_york_new_york_city,Saint Paul,Albany,11,,,0.0,11.25,11.25,5.6094,0.0,24.2402,35.9375,,4.0,4.0,0.047607,4,219,223,35634,0.001625,0.25,-19.25,-8.25,11.25,19.5,62,True,289,2,3.4e-05,0.129883
minnesota_minneapolis__to__north_carolina_charlotte,minnesota_minneapolis,north_carolina_charlotte,Saint Paul,Raleigh,11,,,0.0,6.3125,6.3125,3.1641,0.0,11.025,22.6094,,5.0,1.0,0.115723,2,78,15,571,0.007385,2.875,-10.8125,-7.375,6.3125,13.6875,171,True,188,2,8.2e-05,0.129883
minnesota_minneapolis__to__north_dakota_fargo,minnesota_minneapolis,north_dakota_fargo,Saint Paul,Bismarck,11,,,0.0,8.25,8.25,4.5,0.0,12.902,26.1719,0.0,0.0,0.0,0.092285,1,482,0,2436,0.000492,0.0,-14.75,-6.5,8.25,14.75,115,True,116,2,0.000196,0.129883
minnesota_minneapolis__to__ohio_cleveland,minnesota_minneapolis,ohio_cleveland,Saint Paul,Columbus,11,,,0.0,2.5,7.5937,4.0,5.0937,15.5125,27.625,,3.0,3.0,0.057861,3,72,260,867,0.000935,-4.0,-13.5,-7.0,2.5,9.5,-99,True,164,2,0.000118,0.129883
minnesota_minneapolis__to__oklahoma_tulsa,minnesota_minneapolis,oklahoma_tulsa,Saint Paul,Oklahoma City,11,,,1.0,-12.3633,8.9375,8.9375,21.300800000000002,14.8903,26.0625,9.0,9.0,2.0,0.125977,1,7,154374,1688,0.005524,-20.4883,-14.0,-5.875,-12.3633,-6.4883,-154283,False,92,2,0.000364,0.129883
minnesota_minneapolis__to__oregon_portland,minnesota_minneapolis,oregon_portland,Saint Paul,Salem,11,0.0,,0.0,10.1875,10.1875,7.9375,0.0,16.8934,30.0703,0.0,0.0,0.0,0.613281,1,129,0,2713,0.000257,4.625,-13.9375,-8.375,10.1875,18.5625,312,True,313,2,3e-05,0.129883
minnesota_minneapolis__to__pennsylvania_philadelphia,minnesota_minneapolis,pennsylvania_philadelphia,Saint Paul,Harrisburg,11,4.0,,0.0,8.9375,17.9688,6.375,9.031300000000002,10.0891,19.9062,4.0,0.0,0.0,0.208984,1,7,1,166,0.000315,3.0,-13.9375,-8.0,8.9375,16.9375,251,True,253,2,4.4e-05,0.129883
minnesota_minneapolis__to__rhode_island_warwick,minnesota_minneapolis,rhode_island_warwick,Saint Paul,Providence,11,,,0.0,6.9375,8.5,2.5,1.5625,16.4348,27.8125,,,3.0,0.015991,8,420,38,1689,0.006653,3.25,-14.1875,-10.5,6.9375,17.4375,812,True,858,2,4e-06,0.129883
minnesota_minneapolis__to__south_carolina_charleston,minnesota_minneapolis,south_carolina_charleston,Saint Paul,Columbia,11,0.0,,0.0,6.375,9.375,8.125,3.0,13.484,22.9375,0.0,0.0,0.0,0.373047,1,33,0,1345,0.001518,4.375,-8.0,-6.0,6.375,12.375,97,True,98,2,0.000322,0.129883
minnesota_minneapolis__to__south_dakota_sioux_falls,minnesota_minneapolis,south_dakota_sioux_falls,Saint Paul,Pierre,11,,,0.0,1.0625,1.0625,-5.9219,0.0,12.3253,26.2305,,,,0.006866,16,339,17,11,0.006866,-4.75,-13.1875,-7.375,1.0625,8.4375,155,True,188,2,8.2e-05,0.129883
minnesota_minneapolis__to__tennessee_memphis,minnesota_minneapolis,tennessee_memphis,Saint Paul,Nashville,11,,,1.0,-3.5,14.7344,14.7344,18.2344,17.0305,26.1406,,2.0,2.0,0.115234,2,888,2502,35153,0.000452,-8.0,-12.375,-7.875,-3.5,4.375,-2271,False,233,2,4.9e-05,0.129883
minnesota_minneapolis__to__texas_dallas,minnesota_minneapolis,texas_dallas,Saint Paul,Austin,11,2.0,,0.0,8.0625,10.75,10.75,2.6875,18.0047,30.125,,2.0,2.0,0.129883,2,182,9,6534,0.00053,-3.125,-16.0625,-4.875,8.0625,12.9375,45,True,56,2,0.000992,0.129883
minnesota_minneapolis__to__utah_provo,minnesota_minneapolis,utah_provo,Saint Paul,Salt Lake City,11,5.0,,0.0,0.4375,9.0,9.0,8.5625,12.3762,22.6719,5.0,2.0,2.0,0.261719,1,64,254,9997,0.002045,-1.8125,-10.25,-8.0,0.4375,8.4375,-2,True,253,2,4.4e-05,0.129883
minnesota_minneapolis__to__vermont_burlington,minnesota_minneapolis,vermont_burlington,Saint Paul,Montpelier,11,,,0.0,11.75,11.75,1.5625,0.0,10.9051,19.625,,,,0.00177,50,13166,10579,39212,0.00177,-6.6875,-29.875,-11.4375,11.75,23.1875,-9392,True,1237,2,1e-06,0.129883
minnesota_minneapolis__to__virginia_virginia_beach,minnesota_minneapolis,virginia_virginia_beach,Saint Paul,Richmond,11,,,0.0,7.1875,11.8125,7.1875,4.625,10.5869,27.0625,,,,0.003845,16,1424,968,47583,0.000641,-3.75,-18.1875,-7.25,7.1875,14.4375,-808,True,176,2,9.2e-05,0.129883
minnesota_minneapolis__to__washington_seattle,minnesota_minneapolis,washington_seattle,Saint Paul,Olympia,11,,,0.0,7.875,7.875,-3.625,0.0,10.3734,20.6875,,0.0,0.0,0.060059,4,26252,0,3687,0.004822,1.25,-13.125,-6.5,7.875,14.375,112,True,116,2,0.000196,0.129883
minnesota_minneapolis__to__west_virginia_huntington,minnesota_minneapolis,west_virginia_huntington,Saint Paul,Charleston,11,,,0.0,4.75,8.8125,-4.375,4.0625,15.8889,28.6719,,,,0.00705,28,13190,0,2201,7.7e-05,6.125,-9.625,-11.0,4.75,15.75,1007,True,1035,2,2e-06,0.129883
minnesota_minneapolis__to__wisconsin_milwaukee,minnesota_minneapolis,wisconsin_milwaukee,Saint Paul,Madison,11,3.0,,0.0,1.8125,7.125,7.125,5.3125,12.3649,21.2969,3.0,3.0,3.0,0.147461,1,6,127,249,0.000999,-6.875,-13.3125,-4.625,1.8125,6.4375,-82,True,46,2,0.001274,0.129883
minnesota_minneapolis__to__wyoming_casper,minnesota_minneapolis,wyoming_casper,Saint Paul,Cheyenne,11,,,0.0,2.0625,3.75,-1.3437,1.6875,9.7531,27.5859,,,2.0,0.026001,8,12937,124,7897,0.00061,-2.125,-13.3125,-9.125,2.0625,11.1875,293,True,425,2,1.4e-05,0.129883
mississippi_gulfport__to__alabama_birmingham,mississippi_gulfport,alabama_birmingham,Jackson,Montgomery,11,,,0.0,13.375,13.375,7.5,0.0,11.0918,20.5,,7.0,7.0,0.068848,5,13701,9,101132,0.001617,-3.375,-21.25,-4.5,13.375,17.875,57,True,71,2,0.001259,0.113281
mississippi_gulfport__to__alaska_anchorage,mississippi_gulfport,alaska_anchorage,Jackson,Juneau,11,,,0.0,8.375,8.375,6.375,0.0,14.0599,27.1797,,,,0.00145,52,423,143,6045,1e-05,-5.125,-19.0,-5.5,8.375,13.875,-74,True,121,2,0.000463,0.113281
mississippi_gulfport__to__arizona_tucson,mississippi_gulfport,arizona_tucson,Jackson,Phoenix,11,4.0,,0.0,11.5312,18.9453,7.375,7.4140999999999995,14.4414,26.4531,4.0,2.0,2.0,0.209961,1,3,84,318,4.6e-05,-2.125,-20.5312,-6.875,11.5312,18.4062,222,True,307,2,0.000117,0.113281
mississippi_gulfport__to__arkansas_fayetteville,mississippi_gulfport,arkansas_fayetteville,Jackson,Little Rock,11,,,0.0,9.3125,9.3125,-0.8438,0.0,15.1911,27.2344,,0.0,0.0,0.151367,2,7452,0,3951,0.026611,-1.125,-14.0625,-3.625,9.3125,12.9375,32,True,34,2,0.003021,0.113281
mississippi_gulfport__to__california_oakland,mississippi_gulfport,california_oakland,Jackson,Sacramento,11,0.0,,0.0,14.875,14.875,4.875,0.0,16.6445,27.9844,0.0,0.0,0.0,0.210938,1,2103,0,6452,4.2e-05,2.625,-18.25,-6.0,14.875,20.875,175,True,176,2,0.00028,0.113281
mississippi_gulfport__to__colorado_colorado_springs,mississippi_gulfport,colorado_colorado_springs,Jackson,Denver,11,5.0,,1.0,-7.6094,20.25,9.3125,27.8594,18.4422,31.625,5.0,5.0,2.0,0.214844,1,20,220415,2107,0.003067,-25.0938,-23.4844,-6.0,-7.6094,-1.6094,-220240,False,176,2,0.00028,0.113281
mississippi_gulfport__to__connecticut_bridgeport,mississippi_gulfport,connecticut_bridgeport,Jackson,Hartford,11,2.0,,0.0,15.6875,15.6875,1.793,0.0,14.6562,29.3638,2.0,0.0,0.0,0.503906,1,12047,2,28888,5e-06,4.0,-19.0625,-7.375,15.6875,23.0625,369,True,372,2,7.1e-05,0.113281
mississippi_gulfport__to__delaware_wilmington,mississippi_gulfport,delaware_wilmington,Jackson,Dover,11,,,0.0,10.1875,10.1875,0.625,0.0,11.4017,26.4062,,0.0,0.0,0.038818,4,4550,0,5862,0.00148,0.375,-16.5625,-6.75,10.1875,16.9375,278,True,282,2,0.000133,0.113281
mississippi_gulfport__to__florida_miami,mississippi_gulfport,florida_miami,Jackson,Tallahassee,11,,,0.0,6.125,8.5,-0.625,2.375,13.4848,26.6094,,3.0,3.0,0.072266,2,726,40,531,0.011108,-5.25,-13.875,-2.5,6.125,8.625,-26,True,16,2,0.009277,0.113281
mississippi_gulfport__to__georgia_savannah,mississippi_gulfport,georgia_savannah,Jackson,Atlanta,11,5.0,,2.0,-2.875,15.7812,10.25,18.6562,12.7813,23.1875,,5.0,2.0,0.07373,3,10,27623,1512,0.003174,-15.5625,-17.9375,-5.25,-2.875,2.375,-27526,False,100,2,0.000595,0.113281
mississippi_gulfport__to__hawaii_hilo,mississippi_gulfport,hawaii_hilo,Jackson,Honolulu,11,,,0.0,6.6211,12.3125,2.375,5.6914,9.0837,25.1523,,7.0,5.0,0.053955,3,16,3426,70,0.001198,-11.875,-24.6211,-6.125,6.6211,12.7461,-3229,True,200,2,0.000248,0.113281
mississippi_gulfport__to__idaho_idaho_falls,mississippi_gulfport,idaho_idaho_falls,Jackson,Boise,11,,,2.0,-6.5313,6.4688,3.5,13.0001,13.3864,23.9395,,4.0,4.0,0.057617,4,97,54963,655,0.000143,-17.5938,-17.4375,-6.375,-6.5313,-0.1563,-54739,False,228,2,0.000193,0.113281
mississippi_gulfport__to__illinois_chicago,mississippi_gulfport,illinois_chicago,Jackson,Springfield,11,0.0,,0.0,13.75,13.75,4.375,0.0,10.6781,19.125,0.0,0.0,0.0,0.5,1,1961,0,5517,0.00022,4.0,-16.375,-6.625,13.75,20.375,259,True,260,2,0.000151,0.113281
mississippi_gulfport__to__indiana_fort_wayne,mississippi_gulfport,indiana_fort_wayne,Jackson,Indianapolis,11,7.0,,0.0,11.125,11.125,5.6875,0.0,15.8732,26.627,,4.0,2.0,0.099121,2,312,38,4166,0.007172,-4.0,-20.5,-5.375,11.125,16.5,70,True,110,2,0.000526,0.113281
mississippi_gulfport__to__iowa_cedar_rapids,mississippi_gulfport,iowa_cedar_rapids,Jackson,Des Moines,11,4.0,,0.0,13.875,13.875,4.875,0.0,13.7996,25.4453,,4.0,0.0,0.046387,2,315,8,5057,0.008057,-0.5,-20.5,-6.125,13.875,20.0,190,True,200,2,0.000248,0.113281
mississippi_gulfport__to__kansas_wichita,mississippi_gulfport,kansas_wichita,Jackson,Topeka,11,,,0.0,3.625,13.875,4.9375,10.25,10.0789,19.0,,3.0,3.0,0.041748,5,78,180,1061,0.001717,-4.875,-16.375,-7.875,3.625,11.5,334,True,519,2,4.3e-05,0.113281
mississippi_gulfport__to__kentucky_louisville,mississippi_gulfport,kentucky_louisville,Jackson,Frankfort,11,0.0,,0.0,13.1562,13.1562,9.3125,0.0,14.2602,24.7969,0.0,0.0,0.0,0.166016,1,39,0,1301,4.1e-05,4.125,-18.0312,-9.0,13.1562,22.1562,845,True,846,2,1.4e-05,0.113281
mississippi_gulfport__to__louisiana_new_orleans,mississippi_gulfport,louisiana_new_orleans,Jackson,Baton Rouge,11,0.0,,0.0,5.125,9.75,0.9375,4.625,14.6533,26.5938,,0.0,0.0,0.138672,2,1861,0,2463,0.000824,-2.75,-9.0,-1.125,5.125,6.25,5,True,7,2,0.036865,0.113281
mississippi_gulfport__to__maine_portland,mississippi_gulfport,maine_portland,Jackson,Augusta,11,,,0.0,6.875,6.875,0.625,0.0,11.0217,28.0312,,2.0,2.0,0.023193,4,2991,151,3944,0.015869,-4.5,-17.0,-5.625,6.875,12.5,-22,True,133,2,0.000408,0.113281
mississippi_gulfport__to__maryland_baltimore,mississippi_gulfport,maryland_baltimore,Jackson,Annapolis,11,,,0.0,8.5937,10.0781,-6.1562,1.484399999999999,9.9598,27.625,,2.0,2.0,0.029175,3,12062,1125,2211,0.001129,-5.9375,-21.0312,-6.5,8.5937,15.0937,-880,True,248,2,0.000171,0.113281
mississippi_gulfport__to__massachusetts_worcester,mississippi_gulfport,massachusetts_worcester,Jackson,Boston,11,,,0.0,8.25,13.1875,4.5059,4.9375,12.6725,24.375,,2.0,2.0,0.092773,3,4026,209,62348,0.000158,-3.375,-18.25,-6.625,8.25,14.875,48,True,260,2,0.000151,0.113281
mississippi_gulfport__to__michigan_detroit,mississippi_gulfport,michigan_detroit,Jackson,Lansing,11,,,0.0,5.0,5.0,-3.1875,0.0,13.5887,23.3125,,,2.0,0.022827,8,10662,10,851,0.001457,-2.875,-13.375,-5.5,5.0,10.5,103,True,121,2,0.000463,0.113281
mississippi_gulfport__to__minnesota_minneapolis,mississippi_gulfport,minnesota_minneapolis,Jackson,Saint Paul,11,0.0,,0.0,14.6562,14.6562,2.125,0.0,9.7976,21.4062,,0.0,0.0,0.394531,2,1683,0,3047,1.6e-05,0.875,-17.6562,-3.875,14.6562,18.5312,43,True,45,2,0.00235,0.113281
mississippi_gulfport__to__mississippi_gulfport,mississippi_gulfport,mississippi_gulfport,Jackson,Jackson,11,,,,0.0,0.0,0.0,0.0,7.3797,32.2188,,,2.0,0.026367,7,38,92756,38,0.026367,-23.0156,-23.0156,0.0,0.0,0.0,-92761,False,2,2,0.113281,0.113281
mississippi_gulfport__to__missouri_kansas_city,mississippi_gulfport,missouri_kansas_city,Jackson,Jefferson City,11,0.0,,0.0,8.75,8.75,3.3125,0.0,12.3578,24.9375,,0.0,0.0,0.067383,2,176,0,691,0.008362,-2.25,-14.75,-3.75,8.75,12.5,37,True,39,2,0.00267,0.113281
mississippi_gulfport__to__montana_billings,mississippi_gulfport,montana_billings,Jackson,Helena,11,,,0.0,10.9688,10.9688,-3.5,0.0,13.772,26.3516,,0.0,0.0,0.19043,2,349,0,48,0.039551,-2.125,-17.5938,-4.5,10.9688,15.4688,69,True,71,2,0.001259,0.113281
mississippi_gulfport__to__nebraska_omaha,mississippi_gulfport,nebraska_omaha,Jackson,Lincoln,11,0.0,,0.0,21.8984,21.8984,9.2188,0.0,13.9078,23.8438,0.0,0.0,0.0,0.566406,1,448,0,17950,2.9e-05,1.0,-27.2734,-6.375,21.8984,28.2734,227,True,228,2,0.000193,0.113281
mississippi_gulfport__to__nevada_las_vegas,mississippi_gulfport,nevada_las_vegas,Jackson,Carson City,11,,,0.0,14.1875,14.1875,-1.1875,0.0,12.1617,21.5781,,0.0,0.0,0.041992,5,2536,0,1506,5.4e-05,1.125,-19.0625,-6.0,14.1875,20.1875,171,True,176,2,0.00028,0.113281
mississippi_gulfport__to__new_hampshire_manchester,mississippi_gulfport,new_hampshire_manchester,Jackson,Concord,11,,,0.0,8.75,8.75,-10.625,0.0,9.2607,27.2969,,,,0.000225,303,27912,1389,1173,0.001663,-3.5,-20.625,-8.375,8.75,17.125,-1068,True,624,2,2.6e-05,0.113281
mississippi_gulfport__to__new_jersey_newark,mississippi_gulfport,new_jersey_newark,Jackson,Trenton,11,,,0.0,1.0,2.1875,0.125,1.1875,10.677,22.7812,,,,0.000553,97,1476,999,1543,0.000261,-5.8125,-14.0625,-7.25,1.0,8.25,-752,True,344,2,8.1e-05,0.113281
mississippi_gulfport__to__new_mexico_albuquerque,mississippi_gulfport,new_mexico_albuquerque,Jackson,Santa Fe,11,,,0.0,15.0,15.0,4.125,0.0,13.7827,27.168,,0.0,0.0,0.049316,2,20,0,473,0.004578,-0.75,-21.0,-5.25,15.0,20.25,98,True,100,2,0.000595,0.113281
mississippi_gulfport__to__new_york_new_york_city,mississippi_gulfport,new_york_new_york_city,Jackson,Albany,11,4.0,,0.0,12.3438,12.3438,10.125,0.0,24.3484,35.25,4.0,4.0,2.0,0.161133,1,36,186,102473,0.000147,-3.375,-20.0938,-4.375,12.3438,16.7188,-123,True,64,2,0.001427,0.113281
mississippi_gulfport__to__north_carolina_charlotte,mississippi_gulfport,north_carolina_charlotte,Jackson,Raleigh,11,,,0.0,10.0,10.0,-1.8281,0.0,10.827,22.75,,,,0.010681,14,115796,15,52660,0.00069,1.75,-14.5,-6.25,10.0,16.25,179,True,208,2,0.000218,0.113281
