layer,feature,id,ctx_idx,token,activation,frac_external_raw,node_influence,cumulative_influence
-1,0,2,0,<bos>,,1.0,0.038476500660181046,0.08247842639684677
-1,1,18143,1,Fact,,1.0,0.03679262101650238,0.11927104741334915
-1,2,235292,2,:,,1.0,0.01799561083316803,0.23328343033790588
-1,3,714,3, The,,1.0,0.027397237718105316,0.14666828513145447
-1,4,6037,4, capital,,1.0,0.044001925736665726,0.044001925736665726
-1,5,576,5, of,,1.0,0.010204106569290161,0.2574990391731262
-1,6,573,6, the,,1.0,0.006691098213195801,0.289147287607193
-1,7,2329,7, state,,1.0,0.01932661235332489,0.21528781950473785
-1,8,10751,8, containing,,1.0,0.022427350282669067,0.19596120715141296
-1,9,24070,9, Detroit,,1.0,0.02686557173728943,0.1735338568687439
-1,10,603,10, is,,1.0,0.014011502265930176,0.24729493260383606
0,-1,0,1,Fact,,1.0,0.002115309238433838,0.35130974650382996
0,-1,0,2,:,,1.0,0.0007007718086242676,0.4732094705104828
0,-1,0,3, The,,1.0,0.00043010711669921875,0.5528650879859924
0,-1,0,4, capital,,1.0,0.0013908147811889648,0.38062334060668945
0,-1,0,5, of,,1.0,0.0002955794334411621,0.6260542273521423
0,-1,0,7, state,,1.0,0.0005608201026916504,0.5058056116104126
0,-1,0,8, containing,,1.0,0.001461029052734375,0.37356093525886536
0,-1,0,9, Detroit,,1.0,0.0007601678371429443,0.4644450545310974
0,-1,0,10, is,,1.0,0.0002402663230895996,0.663431704044342
0,1274,49,7, state,4.469497203826904,1.0,0.00024062395095825195,0.6631914377212524
0,1430,52,5, of,2.026129722595215,1.0,0.00011652708053588867,0.7999429106712341
0,2210,65,8, containing,4.890505790710449,1.0,0.00023299455642700195,0.6707502007484436
0,3002,76,8, containing,3.8544089794158936,1.0,0.00022482872009277344,0.6774054169654846
0,4752,96,3, The,4.516541481018066,1.0,0.00025457143783569336,0.6522886157035828
0,8255,127,9, Detroit,3.76411771774292,1.0,0.0002472996711730957,0.6585568785667419
0,21944,208,1,Fact,1.1732163429260254,1.0,0.00012308359146118164,0.7885758280754089
0,31374,249,8, containing,3.72662353515625,1.0,0.00018835067749023438,0.7125368714332581
0,36314,268,2,:,2.5549702644348145,1.0,0.00025278329849243164,0.6540626883506775
0,38225,275,6, the,4.708583831787109,1.0,0.0001201629638671875,0.7934353351593018
0,46055,302,4, capital,3.32346248626709,1.0,0.0002912282943725586,0.62928307056427
0,46970,305,4, capital,2.3759379386901855,1.0,0.00021916627883911133,0.681409478187561
0,63545,355,1,Fact,1.8563108444213867,1.0,0.00015664100646972656,0.7447357177734375
0,63545,355,4, capital,2.010589361190796,1.0,0.00015968084335327148,0.7420417666435242
0,76244,389,7, state,4.427918910980225,1.0,0.0002105236053466797,0.6904265880584717
0,78209,394,4, capital,6.6453094482421875,1.0,0.0006132721900939941,0.4901203215122223
0,81809,403,8, containing,5.660445690155029,1.0,0.00032150745391845703,0.6085271835327148
