condition,source,target,variant,hit_default,hit_msearch,hit_any,suppressed,n_ablate,n_amplify,n_total_features,m_tuned,msearch_phase,msearch_steps,duration_ms
auto_top21,idaho_idaho_falls,texas_dallas,add_state_capital,0,0,0,0,204,12,216,,,,
auto_top21,idaho_idaho_falls,texas_dallas,add_state_capital_city,0,0,0,0,534,14,548,,,,
auto_top21,idaho_idaho_falls,texas_dallas,add_state_city,0,0,0,1,432,11,443,,,,
auto_top21,illinois_chicago,texas_dallas,add_state,0,1,1,1,72,9,81,4.080572,2,7,
auto_top21,indiana_fort_wayne,texas_dallas,add_capital,0,0,0,0,87,3,90,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_capital_city,0,0,0,1,413,5,418,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_city,0,0,0,1,326,2,328,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_state,0,0,0,0,129,9,138,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_state_capital,0,0,0,0,216,12,228,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_state_capital_city,0,0,0,1,542,14,556,,,,
auto_top21,indiana_fort_wayne,texas_dallas,add_state_city,0,0,0,1,455,11,466,,,,
auto_top21,iowa_cedar_rapids,texas_dallas,add_state,0,1,1,1,48,9,57,2.402249,1,4,
auto_top21,kansas_wichita,texas_dallas,add_state,0,1,1,1,61,9,70,6.931448,1,5,
auto_top21,kentucky_louisville,texas_dallas,add_state,0,1,1,1,64,9,73,2.402249,1,4,
auto_top21,louisiana_new_orleans,texas_dallas,add_state,0,1,1,1,64,9,73,2.402249,1,4,
auto_top21,maine_portland,texas_dallas,add_state,0,1,1,1,47,9,56,2.402249,1,4,
auto_top21,maryland_baltimore,texas_dallas,add_capital,0,0,0,0,105,3,108,,,,
auto_top21,maryland_baltimore,texas_dallas,add_capital_city,0,0,0,1,173,5,178,,,,
auto_top21,maryland_baltimore,texas_dallas,add_city,0,0,0,1,68,2,70,,,,
auto_top21,maryland_baltimore,texas_dallas,add_state,0,0,0,1,62,9,71,,,,
auto_top21,maryland_baltimore,texas_dallas,add_state_capital,0,0,0,1,167,12,179,,,,
auto_top21,maryland_baltimore,texas_dallas,add_state_capital_city,0,0,0,1,235,14,249,,,,
auto_top21,maryland_baltimore,texas_dallas,add_state_city,0,0,0,1,130,11,141,,,,
auto_top21,massachusetts_worcester,texas_dallas,add_state,0,1,1,1,51,9,60,2.402249,1,4,
auto_top21,michigan_detroit,texas_dallas,add_capital,0,0,0,0,96,3,99,,,,
auto_top21,michigan_detroit,texas_dallas,add_city,0,0,0,1,57,2,59,,,,
auto_top21,michigan_detroit,texas_dallas,add_state,0,0,0,1,72,9,81,,,,
auto_top21,michigan_detroit,texas_dallas,add_state_capital,0,1,1,1,168,12,180,6.931448,1,5,
auto_top21,minnesota_minneapolis,texas_dallas,add_state,0,1,1,1,51,9,60,2.402249,1,4,
auto_top21,mississippi_gulfport,texas_dallas,add_capital,0,0,0,0,85,3,88,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_capital_city,0,0,0,1,413,5,418,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_city,0,0,0,1,328,2,330,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_state,0,0,0,1,39,9,48,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_state_capital,0,0,0,1,124,12,136,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_state_capital_city,0,0,0,0,452,14,466,,,,
auto_top21,mississippi_gulfport,texas_dallas,add_state_city,0,0,0,1,367,11,378,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_capital,0,0,0,1,75,3,78,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_capital_city,0,0,0,1,128,5,133,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_city,0,0,0,1,53,2,55,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_state,0,0,0,1,51,9,60,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_state_capital,0,0,0,1,126,12,138,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_state_capital_city,0,0,0,1,179,14,193,,,,
auto_top21,missouri_kansas_city,texas_dallas,add_state_city,0,0,0,1,104,11,115,,,,
auto_top21,montana_billings,texas_dallas,add_state,0,1,1,1,54,9,63,6.931448,1,5,
auto_top21,nebraska_omaha,texas_dallas,add_capital,0,0,0,0,107,3,110,,,,
auto_top21,nebraska_omaha,texas_dallas,add_capital_city,0,0,0,1,176,5,181,,,,
auto_top21,nebraska_omaha,texas_dallas,add_city,0,0,0,1,69,2,71,,,,
auto_top21,nebraska_omaha,texas_dallas,add_state,0,0,0,1,66,9,75,,,,
auto_top21,nebraska_omaha,texas_dallas,add_state_capital,0,0,0,1,173,12,185,,,,
auto_top21,nebraska_omaha,texas_dallas,add_state_capital_city,0,0,0,1,242,14,256,,,,
auto_top21,nebraska_omaha,texas_dallas,add_state_city,0,0,0,1,135,11,146,,,,
auto_top21,nevada_las_vegas,texas_dallas,add_state,0,1,1,1,56,9,65,2.402249,1,4,
auto_top21,new_hampshire_manchester,texas_dallas,add_state,0,1,1,1,38,9,47,2.402249,1,4,
auto_top21,new_jersey_newark,texas_dallas,add_capital,0,0,0,1,106,3,109,,,,
auto_top21,new_jersey_newark,texas_dallas,add_city,0,0,0,1,75,2,77,,,,
auto_top21,new_jersey_newark,texas_dallas,add_state,0,0,0,1,137,9,146,,,,
auto_top21,new_jersey_newark,texas_dallas,add_state_capital,0,0,0,1,243,12,255,,,,
auto_top21,new_jersey_newark,texas_dallas,add_state_city,0,1,1,1,212,11,223,2.402249,1,4,
auto_top21,new_mexico_albuquerque,texas_dallas,add_capital,0,0,0,0,77,3,80,,,,
auto_top21,new_mexico_albuquerque,texas_dallas,add_city,0,0,0,1,94,2,96,,,,
auto_top21,new_mexico_albuquerque,texas_dallas,add_state,0,0,0,0,80,9,89,,,,
auto_top21,new_mexico_albuquerque,texas_dallas,add_state_capital,0,1,1,1,157,12,169,6.931448,1,5,
auto_top21,new_york_new_york_city,texas_dallas,add_state,0,1,1,1,115,9,124,15.34541,2,8,
auto_top21,north_carolina_charlotte,texas_dallas,add_state,0,1,1,1,85,9,94,6.931448,1,5,
auto_top21,north_dakota_fargo,texas_dallas,add_capital,0,0,0,1,130,3,133,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_capital_city,0,0,0,1,194,5,199,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_city,0,0,0,0,64,2,66,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_state,0,0,0,1,71,9,80,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_state_capital,0,0,0,0,201,12,213,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_state_capital_city,0,0,0,0,265,14,279,,,,
auto_top21,north_dakota_fargo,texas_dallas,add_state_city,0,0,0,1,135,11,146,,,,
auto_top21,ohio_cleveland,texas_dallas,add_state,0,1,1,1,55,9,64,11.77408,2,7,
auto_top21,oklahoma_tulsa,texas_dallas,add_capital,0,0,0,0,144,3,147,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_capital_city,0,0,0,0,217,5,222,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_city,0,0,0,1,73,2,75,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_state,0,0,0,1,144,9,153,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_state_capital,0,0,0,1,144,12,156,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_state_capital_city,0,0,0,1,217,14,231,,,,
auto_top21,oklahoma_tulsa,texas_dallas,add_state_city,0,0,0,1,217,11,228,,,,
auto_top21,oregon_portland,texas_dallas,add_state,0,1,1,1,45,9,54,0.832553,1,3,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_capital,0,0,0,0,92,3,95,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_capital_city,0,0,0,1,155,5,160,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_city,0,0,0,1,63,2,65,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_state,0,0,0,0,59,9,68,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_state_capital,0,0,0,1,151,12,163,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_state_capital_city,0,0,0,1,214,14,228,,,,
auto_top21,pennsylvania_philadelphia,texas_dallas,add_state_city,0,0,0,0,122,11,133,,,,
auto_top21,rhode_island_warwick,texas_dallas,add_state,0,1,1,1,67,9,76,11.77408,2,7,
auto_top21,south_carolina_charleston,texas_dallas,add_state,0,1,1,1,70,9,79,6.931448,1,5,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_capital,0,0,0,1,108,3,111,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_capital_city,0,0,0,1,324,5,329,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_city,0,0,0,1,216,2,218,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_state,0,0,0,1,76,9,85,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_state_capital,0,0,0,1,184,12,196,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_state_capital_city,0,0,0,1,400,14,414,,,,
auto_top21,south_dakota_sioux_falls,texas_dallas,add_state_city,0,0,0,1,292,11,303,,,,
auto_top21,tennessee_memphis,texas_dallas,add_state,0,1,1,1,63,9,72,2.402249,1,4,
auto_top21,utah_provo,texas_dallas,add_capital,0,0,0,0,98,3,101,,,,
auto_top21,utah_provo,texas_dallas,add_capital_city,0,0,0,0,224,5,229,,,,
auto_top21,utah_provo,texas_dallas,add_city,0,0,0,0,126,2,128,,,,
auto_top21,utah_provo,texas_dallas,add_state,0,0,0,1,51,9,60,,,,
auto_top21,utah_provo,texas_dallas,add_state_capital,0,0,0,1,149,12,161,,,,
auto_top21,utah_provo,texas_dallas,add_state_capital_city,0,0,0,0,275,14,289,,,,
auto_top21,utah_provo,texas_dallas,add_state_city,0,0,0,1,177,11,188,,,,
auto_top21,vermont_burlington,texas_dallas,add_state,0,1,1,1,42,9,51,2.402249,1,4,
auto_top21,virginia_virginia_beach,texas_dallas,add_capital,0,0,0,0,79,3,82,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_capital_city,0,0,0,0,414,5,419,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_city,0,0,0,1,335,2,337,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_state,0,0,0,1,121,9,130,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_state_capital,0,0,0,1,200,12,212,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_state_capital_city,0,0,0,0,535,14,549,,,,
auto_top21,virginia_virginia_beach,texas_dallas,add_state_city,0,0,0,1,456,11,467,,,,
auto_top21,washington_seattle,texas_dallas,add_capital,0,0,0,0,87,3,90,,,,
auto_top21,washington_seattle,texas_dallas,add_city,0,0,0,0,69,2,71,,,,
auto_top21,washington_seattle,texas_dallas,add_state,0,0,0,1,60,9,69,,,,
auto_top21,washington_seattle,texas_dallas,add_state_capital,0,0,0,0,147,12,159,,,,
auto_top21,washington_seattle,texas_dallas,add_state_city,0,1,1,1,129,11,140,5.318296,2,8,
auto_top21,west_virginia_huntington,texas_dallas,add_capital,0,0,0,0,94,3,97,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_capital_city,0,0,0,1,192,5,197,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_city,0,0,0,1,98,2,100,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_state,0,0,0,1,75,9,84,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_state_capital,0,0,0,1,169,12,181,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_state_capital_city,0,0,0,1,267,14,281,,,,
auto_top21,west_virginia_huntington,texas_dallas,add_state_city,0,0,0,1,173,11,184,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_capital,0,0,0,0,100,3,103,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_capital_city,0,0,0,1,172,5,177,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_city,0,0,0,1,72,2,74,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_state,0,0,0,1,71,9,80,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_state_capital,0,0,0,0,171,12,183,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_state_capital_city,0,0,0,0,243,14,257,,,,
auto_top21,wisconsin_milwaukee,texas_dallas,add_state_city,0,0,0,1,143,11,154,,,,
auto_top21,wyoming_casper,texas_dallas,add_capital,0,0,0,1,123,3,126,,,,
auto_top21,wyoming_casper,texas_dallas,add_capital_city,0,0,0,1,241,5,246,,,,
auto_top21,wyoming_casper,texas_dallas,add_city,0,0,0,1,118,2,120,,,,
auto_top21,wyoming_casper,texas_dallas,add_state,0,0,0,1,60,9,69,,,,
auto_top21,wyoming_casper,texas_dallas,add_state_capital,0,0,0,1,183,12,195,,,,
auto_top21,wyoming_casper,texas_dallas,add_state_capital_city,0,0,0,1,301,14,315,,,,
auto_top21,wyoming_casper,texas_dallas,add_state_city,0,0,0,1,178,11,189,,,,
auto_top100,alabama_birmingham,texas_dallas,add_state,1,0,1,1,49,16,65,,,,
auto_top100,alaska_anchorage,texas_dallas,add_state,0,1,1,1,67,16,83,2.402249,1,4,
auto_top100,arizona_tucson,texas_dallas,add_capital,0,0,0,1,114,16,130,,,,
auto_top100,arizona_tucson,texas_dallas,add_city,0,0,0,0,64,5,69,,,,
auto_top100,arizona_tucson,texas_dallas,add_state,0,0,0,1,59,16,75,,,,
auto_top100,arizona_tucson,texas_dallas,add_state_capital,0,1,1,0,173,32,205,15.34541,2,8,
auto_top100,arkansas_fayetteville,texas_dallas,add_state,0,1,1,1,52,16,68,15.34541,2,8,
auto_top100,california_oakland,texas_dallas,add_state,0,1,1,1,50,16,66,0.832553,1,3,
auto_top100,colorado_colorado_springs,texas_dallas,add_capital,0,0,0,1,83,16,99,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_capital_city,0,0,0,0,406,21,427,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_city,0,0,0,0,323,5,328,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_state,0,0,0,1,113,16,129,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_state_capital,0,0,0,0,196,32,228,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_state_capital_city,0,0,0,1,519,37,556,,,,
auto_top100,colorado_colorado_springs,texas_dallas,add_state_city,0,0,0,1,436,21,457,,,,
auto_top100,connecticut_bridgeport,texas_dallas,add_capital,0,0,0,1,88,16,104,,,,
auto_top100,connecticut_bridgeport,texas_dallas,add_city,0,0,0,1,100,5,105,,,,
auto_top100,connecticut_bridgeport,texas_dallas,add_state,0,0,0,1,62,16,78,,,,
auto_top100,connecticut_bridgeport,texas_dallas,add_state_capital,0,1,1,1,150,32,182,6.931448,1,5,
auto_top100,delaware_wilmington,texas_dallas,add_state,0,1,1,1,54,16,70,11.77408,2,7,
auto_top100,florida_miami,texas_dallas,add_state,0,1,1,1,59,16,75,2.402249,1,4,
auto_top100,georgia_savannah,texas_dallas,add_state,0,1,1,1,56,16,72,11.77408,2,7,
auto_top100,hawaii_hilo,texas_dallas,add_state,0,1,1,1,73,16,89,2.402249,1,4,
auto_top100,idaho_idaho_falls,texas_dallas,add_capital,0,0,0,1,102,16,118,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_capital_city,0,0,0,0,432,21,453,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_city,0,0,0,0,330,5,335,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_state,0,0,0,1,102,16,118,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_state_capital,0,0,0,0,204,32,236,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_state_capital_city,0,0,0,0,534,37,571,,,,
auto_top100,idaho_idaho_falls,texas_dallas,add_state_city,0,0,0,0,432,21,453,,,,
auto_top100,illinois_chicago,texas_dallas,add_capital,0,0,0,1,94,16,110,,,,
auto_top100,illinois_chicago,texas_dallas,add_capital_city,0,0,0,0,176,21,197,,,,
auto_top100,illinois_chicago,texas_dallas,add_city,0,0,0,1,82,5,87,,,,
auto_top100,illinois_chicago,texas_dallas,add_state,0,0,0,1,72,16,88,,,,
auto_top100,illinois_chicago,texas_dallas,add_state_capital,0,0,0,1,166,32,198,,,,
auto_top100,illinois_chicago,texas_dallas,add_state_capital_city,0,0,0,0,248,37,285,,,,
auto_top100,illinois_chicago,texas_dallas,add_state_city,0,0,0,1,154,21,175,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_capital,0,0,0,1,87,16,103,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_capital_city,0,0,0,0,413,21,434,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_city,0,0,0,1,326,5,331,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_state,0,0,0,1,129,16,145,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_state_capital,0,0,0,0,216,32,248,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_state_capital_city,0,0,0,0,542,37,579,,,,
auto_top100,indiana_fort_wayne,texas_dallas,add_state_city,0,0,0,1,455,21,476,,,,
auto_top100,iowa_cedar_rapids,texas_dallas,add_state,0,1,1,1,48,16,64,2.402249,1,4,
auto_top100,kansas_wichita,texas_dallas,add_state,0,1,1,1,61,16,77,11.77408,2,7,
auto_top100,kentucky_louisville,texas_dallas,add_state,0,1,1,1,64,16,80,2.402249,1,4,
auto_top100,louisiana_new_orleans,texas_dallas,add_state,1,0,1,1,64,16,80,,,,
auto_top100,maine_portland,texas_dallas,add_state,0,1,1,1,47,16,63,6.931448,1,5,
auto_top100,maryland_baltimore,texas_dallas,add_capital,0,0,0,1,105,16,121,,,,
auto_top100,maryland_baltimore,texas_dallas,add_city,0,0,0,1,68,5,73,,,,
auto_top100,maryland_baltimore,texas_dallas,add_state,0,0,0,1,62,16,78,,,,
auto_top100,maryland_baltimore,texas_dallas,add_state_capital,0,1,1,1,167,32,199,15.34541,2,8,
auto_top100,massachusetts_worcester,texas_dallas,add_state,0,1,1,1,51,16,67,2.402249,1,4,
auto_top100,michigan_detroit,texas_dallas,add_capital,0,0,0,1,96,16,112,,,,
auto_top100,michigan_detroit,texas_dallas,add_capital_city,0,0,0,0,153,21,174,,,,
auto_top100,michigan_detroit,texas_dallas,add_city,0,0,0,0,57,5,62,,,,
auto_top100,michigan_detroit,texas_dallas,add_state,0,0,0,1,72,16,88,,,,
auto_top100,michigan_detroit,texas_dallas,add_state_capital,0,0,0,1,168,32,200,,,,
auto_top100,michigan_detroit,texas_dallas,add_state_capital_city,0,0,0,0,225,37,262,,,,
auto_top100,michigan_detroit,texas_dallas,add_state_city,0,0,0,1,129,21,150,,,,
auto_top100,minnesota_minneapolis,texas_dallas,add_state,0,1,1,1,51,16,67,2.402249,1,4,
auto_top100,mississippi_gulfport,texas_dallas,add_capital,0,0,0,1,85,16,101,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_capital_city,0,0,0,1,413,21,434,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_city,0,0,0,1,328,5,333,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_state,0,0,0,1,39,16,55,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_state_capital,0,0,0,1,124,32,156,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_state_capital_city,0,0,0,1,452,37,489,,,,
auto_top100,mississippi_gulfport,texas_dallas,add_state_city,0,0,0,0,367,21,388,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_capital,0,0,0,1,75,16,91,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_capital_city,0,0,0,1,128,21,149,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_city,0,0,0,1,53,5,58,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_state,0,0,0,1,51,16,67,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_state_capital,0,0,0,1,126,32,158,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_state_capital_city,0,0,0,1,179,37,216,,,,
auto_top100,missouri_kansas_city,texas_dallas,add_state_city,0,0,0,1,104,21,125,,,,
auto_top100,montana_billings,texas_dallas,add_state,0,1,1,1,54,16,70,2.402249,1,4,
auto_top100,nebraska_omaha,texas_dallas,add_state,0,1,1,1,66,16,82,15.34541,2,8,
auto_top100,nevada_las_vegas,texas_dallas,add_state,0,1,1,1,56,16,72,2.402249,1,4,
auto_top100,new_hampshire_manchester,texas_dallas,add_state,0,1,1,1,38,16,54,6.931448,1,5,
auto_top100,new_jersey_newark,texas_dallas,add_capital,0,0,0,1,106,16,122,,,,
auto_top100,new_jersey_newark,texas_dallas,add_capital_city,0,0,0,1,181,21,202,,,,
auto_top100,new_jersey_newark,texas_dallas,add_city,0,0,0,1,75,5,80,,,,
auto_top100,new_jersey_newark,texas_dallas,add_state,0,0,0,1,137,16,153,,,,
auto_top100,new_jersey_newark,texas_dallas,add_state_capital,0,0,0,1,243,32,275,,,,
auto_top100,new_jersey_newark,texas_dallas,add_state_capital_city,0,0,0,1,318,37,355,,,,
auto_top100,new_jersey_newark,texas_dallas,add_state_city,0,0,0,1,212,21,233,,,,
auto_top100,new_mexico_albuquerque,texas_dallas,add_state,1,0,1,1,80,16,96,,,,
auto_top100,new_york_new_york_city,texas_dallas,add_state,0,1,1,1,115,16,131,11.77408,2,7,
auto_top100,north_carolina_charlotte,texas_dallas,add_state,0,1,1,0,85,16,101,11.77408,2,7,
auto_top100,north_dakota_fargo,texas_dallas,add_capital,0,0,0,1,130,16,146,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_capital_city,0,0,0,0,194,21,215,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_city,0,0,0,0,64,5,69,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_state,0,0,0,1,71,16,87,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_state_capital,0,0,0,1,201,32,233,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_state_capital_city,0,0,0,0,265,37,302,,,,
auto_top100,north_dakota_fargo,texas_dallas,add_state_city,0,0,0,1,135,21,156,,,,
auto_top100,ohio_cleveland,texas_dallas,add_state,0,1,1,1,55,16,71,11.77408,2,7,
auto_top100,oklahoma_tulsa,texas_dallas,add_capital,0,0,0,0,144,16,160,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_capital_city,0,0,0,0,217,21,238,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_city,0,0,0,1,73,5,78,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_state,0,0,0,1,144,16,160,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_state_capital,0,0,0,0,144,32,176,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_state_capital_city,0,0,0,0,217,37,254,,,,
auto_top100,oklahoma_tulsa,texas_dallas,add_state_city,0,0,0,1,217,21,238,,,,
auto_top100,oregon_portland,texas_dallas,add_state,0,1,1,1,45,16,61,2.402249,1,4,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_capital,0,0,0,1,92,16,108,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_capital_city,0,0,0,0,155,21,176,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_city,0,0,0,1,63,5,68,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_state,0,0,0,1,59,16,75,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_state_capital,0,0,0,0,151,32,183,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_state_capital_city,0,0,0,0,214,37,251,,,,
auto_top100,pennsylvania_philadelphia,texas_dallas,add_state_city,0,0,0,1,122,21,143,,,,
auto_top100,rhode_island_warwick,texas_dallas,add_state,0,1,1,1,67,16,83,2.402249,1,4,
auto_top100,south_carolina_charleston,texas_dallas,add_state,0,1,1,1,70,16,86,11.77408,2,7,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_capital,0,0,0,1,108,16,124,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_capital_city,0,0,0,1,324,21,345,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_city,0,0,0,0,216,5,221,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_state,0,0,0,1,76,16,92,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_state_capital,0,0,0,1,184,32,216,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_state_capital_city,0,0,0,1,400,37,437,,,,
auto_top100,south_dakota_sioux_falls,texas_dallas,add_state_city,0,0,0,1,292,21,313,,,,
auto_top100,tennessee_memphis,texas_dallas,add_state,0,1,1,1,63,16,79,2.402249,1,4,
auto_top100,utah_provo,texas_dallas,add_capital,0,0,0,1,98,16,114,,,,
auto_top100,utah_provo,texas_dallas,add_capital_city,0,0,0,0,224,21,245,,,,
auto_top100,utah_provo,texas_dallas,add_city,0,0,0,0,126,5,131,,,,
auto_top100,utah_provo,texas_dallas,add_state,0,0,0,0,51,16,67,,,,
auto_top100,utah_provo,texas_dallas,add_state_capital,0,0,0,0,149,32,181,,,,
auto_top100,utah_provo,texas_dallas,add_state_capital_city,0,0,0,0,275,37,312,,,,
auto_top100,utah_provo,texas_dallas,add_state_city,0,0,0,0,177,21,198,,,,
auto_top100,vermont_burlington,texas_dallas,add_state,0,1,1,1,42,16,58,2.402249,1,4,
auto_top100,virginia_virginia_beach,texas_dallas,add_state,0,1,1,1,121,16,137,11.77408,2,7,
auto_top100,washington_seattle,texas_dallas,add_capital,0,0,0,1,87,16,103,,,,
auto_top100,washington_seattle,texas_dallas,add_city,0,0,0,1,69,5,74,,,,
auto_top100,washington_seattle,texas_dallas,add_state,0,0,0,1,60,16,76,,,,
auto_top100,washington_seattle,texas_dallas,add_state_capital,0,1,1,0,147,32,179,6.931448,1,5,
auto_top100,west_virginia_huntington,texas_dallas,add_capital,0,0,0,1,94,16,110,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_capital_city,0,0,0,1,192,21,213,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_city,0,0,0,1,98,5,103,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_state,0,0,0,0,75,16,91,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_state_capital,0,0,0,1,169,32,201,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_state_capital_city,0,0,0,1,267,37,304,,,,
auto_top100,west_virginia_huntington,texas_dallas,add_state_city,0,0,0,0,173,21,194,,,,
auto_top100,wisconsin_milwaukee,texas_dallas,add_state,1,0,1,1,71,16,87,,,,
auto_top100,wyoming_casper,texas_dallas,add_capital,0,0,0,1,123,16,139,,,,
auto_top100,wyoming_casper,texas_dallas,add_capital_city,0,0,0,0,241,21,262,,,,
auto_top100,wyoming_casper,texas_dallas,add_city,0,0,0,0,118,5,123,,,,
auto_top100,wyoming_casper,texas_dallas,add_state,0,0,0,1,60,16,76,,,,
auto_top100,wyoming_casper,texas_dallas,add_state_capital,0,0,0,0,183,32,215,,,,
auto_top100,wyoming_casper,texas_dallas,add_state_capital_city,0,0,0,0,301,37,338,,,,
auto_top100,wyoming_casper,texas_dallas,add_state_city,0,0,0,1,178,21,199,,,,
auto_top200,alabama_birmingham,texas_dallas,add_state,0,1,1,1,49,23,72,6.931448,1,5,
auto_top200,alaska_anchorage,texas_dallas,add_state,0,1,1,1,67,23,90,2.402249,1,4,
auto_top200,arizona_tucson,texas_dallas,add_state,0,1,1,1,59,23,82,2.402249,1,4,
auto_top200,arkansas_fayetteville,texas_dallas,add_state,0,1,1,1,52,23,75,2.402249,1,4,
