condition,source,target,variant,hit_default,hit_msearch,hit_any,suppressed,n_ablate,n_amplify,n_total_features,m_tuned,msearch_phase,msearch_steps,duration_ms
auto_top200,california_oakland,texas_dallas,add_state,0,1,1,1,50,23,73,2.402249,1,4,
auto_top200,colorado_colorado_springs,texas_dallas,add_capital,0,0,0,1,83,25,108,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_capital_city,0,0,0,0,406,38,444,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_city,0,0,0,0,323,13,336,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_state,0,0,0,1,113,23,136,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_state_capital,0,0,0,1,196,48,244,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_state_capital_city,0,0,0,0,519,61,580,,,,
auto_top200,colorado_colorado_springs,texas_dallas,add_state_city,0,0,0,1,436,36,472,,,,
auto_top200,connecticut_bridgeport,texas_dallas,add_state,0,1,1,1,62,23,85,4.080572,2,7,
auto_top200,delaware_wilmington,texas_dallas,add_state,0,1,1,1,54,23,77,2.402249,1,4,
auto_top200,florida_miami,texas_dallas,add_state,0,1,1,1,59,23,82,2.402249,1,4,
auto_top200,georgia_savannah,texas_dallas,add_state,0,1,1,1,56,23,79,6.931448,1,5,
auto_top200,hawaii_hilo,texas_dallas,add_state,0,1,1,1,73,23,96,4.080572,2,7,
auto_top200,idaho_idaho_falls,texas_dallas,add_capital,0,0,0,1,102,25,127,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_capital_city,0,0,0,0,432,38,470,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_city,0,0,0,1,330,13,343,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_state,0,0,0,1,102,23,125,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_state_capital,0,0,0,1,204,48,252,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_state_capital_city,0,0,0,0,534,61,595,,,,
auto_top200,idaho_idaho_falls,texas_dallas,add_state_city,0,0,0,1,432,36,468,,,,
auto_top200,illinois_chicago,texas_dallas,add_state,0,1,1,1,72,23,95,2.402249,1,4,
auto_top200,indiana_fort_wayne,texas_dallas,add_capital,0,0,0,1,87,25,112,,,,
auto_top200,indiana_fort_wayne,texas_dallas,add_city,0,0,0,0,326,13,339,,,,
auto_top200,indiana_fort_wayne,texas_dallas,add_state,0,0,0,1,129,23,152,,,,
auto_top200,indiana_fort_wayne,texas_dallas,add_state_capital,0,1,1,1,216,48,264,2.402249,1,4,
auto_top200,iowa_cedar_rapids,texas_dallas,add_state,0,1,1,1,48,23,71,2.402249,1,4,
auto_top200,kansas_wichita,texas_dallas,add_capital,0,0,0,1,111,25,136,,,,
auto_top200,kansas_wichita,texas_dallas,add_capital_city,0,0,0,1,181,38,219,,,,
auto_top200,kansas_wichita,texas_dallas,add_city,0,0,0,1,70,13,83,,,,
auto_top200,kansas_wichita,texas_dallas,add_state,0,0,0,1,61,23,84,,,,
auto_top200,kansas_wichita,texas_dallas,add_state_capital,0,0,0,1,172,48,220,,,,
auto_top200,kansas_wichita,texas_dallas,add_state_capital_city,0,0,0,1,242,61,303,,,,
auto_top200,kansas_wichita,texas_dallas,add_state_city,0,0,0,1,131,36,167,,,,
auto_top200,kentucky_louisville,texas_dallas,add_state,0,1,1,1,64,23,87,2.402249,1,4,
auto_top200,louisiana_new_orleans,texas_dallas,add_state,0,1,1,1,64,23,87,2.402249,1,4,
auto_top200,maine_portland,texas_dallas,add_state,0,1,1,1,47,23,70,2.402249,1,4,
auto_top200,maryland_baltimore,texas_dallas,add_capital,0,0,0,1,105,25,130,,,,
auto_top200,maryland_baltimore,texas_dallas,add_city,0,0,0,1,68,13,81,,,,
auto_top200,maryland_baltimore,texas_dallas,add_state,0,0,0,0,62,23,85,,,,
auto_top200,maryland_baltimore,texas_dallas,add_state_capital,0,1,1,1,167,48,215,4.080572,2,7,
auto_top200,massachusetts_worcester,texas_dallas,add_state,0,1,1,0,51,23,74,4.080572,2,7,
auto_top200,michigan_detroit,texas_dallas,add_capital,0,0,0,1,96,25,121,,,,
auto_top200,michigan_detroit,texas_dallas,add_city,0,0,0,1,57,13,70,,,,
auto_top200,michigan_detroit,texas_dallas,add_state,0,0,0,1,72,23,95,,,,
auto_top200,michigan_detroit,texas_dallas,add_state_capital,0,1,1,1,168,48,216,6.931448,1,5,
auto_top200,minnesota_minneapolis,texas_dallas,add_state,0,1,1,1,51,23,74,6.931448,1,5,
auto_top200,mississippi_gulfport,texas_dallas,add_state,0,1,1,1,39,23,62,2.402249,1,4,
auto_top200,missouri_kansas_city,texas_dallas,add_capital,0,0,0,1,75,25,100,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_capital_city,0,0,0,1,128,38,166,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_city,0,0,0,1,53,13,66,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_state,0,0,0,1,51,23,74,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_state_capital,0,0,0,1,126,48,174,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_state_capital_city,0,0,0,1,179,61,240,,,,
auto_top200,missouri_kansas_city,texas_dallas,add_state_city,0,0,0,1,104,36,140,,,,
auto_top200,montana_billings,texas_dallas,add_state,0,1,1,1,54,23,77,2.402249,1,4,
auto_top200,nebraska_omaha,texas_dallas,add_capital,0,0,0,1,107,25,132,,,,
auto_top200,nebraska_omaha,texas_dallas,add_capital_city,0,0,0,1,176,38,214,,,,
auto_top200,nebraska_omaha,texas_dallas,add_city,0,0,0,0,69,13,82,,,,
auto_top200,nebraska_omaha,texas_dallas,add_state,0,0,0,1,66,23,89,,,,
auto_top200,nebraska_omaha,texas_dallas,add_state_capital,0,0,0,0,173,48,221,,,,
auto_top200,nebraska_omaha,texas_dallas,add_state_capital_city,0,0,0,0,242,61,303,,,,
auto_top200,nebraska_omaha,texas_dallas,add_state_city,0,0,0,1,135,36,171,,,,
auto_top200,nevada_las_vegas,texas_dallas,add_state,0,1,1,1,56,23,79,2.402249,1,4,
auto_top200,new_hampshire_manchester,texas_dallas,add_capital,0,0,0,1,78,25,103,,,,
auto_top200,new_hampshire_manchester,texas_dallas,add_city,0,0,0,1,76,13,89,,,,
auto_top200,new_hampshire_manchester,texas_dallas,add_state,0,0,0,1,38,23,61,,,,
auto_top200,new_hampshire_manchester,texas_dallas,add_state_capital,0,1,1,1,116,48,164,6.931448,1,5,
auto_top200,new_jersey_newark,texas_dallas,add_capital,0,0,0,1,106,25,131,,,,
auto_top200,new_jersey_newark,texas_dallas,add_city,0,0,0,1,75,13,88,,,,
auto_top200,new_jersey_newark,texas_dallas,add_state,0,0,0,1,137,23,160,,,,
auto_top200,new_jersey_newark,texas_dallas,add_state_capital,0,1,1,1,243,48,291,2.402249,1,4,
auto_top200,new_mexico_albuquerque,texas_dallas,add_capital,0,0,0,1,77,25,102,,,,
auto_top200,new_mexico_albuquerque,texas_dallas,add_city,0,0,0,1,94,13,107,,,,
auto_top200,new_mexico_albuquerque,texas_dallas,add_state,0,0,0,1,80,23,103,,,,
auto_top200,new_mexico_albuquerque,texas_dallas,add_state_capital,0,0,0,1,157,48,205,,,,
auto_top200,new_mexico_albuquerque,texas_dallas,add_state_city,0,1,1,1,174,36,210,0.832553,1,3,
auto_top200,new_york_new_york_city,texas_dallas,add_capital,0,0,0,1,63,25,88,,,,
auto_top200,new_york_new_york_city,texas_dallas,add_capital_city,0,0,0,1,178,38,216,,,,
auto_top200,new_york_new_york_city,texas_dallas,add_city,0,0,0,0,115,13,128,,,,
auto_top200,new_york_new_york_city,texas_dallas,add_state,0,0,0,1,115,23,138,,,,
auto_top200,new_york_new_york_city,texas_dallas,add_state_capital,0,0,0,1,178,48,226,,,,
auto_top200,new_york_new_york_city,texas_dallas,add_state_capital_city,0,1,1,0,178,61,239,2.402249,1,4,
auto_top200,new_york_new_york_city,texas_dallas,add_state_city,0,0,0,1,115,36,151,,,,
auto_top200,north_carolina_charlotte,texas_dallas,add_state,0,1,1,1,85,23,108,2.402249,1,4,
auto_top200,north_dakota_fargo,texas_dallas,add_capital,0,0,0,1,130,25,155,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_capital_city,0,0,0,1,194,38,232,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_city,0,0,0,1,64,13,77,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_state,0,0,0,1,71,23,94,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_state_capital,0,0,0,1,201,48,249,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_state_capital_city,0,0,0,0,265,61,326,,,,
auto_top200,north_dakota_fargo,texas_dallas,add_state_city,0,0,0,1,135,36,171,,,,
auto_top200,ohio_cleveland,texas_dallas,add_state,0,1,1,1,55,23,78,2.402249,1,4,
auto_top200,oklahoma_tulsa,texas_dallas,add_capital,0,0,0,1,144,25,169,,,,
auto_top200,oklahoma_tulsa,texas_dallas,add_capital_city,0,0,0,0,217,38,255,,,,
auto_top200,oklahoma_tulsa,texas_dallas,add_city,0,0,0,1,73,13,86,,,,
auto_top200,oklahoma_tulsa,texas_dallas,add_state,0,0,0,0,144,23,167,,,,
auto_top200,oklahoma_tulsa,texas_dallas,add_state_capital,0,0,0,1,144,48,192,,,,
auto_top200,oklahoma_tulsa,texas_dallas,add_state_capital_city,0,1,1,0,217,61,278,11.77408,2,7,
auto_top200,oklahoma_tulsa,texas_dallas,add_state_city,0,0,0,0,217,36,253,,,,
auto_top200,oregon_portland,texas_dallas,add_state,0,1,1,1,45,23,68,0.832553,1,3,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_capital,0,0,0,1,92,25,117,,,,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_capital_city,0,0,0,1,155,38,193,,,,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_city,0,0,0,0,63,13,76,,,,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_state,0,0,0,1,59,23,82,,,,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_state_capital,0,0,0,1,151,48,199,,,,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_state_capital_city,0,1,1,1,214,61,275,2.402249,1,4,
auto_top200,pennsylvania_philadelphia,texas_dallas,add_state_city,0,0,0,1,122,36,158,,,,
auto_top200,rhode_island_warwick,texas_dallas,add_state,0,1,1,1,67,23,90,2.402249,1,4,
auto_top200,south_carolina_charleston,texas_dallas,add_state,0,1,1,1,70,23,93,2.402249,1,4,
auto_top200,south_dakota_sioux_falls,texas_dallas,add_capital,0,0,0,1,108,25,133,,,,
auto_top200,south_dakota_sioux_falls,texas_dallas,add_city,0,0,0,0,216,13,229,,,,
auto_top200,south_dakota_sioux_falls,texas_dallas,add_state,0,0,0,1,76,23,99,,,,
auto_top200,south_dakota_sioux_falls,texas_dallas,add_state_capital,0,0,0,1,184,48,232,,,,
auto_top200,south_dakota_sioux_falls,texas_dallas,add_state_city,0,1,1,1,292,36,328,4.080572,2,7,
auto_top200,tennessee_memphis,texas_dallas,add_state,0,1,1,1,63,23,86,2.402249,1,4,
auto_top200,utah_provo,texas_dallas,add_capital,0,0,0,1,98,25,123,,,,
auto_top200,utah_provo,texas_dallas,add_city,1,0,1,1,126,13,139,,,,
auto_top200,utah_provo,texas_dallas,add_state,0,0,0,1,51,23,74,,,,
auto_top200,vermont_burlington,texas_dallas,add_state,0,1,1,1,42,23,65,2.402249,1,4,
auto_top200,virginia_virginia_beach,texas_dallas,add_capital,0,0,0,1,79,25,104,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_capital_city,0,0,0,0,414,38,452,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_city,0,0,0,1,335,13,348,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_state,0,0,0,1,121,23,144,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_state_capital,0,0,0,1,200,48,248,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_state_capital_city,0,0,0,0,535,61,596,,,,
auto_top200,virginia_virginia_beach,texas_dallas,add_state_city,0,0,0,1,456,36,492,,,,
auto_top200,washington_seattle,texas_dallas,add_capital,0,0,0,1,87,25,112,,,,
auto_top200,washington_seattle,texas_dallas,add_city,0,0,0,1,69,13,82,,,,
auto_top200,washington_seattle,texas_dallas,add_state,0,0,0,0,60,23,83,,,,
auto_top200,washington_seattle,texas_dallas,add_state_capital,0,1,1,1,147,48,195,2.402249,1,4,
auto_top200,west_virginia_huntington,texas_dallas,add_state,0,1,1,1,75,23,98,6.071531,2,9,
auto_top200,wisconsin_milwaukee,texas_dallas,add_capital,0,0,0,1,100,25,125,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_capital_city,0,0,0,1,172,38,210,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_city,0,0,0,1,72,13,85,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_state,0,0,0,1,71,23,94,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_state_capital,0,0,0,1,171,48,219,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_state_capital_city,0,0,0,0,243,61,304,,,,
auto_top200,wisconsin_milwaukee,texas_dallas,add_state_city,0,0,0,0,143,36,179,,,,
auto_top200,wyoming_casper,texas_dallas,add_capital,0,0,0,1,123,25,148,,,,
auto_top200,wyoming_casper,texas_dallas,add_capital_city,0,0,0,1,241,38,279,,,,
auto_top200,wyoming_casper,texas_dallas,add_city,0,0,0,1,118,13,131,,,,
auto_top200,wyoming_casper,texas_dallas,add_state,0,0,0,1,60,23,83,,,,
auto_top200,wyoming_casper,texas_dallas,add_state_capital,0,0,0,1,183,48,231,,,,
auto_top200,wyoming_casper,texas_dallas,add_state_capital_city,0,0,0,1,301,61,362,,,,
auto_top200,wyoming_casper,texas_dallas,add_state_city,0,0,0,1,178,36,214,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_capital,0,0,0,1,94,0,94,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_capital_city,0,0,0,1,165,0,165,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_city,0,0,0,0,71,0,71,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_state,0,0,0,1,49,6,55,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_state_capital,0,0,0,1,143,6,149,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_state_capital_city,0,0,0,1,214,6,220,,,,
shuffled_labels,alabama_birmingham,texas_dallas,add_state_city,0,0,0,1,120,6,126,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_capital,0,0,0,1,113,0,113,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_capital_city,0,0,0,1,196,0,196,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_city,0,0,0,0,83,0,83,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_state,0,0,0,1,67,6,73,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_state_capital,0,0,0,0,180,6,186,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_state_capital_city,0,0,0,0,263,6,269,,,,
shuffled_labels,alaska_anchorage,texas_dallas,add_state_city,0,0,0,1,150,6,156,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_capital,0,0,0,1,114,0,114,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_capital_city,0,0,0,1,178,0,178,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_city,0,0,0,1,64,0,64,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_state,0,0,0,1,59,6,65,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_state_capital,0,0,0,1,173,6,179,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_state_capital_city,0,0,0,1,237,6,243,,,,
shuffled_labels,arizona_tucson,texas_dallas,add_state_city,0,0,0,1,123,6,129,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_capital,0,0,0,1,120,0,120,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_capital_city,0,0,0,1,213,0,213,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_city,0,0,0,1,93,0,93,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_state,0,0,0,1,52,6,58,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_state_capital,0,0,0,1,172,6,178,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_state_capital_city,0,0,0,1,265,6,271,,,,
shuffled_labels,arkansas_fayetteville,texas_dallas,add_state_city,0,0,0,1,145,6,151,,,,
shuffled_labels,california_oakland,texas_dallas,add_capital,0,0,0,1,104,0,104,,,,
shuffled_labels,california_oakland,texas_dallas,add_capital_city,0,0,0,1,174,0,174,,,,
shuffled_labels,california_oakland,texas_dallas,add_city,0,0,0,0,70,0,70,,,,
shuffled_labels,california_oakland,texas_dallas,add_state,0,0,0,1,50,6,56,,,,
shuffled_labels,california_oakland,texas_dallas,add_state_capital,0,0,0,0,154,6,160,,,,
shuffled_labels,california_oakland,texas_dallas,add_state_capital_city,0,0,0,0,224,6,230,,,,
shuffled_labels,california_oakland,texas_dallas,add_state_city,0,0,0,0,120,6,126,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_capital,0,0,0,1,83,0,83,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_capital_city,0,0,0,1,406,0,406,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_city,0,0,0,1,323,0,323,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_state,0,0,0,1,113,6,119,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_state_capital,0,0,0,1,196,6,202,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_state_capital_city,0,0,0,1,519,6,525,,,,
shuffled_labels,colorado_colorado_springs,texas_dallas,add_state_city,0,0,0,1,436,6,442,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_capital,0,0,0,1,88,0,88,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_capital_city,0,0,0,1,188,0,188,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_city,0,0,0,0,100,0,100,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_state,0,0,0,1,62,6,68,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_state_capital,0,0,0,1,150,6,156,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_state_capital_city,0,0,0,1,250,6,256,,,,
shuffled_labels,connecticut_bridgeport,texas_dallas,add_state_city,0,0,0,1,162,6,168,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_capital,0,0,0,1,105,0,105,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_capital_city,0,0,0,1,172,0,172,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_city,0,0,0,1,67,0,67,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_state,0,0,0,0,54,6,60,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_state_capital,0,0,0,1,159,6,165,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_state_capital_city,0,0,0,1,226,6,232,,,,
shuffled_labels,delaware_wilmington,texas_dallas,add_state_city,0,0,0,0,121,6,127,,,,
shuffled_labels,florida_miami,texas_dallas,add_capital,0,0,0,1,106,0,106,,,,
shuffled_labels,florida_miami,texas_dallas,add_capital_city,0,0,0,1,175,0,175,,,,
shuffled_labels,florida_miami,texas_dallas,add_city,0,0,0,0,69,0,69,,,,
shuffled_labels,florida_miami,texas_dallas,add_state,0,0,0,1,59,6,65,,,,
shuffled_labels,florida_miami,texas_dallas,add_state_capital,0,0,0,1,165,6,171,,,,
shuffled_labels,florida_miami,texas_dallas,add_state_capital_city,0,0,0,1,234,6,240,,,,
shuffled_labels,florida_miami,texas_dallas,add_state_city,0,0,0,1,128,6,134,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_capital,0,0,0,1,87,0,87,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_capital_city,0,0,0,1,178,0,178,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_city,0,0,0,0,91,0,91,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_state,0,0,0,0,56,6,62,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_state_capital,0,0,0,1,143,6,149,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_state_capital_city,0,0,0,1,234,6,240,,,,
shuffled_labels,georgia_savannah,texas_dallas,add_state_city,0,0,0,0,147,6,153,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_capital,0,0,0,1,84,0,84,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_capital_city,0,0,0,1,200,0,200,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_city,0,0,0,1,116,0,116,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_state,0,0,0,1,73,6,79,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_state_capital,0,0,0,0,157,6,163,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_state_capital_city,0,0,0,0,273,6,279,,,,
shuffled_labels,hawaii_hilo,texas_dallas,add_state_city,0,0,0,0,189,6,195,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_capital,0,0,0,1,102,0,102,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_capital_city,0,0,0,1,432,0,432,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_city,0,0,0,0,330,0,330,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_state,0,0,0,0,102,6,108,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_state_capital,0,0,0,0,204,6,210,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_state_capital_city,0,0,0,0,534,6,540,,,,
shuffled_labels,idaho_idaho_falls,texas_dallas,add_state_city,0,0,0,0,432,6,438,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_capital,0,0,0,1,94,0,94,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_capital_city,0,0,0,1,176,0,176,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_city,0,0,0,1,82,0,82,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_state,0,0,0,1,72,6,78,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_state_capital,0,0,0,1,166,6,172,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_state_capital_city,0,0,0,1,248,6,254,,,,
shuffled_labels,illinois_chicago,texas_dallas,add_state_city,0,0,0,1,154,6,160,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_capital,0,0,0,0,87,0,87,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_capital_city,0,0,0,1,413,0,413,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_city,0,0,0,1,326,0,326,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_state,0,0,0,1,129,6,135,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_state_capital,0,0,0,1,216,6,222,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_state_capital_city,0,0,0,1,542,6,548,,,,
shuffled_labels,indiana_fort_wayne,texas_dallas,add_state_city,0,0,0,1,455,6,461,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_capital,0,0,0,1,108,0,108,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_capital_city,0,0,0,1,400,0,400,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_city,0,0,0,1,292,0,292,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_state,0,0,0,1,48,6,54,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_state_capital,0,0,0,0,156,6,162,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_state_capital_city,0,0,0,0,448,6,454,,,,
shuffled_labels,iowa_cedar_rapids,texas_dallas,add_state_city,0,0,0,1,340,6,346,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_capital,0,0,0,1,111,0,111,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_capital_city,0,0,0,1,181,0,181,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_city,0,0,0,1,70,0,70,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_state,0,0,0,1,61,6,67,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_state_capital,0,0,0,1,172,6,178,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_state_capital_city,0,0,0,1,242,6,248,,,,
shuffled_labels,kansas_wichita,texas_dallas,add_state_city,0,0,0,1,131,6,137,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_capital,0,0,0,1,116,0,116,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_capital_city,0,0,0,1,191,0,191,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_city,0,0,0,0,75,0,75,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_state,0,0,0,1,64,6,70,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_state_capital,0,0,0,1,180,6,186,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_state_capital_city,0,0,0,1,255,6,261,,,,
shuffled_labels,kentucky_louisville,texas_dallas,add_state_city,0,0,0,1,139,6,145,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_capital,0,0,0,1,114,0,114,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_capital_city,0,0,0,1,242,0,242,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_city,0,0,0,0,128,0,128,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_state,0,0,0,1,64,6,70,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_state_capital,0,0,0,1,178,6,184,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_state_capital_city,0,0,0,1,306,6,312,,,,
shuffled_labels,louisiana_new_orleans,texas_dallas,add_state_city,0,0,0,1,192,6,198,,,,
shuffled_labels,maine_portland,texas_dallas,add_capital,0,0,0,1,79,0,79,,,,
shuffled_labels,maine_portland,texas_dallas,add_capital_city,0,0,0,1,148,0,148,,,,
shuffled_labels,maine_portland,texas_dallas,add_city,0,0,0,1,69,0,69,,,,
shuffled_labels,maine_portland,texas_dallas,add_state,0,0,0,1,47,6,53,,,,
shuffled_labels,maine_portland,texas_dallas,add_state_capital,0,0,0,1,126,6,132,,,,
shuffled_labels,maine_portland,texas_dallas,add_state_capital_city,0,0,0,1,195,6,201,,,,
shuffled_labels,maine_portland,texas_dallas,add_state_city,0,0,0,1,116,6,122,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_capital,0,0,0,1,105,0,105,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_capital_city,0,0,0,1,173,0,173,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_city,0,0,0,1,68,0,68,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_state,0,0,0,0,62,6,68,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_state_capital,0,0,0,0,167,6,173,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_state_capital_city,0,0,0,1,235,6,241,,,,
shuffled_labels,maryland_baltimore,texas_dallas,add_state_city,0,0,0,0,130,6,136,,,,
shuffled_labels,massachusetts_worcester,texas_dallas,add_capital,0,0,0,1,90,0,90,,,,
shuffled_labels,massachusetts_worcester,texas_dallas,add_capital_city,0,0,0,1,198,0,198,,,,
shuffled_labels,massachusetts_worcester,texas_dallas,add_city,0,0,0,0,108,0,108,,,,
shuffled_labels,massachusetts_worcester,texas_dallas,add_state,0,0,0,1,51,6,57,,,,
shuffled_labels,massachusetts_worcester,texas_dallas,add_state_capital,0,0,0,1,141,6,147,,,,
