dataset,entity,feature_key,layer,feature,peak_consistency_main,n_distinct_peaks,main_peak_token,func_vs_sem_pct,conf_F,conf_S,share_F,sparsity_median,K_sem_distinct,n_active_prompts,n_prompts,pred_label,subtype,review
usa_states_batch,alabama_Birmingham,0_51434,0,51434,0.5714285714285714,1,the,100.0,1.0,0.0,1.0,0.8757624611009134,1,4,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_61869,0,61869,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_77982,0,77982,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_46235,0,46235,0.5,3,capital,-100.0,0.0,1.0,0.0,0.9285714285714284,4,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_81124,0,81124,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_12284,0,12284,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_13347,0,13347,0.75,1,state,-100.0,0.0,1.0,0.0,0.9,2,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_47638,0,47638,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_57840,0,57840,0.75,1,state,-100.0,0.0,1.0,0.0,0.9,2,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_73759,0,73759,1.0,1,of,100.0,1.0,0.0,1.0,0.9166666666666666,2,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_13506,0,13506,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_91553,0,91553,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_5916,0,5916,0.5,1,capital,-100.0,0.0,1.0,0.0,0.8888888888888888,4,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_14810,0,14810,1.0,1,of,100.0,1.0,0.0,1.0,0.9166666666666667,2,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_15430,0,15430,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_15636,0,15636,0.5,1,of,100.0,1.0,0.0,1.0,0.888888888888889,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_23293,0,23293,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_23477,0,23477,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_24438,0,24438,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_29904,0,29904,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_31953,0,31953,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_33316,0,33316,0.3333333333333333,1,is,100.0,1.0,0.0,1.0,0.9087301587301587,2,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_35184,0,35184,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_35945,0,35945,0.2857142857142857,1,the,100.0,1.0,0.0,1.0,0.9166666666666667,2,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_37416,0,37416,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_37567,0,37567,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_40936,0,40936,1.0,1,of,100.0,1.0,0.0,1.0,0.9166666666666666,2,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_41589,0,41589,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_42481,0,42481,0.75,1,state,-100.0,0.0,1.0,0.0,0.9,2,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_42832,0,42832,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_43624,0,43624,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_44489,0,44489,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_44709,0,44709,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_50774,0,50774,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_52009,0,52009,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_52264,0,52264,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714284,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_53491,0,53491,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_53531,0,53531,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_54197,0,54197,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_55815,0,55815,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_56748,0,56748,0.25,1,state,-100.0,0.0,1.0,0.0,0.878235081825577,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_61257,0,61257,0.5,1,state,-100.0,0.0,1.0,0.0,0.9231127922079638,2,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_62872,0,62872,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_63548,0,63548,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_66754,0,66754,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_67553,0,67553,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_68987,0,68987,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_73095,0,73095,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_73514,0,73514,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,0_73833,0,73833,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_82862,0,82862,0.5,3,state,-100.0,0.0,1.0,0.0,0.9050800749012688,4,4,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_88875,0,88875,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9285714285714286,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,0_89265,0,89265,0.42857142857142855,1,the,100.0,1.0,0.0,1.0,0.8931046305608428,1,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_89974,0,89974,1.0,2,serving,-100.0,0.0,1.0,0.0,0.9365079365079365,3,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,0_95264,0,95264,0.0,0,major,-100.0,0.0,1.0,0.0,0.9365079365079365,3,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,1_12928,1,12928,0.0,0,major,-100.0,0.0,1.0,0.0,0.2695058509179671,3,5,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_57794,1,57794,0.0,0,major,-100.0,0.0,1.0,0.0,0.3107166254861402,3,5,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_72774,1,72774,1.0,5,major,-100.0,0.0,1.0,0.0,0.2993229489639901,5,5,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_52044,1,52044,1.0,4,capital,-100.0,0.0,1.0,0.0,0.3210442041228478,4,5,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_95787,1,95787,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,1_55522,1,55522,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,1_74380,1,74380,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,1_56907,1,56907,0.3333333333333333,1,is,100.0,1.0,0.0,1.0,0.9087301587301586,2,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,1_64129,1,64129,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_68763,1,68763,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,1_85217,1,85217,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,1_92117,1,92117,0.16666666666666666,1,is,100.0,1.0,0.0,1.0,0.9,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,2_96724,2,96724,1.0,2,birmingham,-100.0,0.0,1.0,0.0,0.898989898989899,5,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,2_36773,2,36773,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_36902,2,36902,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666666,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_84072,2,84072,1.0,1,birmingham,-100.0,0.0,1.0,0.0,0.9090909090909092,4,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_76232,2,76232,0.8333333333333334,1,is,100.0,1.0,0.0,1.0,0.9090909090909092,0,5,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_1890,2,1890,1.0,1,capital,-100.0,0.0,1.0,0.0,0.9166666666666667,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_4865,2,4865,1.0,1,capital,-100.0,0.0,1.0,0.0,0.8996974557756299,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,2_42602,2,42602,0.6666666666666666,1,is,100.0,1.0,0.0,1.0,0.9142857142857144,1,4,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,2_82010,2,82010,0.5,1,is,100.0,1.0,0.0,1.0,0.9285714285714286,1,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_81381,3,81381,0.5,3,a,17.35143230448299,0.8,0.19999999999999996,0.8,0.8776964330870825,1,5,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_52779,3,52779,0.6666666666666666,2,in,100.0,1.0,0.0,1.0,0.770668145739141,1,3,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_66403,3,66403,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,3_66599,3,66599,1.0,3,major,-100.0,0.0,1.0,0.0,0.6126598629341422,5,5,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_91022,3,91022,1.0,2,serving,-100.0,0.0,1.0,0.0,0.9156890725013779,3,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_36499,3,36499,0.5,1,of,100.0,1.0,0.0,1.0,0.8857824012135179,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_2751,3,2751,0.16666666666666666,1,is,100.0,1.0,0.0,1.0,0.8888888888888888,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_93843,3,93843,0.3333333333333333,1,is,100.0,1.0,0.0,1.0,0.898989898989899,3,2,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,3_28747,3,28747,0.5,1,of,100.0,1.0,0.0,1.0,0.8819068583348022,3,1,5,Semantic,Dictionary (fallback),False
usa_states_batch,alabama_Birmingham,4_3920,4,3920,0.0,0,major,-100.0,0.0,1.0,0.0,0.8991399121871569,3,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,4_83635,4,83635,1.0,4,birmingham,-100.0,0.0,1.0,0.0,0.60482328976742,5,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,4_3432,4,3432,0.5,1,is,100.0,1.0,0.0,1.0,0.9,2,3,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,4_58113,4,58113,0.6,2,city,-29.222733631104134,0.25,0.75,0.25,0.8967480661258136,2,4,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,4_24267,4,24267,0.5,1,is,100.0,1.0,0.0,1.0,0.9090909090909092,2,3,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,4_72482,4,72482,0.5,1,is,100.0,1.0,0.0,1.0,0.8888888888888888,2,3,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,4_83005,4,83005,0.5,1,is,100.0,1.0,0.0,1.0,0.9090909090909092,2,3,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,4_65717,4,65717,0.6666666666666666,1,alabama,-100.0,0.0,1.0,0.0,0.898989898989899,4,2,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,4_52384,4,52384,0.5,2,of,100.0,1.0,0.0,1.0,0.862198686806602,2,2,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,4_54078,4,54078,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,4_54423,4,54423,1.0,1,containing,-100.0,0.0,1.0,0.0,0.909640175565729,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,4_55831,4,55831,1.0,1,capital,-100.0,0.0,1.0,0.0,0.8869068346171372,3,2,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,4_70409,4,70409,1.0,1,containing,-100.0,0.0,1.0,0.0,0.9141465562378638,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,4_90008,4,90008,0.0,0,major,0.0,0.0,1.0,0.0,0.0,3,0,5,Relationship,,False
usa_states_batch,alabama_Birmingham,4_97813,4,97813,0.2,2,city,-100.0,0.0,1.0,0.0,0.7335875486733043,4,2,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_1551,5,1551,0.0,0,major,-100.0,0.0,1.0,0.0,0.9090909090909092,3,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_95640,5,95640,0.0,0,major,-100.0,0.0,1.0,0.0,0.9090909090909092,3,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_67142,5,67142,1.0,3,birmingham,-79.47780808609345,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.9090909090909092,4,3,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_32184,5,32184,0.3333333333333333,3,in,51.079575469713475,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.8779523750138913,3,3,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,5_4901,5,4901,0.16666666666666666,1,is,100.0,1.0,0.0,1.0,0.9444444444444444,2,1,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,5_51213,5,51213,0.5,2,of,69.94348442442886,0.5,0.5,0.5,0.8077486095526047,3,2,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_94154,5,94154,0.16666666666666666,2,is,18.99915929163411,0.5,0.5,0.5,0.8949112378931655,3,2,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,5_96325,5,96325,0.16666666666666666,1,is,100.0,1.0,0.0,1.0,0.8888888888888888,3,1,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,6_22143,6,22143,1.0,3,usa,-100.0,0.0,1.0,0.0,0.4620758285184421,5,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,6_41771,6,41771,0.3333333333333333,2,in,100.0,1.0,0.0,1.0,0.8577163518936266,3,2,5,Semantic,Ambiguous,True
usa_states_batch,alabama_Birmingham,6_88903,6,88903,0.6,2,city,-100.0,0.0,1.0,0.0,0.8607192456081941,3,4,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,6_72419,6,72419,0.5,3,of,-51.655994701978955,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.8888888888888888,2,3,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_31656,7,31656,0.0,0,major,-100.0,0.0,1.0,0.0,0.9090909090909092,3,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_70757,7,70757,0.0,0,major,-100.0,0.0,1.0,0.0,0.9090909090909092,3,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_66851,7,66851,1.0,4,birmingham,-17.017117588949986,0.2,0.8,0.2,0.3426888059665421,4,5,5,Relationship,,False
usa_states_batch,alabama_Birmingham,7_87536,7,87536,0.14285714285714285,1,the,100.0,1.0,0.0,1.0,0.8923527394147996,2,1,5,"Say ""X""",,False
usa_states_batch,alabama_Birmingham,7_61400,7,61400,0.3333333333333333,4,in,-9.616570958553563,0.5,0.5,0.5,0.7309080962483858,3,4,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_79007,7,79007,0.6666666666666666,1,is,100.0,1.0,0.0,1.0,0.883097591542173,1,4,5,"Say ""X""",,False
usa_states_batch,alabama_Birmingham,7_16792,7,16792,1.0,1,",",100.0,1.0,0.0,1.0,0.9090909090909092,3,1,5,Semantic,Dictionary,False
usa_states_batch,alabama_Birmingham,7_89264,7,89264,1.0,2,",",100.0,1.0,0.0,1.0,0.8831554555485325,3,2,5,"Say ""X""",,False
usa_states_batch,alabama_Birmingham,7_96169,7,96169,0.2,4,city,-84.80230642683804,0.25,0.75,0.25,0.7417647097155651,4,4,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_3144,7,3144,1.0,3,",",-17.830425009694856,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.8630610825054524,3,3,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,7_32224,7,32224,0.3333333333333333,1,is,100.0,1.0,0.0,1.0,0.898989898989899,3,2,5,"Say ""X""",,False
usa_states_batch,alabama_Birmingham,8_37691,8,37691,0.4,4,city,-100.0,0.0,1.0,0.0,0.5334084181235971,4,5,5,Semantic,Concept,False
usa_states_batch,alabama_Birmingham,8_49126,8,49126,1.0,5,",",41.27205604037675,0.6,0.4,0.6,0.8386416358191734,2,5,5,Semantic,Concept,False
