run,variant,from_slug,to_slug,n_ablate,n_amplify,sum_ni_ablate,sum_ni_amplify,missing_ablate,missing_amplify
fullscale_usa_labeled,canonical,alabama_birmingham,rhode_island_warwick,62,70,0.0653194785118103,0.07293727993965149,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,south_carolina_charleston,62,71,0.0653194785118103,0.09752151370048523,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,south_dakota_sioux_falls,62,141,0.0653194785118103,0.13649770617485046,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,tennessee_memphis,62,82,0.0653194785118103,0.09408840537071228,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,texas_dallas,62,65,0.0653194785118103,0.11016082763671875,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,utah_provo,62,93,0.0653194785118103,0.12641915678977966,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,vermont_burlington,62,40,0.0653194785118103,0.035044729709625244,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,virginia_virginia_beach,62,154,0.0653194785118103,0.20470958948135376,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,washington_seattle,62,64,0.0653194785118103,0.11610233783721924,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,west_virginia_huntington,62,97,0.0653194785118103,0.11277905106544495,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,wisconsin_milwaukee,62,86,0.0653194785118103,0.12874570488929749,0,0
fullscale_usa_labeled,canonical,alabama_birmingham,wyoming_casper,62,99,0.0653194785118103,0.12226253747940063,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,alabama_birmingham,87,62,0.11950072646141052,0.0653194785118103,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,arizona_tucson,87,83,0.11950072646141052,0.11737766861915588,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,arkansas_fayetteville,87,69,0.11950072646141052,0.08869636058807373,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,california_oakland,87,62,0.11950072646141052,0.09679704904556274,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,colorado_colorado_springs,87,163,0.11950072646141052,0.21993929147720337,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,connecticut_bridgeport,87,79,0.11950072646141052,0.10764271020889282,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,delaware_wilmington,87,79,0.11950072646141052,0.09494784474372864,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,florida_miami,87,66,0.11950072646141052,0.11373993754386902,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,georgia_savannah,87,73,0.11950072646141052,0.10402095317840576,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,hawaii_hilo,87,85,0.11950072646141052,0.12848812341690063,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,idaho_idaho_falls,87,169,0.11950072646141052,0.21029719710350037,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,illinois_chicago,87,62,0.11950072646141052,0.09457412362098694,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,indiana_fort_wayne,87,200,0.11950072646141052,0.1959233582019806,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,iowa_cedar_rapids,87,160,0.11950072646141052,0.16788911819458008,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,kansas_wichita,87,90,0.11950072646141052,0.1103772521018982,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,kentucky_louisville,87,83,0.11950072646141052,0.118527352809906,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,louisiana_new_orleans,87,94,0.11950072646141052,0.12689152359962463,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,maine_portland,87,65,0.11950072646141052,0.090444415807724,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,maryland_baltimore,87,83,0.11950072646141052,0.1246318519115448,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,massachusetts_worcester,87,70,0.11950072646141052,0.08763980865478516,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,michigan_detroit,87,74,0.11950072646141052,0.12348562479019165,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,minnesota_minneapolis,87,82,0.11950072646141052,0.116299569606781,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,mississippi_gulfport,87,137,0.11950072646141052,0.1213114857673645,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,missouri_kansas_city,87,71,0.11950072646141052,0.10495862364768982,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,montana_billings,87,96,0.11950072646141052,0.11597967147827148,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,nebraska_omaha,87,95,0.11950072646141052,0.12943944334983826,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,nevada_las_vegas,87,100,0.11950072646141052,0.11072680354118347,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,new_hampshire_manchester,87,54,0.11950072646141052,0.059007495641708374,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,new_jersey_newark,87,87,0.11950072646141052,0.11193090677261353,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,new_mexico_albuquerque,87,79,0.11950072646141052,0.11723542213439941,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,new_york_new_york_city,87,68,0.11950072646141052,0.0789288878440857,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,north_carolina_charlotte,87,86,0.11950072646141052,0.1272735595703125,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,north_dakota_fargo,87,92,0.11950072646141052,0.11919137835502625,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,ohio_cleveland,87,67,0.11950072646141052,0.1070011556148529,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,oklahoma_tulsa,87,73,0.11950072646141052,0.11738428473472595,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,oregon_portland,87,65,0.11950072646141052,0.08678621053695679,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,pennsylvania_philadelphia,87,71,0.11950072646141052,0.11488392949104309,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,rhode_island_warwick,87,70,0.11950072646141052,0.07293727993965149,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,south_carolina_charleston,87,71,0.11950072646141052,0.09752151370048523,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,south_dakota_sioux_falls,87,141,0.11950072646141052,0.13649770617485046,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,tennessee_memphis,87,82,0.11950072646141052,0.09408840537071228,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,texas_dallas,87,65,0.11950072646141052,0.11016082763671875,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,utah_provo,87,93,0.11950072646141052,0.12641915678977966,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,vermont_burlington,87,40,0.11950072646141052,0.035044729709625244,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,virginia_virginia_beach,87,154,0.11950072646141052,0.20470958948135376,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,washington_seattle,87,64,0.11950072646141052,0.11610233783721924,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,west_virginia_huntington,87,97,0.11950072646141052,0.11277905106544495,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,wisconsin_milwaukee,87,86,0.11950072646141052,0.12874570488929749,0,0
fullscale_usa_labeled,canonical,alaska_anchorage,wyoming_casper,87,99,0.11950072646141052,0.12226253747940063,0,0
fullscale_usa_labeled,canonical,arizona_tucson,alabama_birmingham,83,62,0.11737766861915588,0.0653194785118103,0,0
fullscale_usa_labeled,canonical,arizona_tucson,alaska_anchorage,83,87,0.11737766861915588,0.11950072646141052,0,0
fullscale_usa_labeled,canonical,arizona_tucson,arkansas_fayetteville,83,69,0.11737766861915588,0.08869636058807373,0,0
fullscale_usa_labeled,canonical,arizona_tucson,california_oakland,83,62,0.11737766861915588,0.09679704904556274,0,0
fullscale_usa_labeled,canonical,arizona_tucson,colorado_colorado_springs,83,163,0.11737766861915588,0.21993929147720337,0,0
fullscale_usa_labeled,canonical,arizona_tucson,connecticut_bridgeport,83,79,0.11737766861915588,0.10764271020889282,0,0
fullscale_usa_labeled,canonical,arizona_tucson,delaware_wilmington,83,79,0.11737766861915588,0.09494784474372864,0,0
fullscale_usa_labeled,canonical,arizona_tucson,florida_miami,83,66,0.11737766861915588,0.11373993754386902,0,0
fullscale_usa_labeled,canonical,arizona_tucson,georgia_savannah,83,73,0.11737766861915588,0.10402095317840576,0,0
fullscale_usa_labeled,canonical,arizona_tucson,hawaii_hilo,83,85,0.11737766861915588,0.12848812341690063,0,0
fullscale_usa_labeled,canonical,arizona_tucson,idaho_idaho_falls,83,169,0.11737766861915588,0.21029719710350037,0,0
fullscale_usa_labeled,canonical,arizona_tucson,illinois_chicago,83,62,0.11737766861915588,0.09457412362098694,0,0
fullscale_usa_labeled,canonical,arizona_tucson,indiana_fort_wayne,83,200,0.11737766861915588,0.1959233582019806,0,0
fullscale_usa_labeled,canonical,arizona_tucson,iowa_cedar_rapids,83,160,0.11737766861915588,0.16788911819458008,0,0
fullscale_usa_labeled,canonical,arizona_tucson,kansas_wichita,83,90,0.11737766861915588,0.1103772521018982,0,0
fullscale_usa_labeled,canonical,arizona_tucson,kentucky_louisville,83,83,0.11737766861915588,0.118527352809906,0,0
fullscale_usa_labeled,canonical,arizona_tucson,louisiana_new_orleans,83,94,0.11737766861915588,0.12689152359962463,0,0
fullscale_usa_labeled,canonical,arizona_tucson,maine_portland,83,65,0.11737766861915588,0.090444415807724,0,0
fullscale_usa_labeled,canonical,arizona_tucson,maryland_baltimore,83,83,0.11737766861915588,0.1246318519115448,0,0
fullscale_usa_labeled,canonical,arizona_tucson,massachusetts_worcester,83,70,0.11737766861915588,0.08763980865478516,0,0
fullscale_usa_labeled,canonical,arizona_tucson,michigan_detroit,83,74,0.11737766861915588,0.12348562479019165,0,0
fullscale_usa_labeled,canonical,arizona_tucson,minnesota_minneapolis,83,82,0.11737766861915588,0.116299569606781,0,0
fullscale_usa_labeled,canonical,arizona_tucson,mississippi_gulfport,83,137,0.11737766861915588,0.1213114857673645,0,0
fullscale_usa_labeled,canonical,arizona_tucson,missouri_kansas_city,83,71,0.11737766861915588,0.10495862364768982,0,0
fullscale_usa_labeled,canonical,arizona_tucson,montana_billings,83,96,0.11737766861915588,0.11597967147827148,0,0
fullscale_usa_labeled,canonical,arizona_tucson,nebraska_omaha,83,95,0.11737766861915588,0.12943944334983826,0,0
fullscale_usa_labeled,canonical,arizona_tucson,nevada_las_vegas,83,100,0.11737766861915588,0.11072680354118347,0,0
fullscale_usa_labeled,canonical,arizona_tucson,new_hampshire_manchester,83,54,0.11737766861915588,0.059007495641708374,0,0
fullscale_usa_labeled,canonical,arizona_tucson,new_jersey_newark,83,87,0.11737766861915588,0.11193090677261353,0,0
fullscale_usa_labeled,canonical,arizona_tucson,new_mexico_albuquerque,83,79,0.11737766861915588,0.11723542213439941,0,0
fullscale_usa_labeled,canonical,arizona_tucson,new_york_new_york_city,83,68,0.11737766861915588,0.0789288878440857,0,0
fullscale_usa_labeled,canonical,arizona_tucson,north_carolina_charlotte,83,86,0.11737766861915588,0.1272735595703125,0,0
fullscale_usa_labeled,canonical,arizona_tucson,north_dakota_fargo,83,92,0.11737766861915588,0.11919137835502625,0,0
fullscale_usa_labeled,canonical,arizona_tucson,ohio_cleveland,83,67,0.11737766861915588,0.1070011556148529,0,0
fullscale_usa_labeled,canonical,arizona_tucson,oklahoma_tulsa,83,73,0.11737766861915588,0.11738428473472595,0,0
fullscale_usa_labeled,canonical,arizona_tucson,oregon_portland,83,65,0.11737766861915588,0.08678621053695679,0,0
fullscale_usa_labeled,canonical,arizona_tucson,pennsylvania_philadelphia,83,71,0.11737766861915588,0.11488392949104309,0,0
fullscale_usa_labeled,canonical,arizona_tucson,rhode_island_warwick,83,70,0.11737766861915588,0.07293727993965149,0,0
fullscale_usa_labeled,canonical,arizona_tucson,south_carolina_charleston,83,71,0.11737766861915588,0.09752151370048523,0,0
fullscale_usa_labeled,canonical,arizona_tucson,south_dakota_sioux_falls,83,141,0.11737766861915588,0.13649770617485046,0,0
fullscale_usa_labeled,canonical,arizona_tucson,tennessee_memphis,83,82,0.11737766861915588,0.09408840537071228,0,0
fullscale_usa_labeled,canonical,arizona_tucson,texas_dallas,83,65,0.11737766861915588,0.11016082763671875,0,0
fullscale_usa_labeled,canonical,arizona_tucson,utah_provo,83,93,0.11737766861915588,0.12641915678977966,0,0
fullscale_usa_labeled,canonical,arizona_tucson,vermont_burlington,83,40,0.11737766861915588,0.035044729709625244,0,0
fullscale_usa_labeled,canonical,arizona_tucson,virginia_virginia_beach,83,154,0.11737766861915588,0.20470958948135376,0,0
fullscale_usa_labeled,canonical,arizona_tucson,washington_seattle,83,64,0.11737766861915588,0.11610233783721924,0,0
fullscale_usa_labeled,canonical,arizona_tucson,west_virginia_huntington,83,97,0.11737766861915588,0.11277905106544495,0,0
fullscale_usa_labeled,canonical,arizona_tucson,wisconsin_milwaukee,83,86,0.11737766861915588,0.12874570488929749,0,0
fullscale_usa_labeled,canonical,arizona_tucson,wyoming_casper,83,99,0.11737766861915588,0.12226253747940063,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,alabama_birmingham,69,62,0.08869636058807373,0.0653194785118103,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,alaska_anchorage,69,87,0.08869636058807373,0.11950072646141052,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,arizona_tucson,69,83,0.08869636058807373,0.11737766861915588,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,california_oakland,69,62,0.08869636058807373,0.09679704904556274,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,colorado_colorado_springs,69,163,0.08869636058807373,0.21993929147720337,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,connecticut_bridgeport,69,79,0.08869636058807373,0.10764271020889282,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,delaware_wilmington,69,79,0.08869636058807373,0.09494784474372864,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,florida_miami,69,66,0.08869636058807373,0.11373993754386902,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,georgia_savannah,69,73,0.08869636058807373,0.10402095317840576,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,hawaii_hilo,69,85,0.08869636058807373,0.12848812341690063,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,idaho_idaho_falls,69,169,0.08869636058807373,0.21029719710350037,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,illinois_chicago,69,62,0.08869636058807373,0.09457412362098694,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,indiana_fort_wayne,69,200,0.08869636058807373,0.1959233582019806,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,iowa_cedar_rapids,69,160,0.08869636058807373,0.16788911819458008,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,kansas_wichita,69,90,0.08869636058807373,0.1103772521018982,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,kentucky_louisville,69,83,0.08869636058807373,0.118527352809906,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,louisiana_new_orleans,69,94,0.08869636058807373,0.12689152359962463,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,maine_portland,69,65,0.08869636058807373,0.090444415807724,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,maryland_baltimore,69,83,0.08869636058807373,0.1246318519115448,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,massachusetts_worcester,69,70,0.08869636058807373,0.08763980865478516,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,michigan_detroit,69,74,0.08869636058807373,0.12348562479019165,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,minnesota_minneapolis,69,82,0.08869636058807373,0.116299569606781,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,mississippi_gulfport,69,137,0.08869636058807373,0.1213114857673645,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,missouri_kansas_city,69,71,0.08869636058807373,0.10495862364768982,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,montana_billings,69,96,0.08869636058807373,0.11597967147827148,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,nebraska_omaha,69,95,0.08869636058807373,0.12943944334983826,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,nevada_las_vegas,69,100,0.08869636058807373,0.11072680354118347,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,new_hampshire_manchester,69,54,0.08869636058807373,0.059007495641708374,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,new_jersey_newark,69,87,0.08869636058807373,0.11193090677261353,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,new_mexico_albuquerque,69,79,0.08869636058807373,0.11723542213439941,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,new_york_new_york_city,69,68,0.08869636058807373,0.0789288878440857,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,north_carolina_charlotte,69,86,0.08869636058807373,0.1272735595703125,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,north_dakota_fargo,69,92,0.08869636058807373,0.11919137835502625,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,ohio_cleveland,69,67,0.08869636058807373,0.1070011556148529,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,oklahoma_tulsa,69,73,0.08869636058807373,0.11738428473472595,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,oregon_portland,69,65,0.08869636058807373,0.08678621053695679,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,pennsylvania_philadelphia,69,71,0.08869636058807373,0.11488392949104309,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,rhode_island_warwick,69,70,0.08869636058807373,0.07293727993965149,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,south_carolina_charleston,69,71,0.08869636058807373,0.09752151370048523,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,south_dakota_sioux_falls,69,141,0.08869636058807373,0.13649770617485046,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,tennessee_memphis,69,82,0.08869636058807373,0.09408840537071228,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,texas_dallas,69,65,0.08869636058807373,0.11016082763671875,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,utah_provo,69,93,0.08869636058807373,0.12641915678977966,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,vermont_burlington,69,40,0.08869636058807373,0.035044729709625244,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,virginia_virginia_beach,69,154,0.08869636058807373,0.20470958948135376,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,washington_seattle,69,64,0.08869636058807373,0.11610233783721924,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,west_virginia_huntington,69,97,0.08869636058807373,0.11277905106544495,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,wisconsin_milwaukee,69,86,0.08869636058807373,0.12874570488929749,0,0
fullscale_usa_labeled,canonical,arkansas_fayetteville,wyoming_casper,69,99,0.08869636058807373,0.12226253747940063,0,0
fullscale_usa_labeled,canonical,california_oakland,alabama_birmingham,62,62,0.09679704904556274,0.0653194785118103,0,0
fullscale_usa_labeled,canonical,california_oakland,alaska_anchorage,62,87,0.09679704904556274,0.11950072646141052,0,0
fullscale_usa_labeled,canonical,california_oakland,arizona_tucson,62,83,0.09679704904556274,0.11737766861915588,0,0
fullscale_usa_labeled,canonical,california_oakland,arkansas_fayetteville,62,69,0.09679704904556274,0.08869636058807373,0,0
fullscale_usa_labeled,canonical,california_oakland,colorado_colorado_springs,62,163,0.09679704904556274,0.21993929147720337,0,0
fullscale_usa_labeled,canonical,california_oakland,connecticut_bridgeport,62,79,0.09679704904556274,0.10764271020889282,0,0
fullscale_usa_labeled,canonical,california_oakland,delaware_wilmington,62,79,0.09679704904556274,0.09494784474372864,0,0
fullscale_usa_labeled,canonical,california_oakland,florida_miami,62,66,0.09679704904556274,0.11373993754386902,0,0
fullscale_usa_labeled,canonical,california_oakland,georgia_savannah,62,73,0.09679704904556274,0.10402095317840576,0,0
fullscale_usa_labeled,canonical,california_oakland,hawaii_hilo,62,85,0.09679704904556274,0.12848812341690063,0,0
fullscale_usa_labeled,canonical,california_oakland,idaho_idaho_falls,62,169,0.09679704904556274,0.21029719710350037,0,0
fullscale_usa_labeled,canonical,california_oakland,illinois_chicago,62,62,0.09679704904556274,0.09457412362098694,0,0
fullscale_usa_labeled,canonical,california_oakland,indiana_fort_wayne,62,200,0.09679704904556274,0.1959233582019806,0,0
fullscale_usa_labeled,canonical,california_oakland,iowa_cedar_rapids,62,160,0.09679704904556274,0.16788911819458008,0,0
fullscale_usa_labeled,canonical,california_oakland,kansas_wichita,62,90,0.09679704904556274,0.1103772521018982,0,0
fullscale_usa_labeled,canonical,california_oakland,kentucky_louisville,62,83,0.09679704904556274,0.118527352809906,0,0
fullscale_usa_labeled,canonical,california_oakland,louisiana_new_orleans,62,94,0.09679704904556274,0.12689152359962463,0,0
fullscale_usa_labeled,canonical,california_oakland,maine_portland,62,65,0.09679704904556274,0.090444415807724,0,0
fullscale_usa_labeled,canonical,california_oakland,maryland_baltimore,62,83,0.09679704904556274,0.1246318519115448,0,0
fullscale_usa_labeled,canonical,california_oakland,massachusetts_worcester,62,70,0.09679704904556274,0.08763980865478516,0,0
fullscale_usa_labeled,canonical,california_oakland,michigan_detroit,62,74,0.09679704904556274,0.12348562479019165,0,0
fullscale_usa_labeled,canonical,california_oakland,minnesota_minneapolis,62,82,0.09679704904556274,0.116299569606781,0,0
fullscale_usa_labeled,canonical,california_oakland,mississippi_gulfport,62,137,0.09679704904556274,0.1213114857673645,0,0
fullscale_usa_labeled,canonical,california_oakland,missouri_kansas_city,62,71,0.09679704904556274,0.10495862364768982,0,0
fullscale_usa_labeled,canonical,california_oakland,montana_billings,62,96,0.09679704904556274,0.11597967147827148,0,0
fullscale_usa_labeled,canonical,california_oakland,nebraska_omaha,62,95,0.09679704904556274,0.12943944334983826,0,0
fullscale_usa_labeled,canonical,california_oakland,nevada_las_vegas,62,100,0.09679704904556274,0.11072680354118347,0,0
fullscale_usa_labeled,canonical,california_oakland,new_hampshire_manchester,62,54,0.09679704904556274,0.059007495641708374,0,0
fullscale_usa_labeled,canonical,california_oakland,new_jersey_newark,62,87,0.09679704904556274,0.11193090677261353,0,0
fullscale_usa_labeled,canonical,california_oakland,new_mexico_albuquerque,62,79,0.09679704904556274,0.11723542213439941,0,0
fullscale_usa_labeled,canonical,california_oakland,new_york_new_york_city,62,68,0.09679704904556274,0.0789288878440857,0,0
fullscale_usa_labeled,canonical,california_oakland,north_carolina_charlotte,62,86,0.09679704904556274,0.1272735595703125,0,0
fullscale_usa_labeled,canonical,california_oakland,north_dakota_fargo,62,92,0.09679704904556274,0.11919137835502625,0,0
fullscale_usa_labeled,canonical,california_oakland,ohio_cleveland,62,67,0.09679704904556274,0.1070011556148529,0,0
