domain,from_slug,to_slug,is_identity,K_src,K_tgt,ref_sum_src,ref_sum_tgt,achieved_sum_src,achieved_sum_tgt,ablate_count,amplify_count,hit_default,hit_m_tuned,best_hit,has_m_tuned,m_tuned_value,m_tuned_steps,from_suppressed_default,best_gap_default,gap_closure_default,vs_max_default,vs_topk_default,labeled_winning_variant,labeled_used_m_tuned,labeled_hit,labeled_best_gap,labeled_n_ablate,labeled_n_amplify,labeled_ref_sum_src,labeled_ref_sum_tgt
products,dell_xps,ford_cars,0,29,35,0.136235,0.180719,0.1367002725601184,0.18201282620429807,29,35,0,,0,0,,,1,3.25,0.0,-0.9375,-0.3958,add_product_founder,0,0,15.5156,142,119,0.136235,0.180719
products,dell_xps,iphone,0,20,13,0.115243,0.097382,0.11689719557762068,0.1012419164180749,20,13,0,,0,0,,,1,1.5626,0.0,2.3125,2.5,add_company_founder,0,1,9.125,117,56,0.115243,0.097382
products,dell_xps,model_s,0,45,18,0.162335,0.109944,0.16238915920257385,0.1112470328807823,45,18,0,,0,0,,,1,19.0273,0.0,8.5625,11.2396,add_product_company_founder,0,1,14.9062,177,77,0.162335,0.109944
products,dell_xps,oculus,0,12,4,0.089143,0.044431,0.0908299684524532,0.045868933200836,12,4,0,,0,0,,,1,2.3125,8.1875,-2.5,-2.0833,add_founder,0,1,7.1875,82,40,0.089143,0.044431
products,dell_xps,oracle_db,0,45,60,0.162335,0.19656,0.16238915920257385,0.1974313557147954,45,60,0,,0,0,,,1,3.6562,0.0,-3.1875,-0.7083,add_product_company_founder,0,0,3.6875,177,179,0.162335,0.19656
products,dell_xps,windows,0,3,3,0.0261,0.031072,0.0340588390827177,0.0317264795303343,3,3,0,,0,0,,,1,6.7969,5.5469,0.1875,1.0417,add_company,0,1,10.0,35,16,0.0261,0.031072
products,dell_xps,wordpress,0,9,8,0.073192,0.071574,0.0757533311843869,0.0724691748619077,9,8,0,,0,0,,,1,3.25,0.875,1.625,2.0833,add_product_company,0,0,13.8125,95,61,0.073192,0.071574
products,dyson,alibaba,0,56,15,0.162656,0.10426,0.16362589597701716,0.10684639215469281,56,15,0,,0,0,,,1,0.8125,3.8125,-0.3125,0.1667,add_product_company,0,0,5.5625,220,83,0.162656,0.10426
products,dyson,dell_xps,0,10,3,0.078035,0.0261,0.08064717054367018,0.0340588390827177,10,3,0,,0,0,,,1,2.8125,2.6875,1.0625,1.4792,add_company,0,0,9.3281,106,35,0.078035,0.0261
products,dyson,dyson,1,115,0,0.21689,0.0,0.21700465679168088,0.0,115,0,0,,0,0,,,1,0.0,0.0,4.9375,5.125,add_company_founder,0,1,0.0,260,0,0.21689,0.0
products,dyson,ebay_platform,0,38,7,0.138855,0.065455,0.13961642980575364,0.06782951951026882,38,7,0,,0,0,,,1,-3.875,0.0,-1.75,-1.5,add_founder,0,0,3.375,154,46,0.138855,0.065455
products,dyson,facebook,0,115,5,0.21689,0.053711,0.21700465679168088,0.0570599138736721,115,5,0,,0,0,,,0,6.0391,0.0,1.1719,2.4518,add_company_founder,0,1,19.5,260,35,0.21689,0.053711
products,dyson,ford_cars,0,124,35,0.223476,0.180719,0.22360497713088326,0.18201282620429807,124,35,0,,0,0,,,0,1.6875,2.0781,4.1875,4.4375,add_product_founder,0,0,6.0625,268,119,0.223476,0.180719
products,dyson,iphone,0,115,13,0.21689,0.097382,0.21700465679168088,0.1012419164180749,115,13,0,,0,0,,,0,1.1377,0.0,-1.25,-0.2917,add_company_founder,0,1,13.0312,260,56,0.21689,0.097382
products,dyson,model_s,0,268,18,0.301511,0.109944,0.3017168641090254,0.1112470328807823,268,18,0,,0,0,,,0,0.375,1.0424,-1.0626,-0.5,add_product_company_founder,0,1,13.4062,374,77,0.301511,0.109944
products,dyson,oculus,0,56,20,0.162656,0.112597,0.16362589597701716,0.1149555146694172,56,20,0,,0,0,,,0,-2.6875,0.4687999999999999,-3.25,-2.25,add_product_company,0,0,10.4375,220,105,0.162656,0.112597
products,dyson,oracle_db,0,56,17,0.162656,0.107396,0.16362589597701716,0.1102277636528008,56,17,0,,0,0,,,1,4.125,0.0,-0.0313,1.7376,add_product_company,0,0,8.1484,220,120,0.162656,0.107396
products,dyson,windows,0,10,3,0.078035,0.031072,0.08064717054367018,0.0317264795303343,10,3,0,,0,0,,,1,-0.625,0.25,0.5,1.0417,add_company,0,0,17.5938,106,16,0.078035,0.031072
products,dyson,wordpress,0,56,8,0.162656,0.071574,0.16362589597701716,0.0724691748619077,56,8,0,,0,0,,,1,2.25,0.0,2.75,2.9792,add_product_company,0,0,10.4063,220,61,0.162656,0.071574
products,ebay_platform,alibaba,0,20,15,0.120871,0.10608,0.12119919061660661,0.10684639215469281,20,15,0,,0,0,,,0,1.0,0.8125,0.5,1.1042,add_company_founder,0,0,9.4375,102,81,0.120871,0.10608
products,ebay_platform,dell_xps,0,6,3,0.055416,0.0261,0.060557484626769714,0.0340588390827177,6,3,0,,0,0,,,1,5.5625,0.0,0.375,0.8333,add_company,0,0,10.0625,56,35,0.055416,0.0261
products,ebay_platform,dyson,0,6,10,0.055416,0.078035,0.060557484626769714,0.08064717054367018,6,10,0,,0,0,,,0,1.4376,2.3125999999999998,0.5313,1.2604,add_company,0,0,11.1563,56,106,0.055416,0.078035
products,ebay_platform,ebay_platform,1,6,0,0.055416,0.0,0.060557484626769714,0.0,6,0,0,,0,0,,,1,0.0,0.0,-1.375,-0.7917,add_company,0,1,0.0,56,0,0.055416,0.0
products,ebay_platform,facebook,0,57,14,0.179954,0.114473,0.18076124787330347,0.1156882345676413,57,14,0,,0,0,,,1,7.4375,4.8125,0.375,0.9167,add_product_company_founder,0,1,13.375,164,67,0.179954,0.114473
products,ebay_platform,ford_cars,0,6,18,0.055416,0.126861,0.060557484626769714,0.1280228793621052,6,18,0,,0,0,,,0,1.8906,0.5781000000000001,0.3594,1.0052,add_company,0,0,18.0625,56,69,0.055416,0.126861
products,ebay_platform,iphone,0,18,8,0.114499,0.076141,0.11512127518653771,0.0781701207160946,18,8,0,,0,0,,,1,6.625,4.125,1.375,1.8333,add_product_company,0,0,21.125,118,53,0.114499,0.076141
products,ebay_platform,model_s,0,18,6,0.114499,0.054802,0.11512127518653771,0.0554017722606657,18,6,0,,0,0,,,1,3.75,3.75,-0.5,0.0,add_product_company,0,1,17.6562,118,38,0.114499,0.054802
products,ebay_platform,oculus,0,20,13,0.120871,0.091468,0.12119919061660661,0.09312579035758908,20,13,0,,0,0,,,0,-2.4375,1.5,-0.25,0.6458,add_company_founder,0,0,10.5312,102,82,0.120871,0.091468
products,ebay_platform,oracle_db,0,6,4,0.055416,0.038744,0.060557484626769714,0.0400459766387938,6,4,0,,0,0,,,1,3.25,2.0625,0.25,1.4792,add_company,0,0,10.625,56,49,0.055416,0.038744
products,ebay_platform,windows,0,57,25,0.179954,0.139934,0.18076124787330347,0.14084568619727983,57,25,0,,0,0,,,1,6.0625,0.5937000000000001,1.6875,2.0833,add_product_company_founder,1,1,13.0,0,256,0.179954,0.139934
products,ebay_platform,wordpress,0,18,8,0.114499,0.071574,0.11512127518653771,0.0724691748619077,18,8,0,,0,0,,,1,4.5,0.0,1.0,1.2708,add_product_company,0,0,18.625,118,61,0.114499,0.071574
products,facebook,alibaba,0,7,15,0.07025,0.10426,0.0728487968444819,0.10684639215469281,7,15,0,,0,0,,,1,3.4375,0.0,-0.375,0.0417,add_product_company,0,0,6.375,37,83,0.07025,0.10426
products,facebook,dell_xps,0,1,3,0.009488,0.0261,0.01448255777359,0.0340588390827177,1,3,0,,0,0,,,1,2.0625,0.0,0.0625,0.6042,add_company,0,0,1.9063,5,35,0.009488,0.0261
products,facebook,dyson,0,14,268,0.114473,0.301511,0.1156882345676413,0.3017168641090254,14,268,0,,0,0,,,1,3.1875,0.0,-0.25,-0.0833,add_product_company_founder,0,0,4.5,67,374,0.114473,0.301511
products,facebook,ebay_platform,0,4,7,0.044223,0.065455,0.0488038957118985,0.06782951951026882,4,7,0,,0,0,,,1,2.0,0.0,-2.875,-2.1875,add_founder,0,0,-0.25,30,46,0.044223,0.065455
products,facebook,facebook,1,1,0,0.009488,0.0,0.01448255777359,0.0,1,0,0,,0,0,,,1,0.0,0.0,5.1875,6.0625,add_company,0,1,0.0,5,0,0.009488,0.0
products,facebook,ford_cars,0,12,35,0.104986,0.180719,0.10601305961608809,0.18201282620429807,12,35,0,,0,0,,,1,4.8438,0.0,-3.1875,-2.2292,add_product_founder,0,0,11.875,62,119,0.104986,0.180719
products,facebook,iphone,0,5,13,0.053711,0.097382,0.0570599138736721,0.1012419164180749,5,13,0,,0,0,,,0,4.25,0.0,0.125,0.8125,add_company_founder,0,1,7.8125,35,56,0.053711,0.097382
products,facebook,model_s,0,7,6,0.07025,0.054802,0.0728487968444819,0.0554017722606657,7,6,0,,0,0,,,1,1.0625,1.875,1.0625,2.5938,add_product_company,0,1,12.75,37,38,0.07025,0.054802
products,facebook,oculus,0,4,4,0.044223,0.044431,0.0488038957118985,0.045868933200836,4,4,0,,0,0,,,1,-3.0625,2.625,-0.625,-0.0833,add_founder,0,1,7.7812,30,40,0.044223,0.044431
products,facebook,oracle_db,0,4,12,0.044223,0.089164,0.0488038957118985,0.0904051363468164,4,12,0,,0,0,,,0,6.0625,0.0,3.0,3.1667,add_founder,0,0,4.125,30,59,0.044223,0.089164
products,facebook,windows,0,14,25,0.114473,0.139934,0.1156882345676413,0.14084568619727983,14,25,0,,0,0,,,0,8.6562,0.0,1.0,2.125,add_product_company_founder,0,1,7.125,67,92,0.114473,0.139934
products,facebook,wordpress,0,14,28,0.114473,0.140933,0.1156882345676413,0.14290177822112887,14,28,0,,0,0,,,1,10.0,0.0,-0.9843,0.8646,add_product_company_founder,0,0,1.1875,67,106,0.114473,0.140933
products,ford_cars,alibaba,0,146,35,0.30758,0.150007,0.3079091012477801,0.15157505869865223,146,35,0,,0,0,,,1,13.5312,0.0,-0.875,0.6458,add_product_company_founder,0,0,11.9062,188,116,0.30758,0.150007
products,ford_cars,dell_xps,0,84,20,0.255355,0.115243,0.25551262497901484,0.11689719557762068,84,20,0,,0,0,,,1,8.0938,0.0,-1.25,0.3125,add_company_founder,0,0,10.875,148,117,0.255355,0.115243
products,ford_cars,dyson,0,84,115,0.255355,0.21689,0.25551262497901484,0.21700465679168088,84,115,0,,0,0,,,1,11.3433,0.0,3.625,5.3125,add_company_founder,0,0,8.5312,148,260,0.255355,0.21689
products,ford_cars,ebay_platform,0,84,20,0.255355,0.120871,0.25551262497901484,0.12119919061660661,84,20,0,,0,0,,,1,14.2813,0.0,1.0,4.0602,add_company_founder,0,0,15.918,148,102,0.255355,0.120871
products,ford_cars,facebook,0,84,5,0.255355,0.053711,0.25551262497901484,0.0570599138736721,84,5,0,,0,0,,,1,20.9375,0.0,1.1875,3.8229,add_company_founder,0,0,25.375,148,35,0.255355,0.053711
products,ford_cars,ford_cars,1,19,0,0.128494,0.0,0.13215520977973821,0.0,19,0,0,,0,0,,,1,0.0,0.0,4.8125,5.1458,add_founder,0,1,0.0,79,0,0.128494,0.0
products,ford_cars,iphone,0,84,13,0.255355,0.097382,0.25551262497901484,0.1012419164180749,84,13,0,,0,0,,,1,13.8437,0.0,-0.9375,-0.4583,add_company_founder,0,1,20.9844,148,56,0.255355,0.097382
products,ford_cars,model_s,0,84,15,0.255355,0.099756,0.25551262497901484,0.1023919582366937,84,15,0,,0,0,,,1,25.9375,0.0,6.125,7.6146,add_company_founder,0,1,19.9062,148,62,0.255355,0.099756
products,ford_cars,oculus,0,19,4,0.128494,0.044431,0.13215520977973821,0.045868933200836,19,4,0,,0,0,,,1,-3.375,0.0,-3.6875,-2.8958,add_founder,0,0,20.1328,79,40,0.128494,0.044431
products,ford_cars,oracle_db,0,84,23,0.255355,0.127908,0.25551262497901484,0.1294871568679799,84,23,0,,0,0,,,1,13.6445,0.0,-1.6875,1.3333,add_company_founder,0,0,10.2812,148,108,0.255355,0.127908
products,ford_cars,windows,0,18,3,0.126861,0.031072,0.1280228793621052,0.0317264795303343,18,3,0,,0,0,,,1,7.8125,0.0,2.125,3.5833,add_company,0,0,26.375,69,16,0.126861,0.031072
products,ford_cars,wordpress,0,34,8,0.179086,0.071574,0.17961683869361697,0.0724691748619077,34,8,0,,0,0,,,1,13.8369,0.0,0.75,2.3958,add_product_company,0,0,18.0781,109,61,0.179086,0.071574
products,iphone,alibaba,0,14,11,0.102785,0.089675,0.105246573686599,0.09138745069503731,14,11,0,,0,0,,,0,2.8125,0.0,-0.3281,0.776,add_product_founder,0,0,15.5938,81,68,0.102785,0.089675
products,iphone,dell_xps,0,3,3,0.035369,0.0261,0.0384142696857451,0.0340588390827177,3,3,0,,0,0,,,1,4.375,0.0,0.375,1.0417,add_company,0,0,11.7812,14,35,0.035369,0.0261
products,iphone,dyson,0,13,115,0.097382,0.21689,0.1012419164180749,0.21700465679168088,13,115,0,,0,0,,,1,3.25,0.0,1.5,2.125,add_company_founder,0,0,13.1562,56,260,0.097382,0.21689
products,iphone,ebay_platform,0,25,57,0.138154,0.179954,0.13925176858901853,0.18076124787330347,25,57,0,,0,0,,,1,10.0625,0.0,1.75,1.8542,add_product_company_founder,0,0,10.9062,95,164,0.138154,0.179954
products,iphone,facebook,0,25,14,0.138154,0.114473,0.13925176858901853,0.1156882345676413,25,14,0,,0,0,,,0,7.5937,0.0,0.9102,1.9727,add_product_company_founder,0,1,19.0781,95,67,0.138154,0.114473
products,iphone,ford_cars,0,14,35,0.102785,0.180719,0.105246573686599,0.18201282620429807,14,35,0,,0,0,,,0,3.7188,0.0,-1.3437,-0.9791,add_product_founder,0,0,22.0625,81,119,0.102785,0.180719
products,iphone,iphone,1,4,0,0.040772,0.0,0.0481241047382353,0.0,4,0,1,,1,0,,,0,0.0,0.0,7.875,8.2292,add_product,0,1,0.0,39,0,0.040772,0.0
products,iphone,model_s,0,25,18,0.138154,0.109944,0.13925176858901853,0.1112470328807823,25,18,0,,0,0,,,0,19.728,0.0,6.4375,7.8125,add_product_company_founder,0,1,14.5,95,77,0.138154,0.109944
products,iphone,oculus,0,6,4,0.062014,0.044431,0.0646636486053464,0.045868933200836,6,4,0,,0,0,,,1,-3.6875,0.0,-4.375,-3.25,add_founder,0,1,7.75,42,40,0.062014,0.044431
products,iphone,oracle_db,0,3,4,0.035369,0.038744,0.0384142696857451,0.0400459766387938,3,4,0,,0,0,,,1,1.5,0.0,-1.375,-0.0417,add_company,0,0,8.3848,14,49,0.035369,0.038744
products,iphone,windows,0,3,3,0.035369,0.031072,0.0384142696857451,0.0317264795303343,3,3,0,,0,0,,,0,5.1875,0.0,1.875,2.4583,add_company,0,1,11.0,14,16,0.035369,0.031072
products,iphone,wordpress,0,8,8,0.076141,0.071574,0.0781701207160946,0.0724691748619077,8,8,0,,0,0,,,1,5.75,0.0,0.625,1.1667,add_product_company,0,0,12.2812,53,61,0.076141,0.071574
products,model_s,alibaba,0,18,35,0.109944,0.150007,0.1112470328807823,0.15157505869865223,18,35,0,,0,0,,,0,-1.25,0.0,0.125,0.5417,add_product_company_founder,0,0,17.668,77,116,0.109944,0.150007
products,model_s,dell_xps,0,5,3,0.044614,0.0261,0.0479525923728941,0.0340588390827177,5,3,0,,0,0,,,1,7.0,0.0,0.0,0.4583,add_company,0,0,9.4062,23,35,0.044614,0.0261
products,model_s,dyson,0,15,115,0.099756,0.21689,0.1023919582366937,0.21700465679168088,15,115,0,,0,0,,,1,3.5,0.0,-0.3125,2.125,add_company_founder,0,0,22.9375,62,260,0.099756,0.21689
products,model_s,ebay_platform,0,18,57,0.109944,0.179954,0.1112470328807823,0.18076124787330347,18,57,0,,0,0,,,1,2.9375,0.0,-0.625,0.3333,add_product_company_founder,0,0,14.3086,77,164,0.109944,0.179954
products,model_s,facebook,0,18,14,0.109944,0.114473,0.1112470328807823,0.1156882345676413,18,14,0,,0,0,,,0,2.75,0.0,-0.25,1.1667,add_product_company_founder,0,1,17.5938,77,67,0.109944,0.114473
products,model_s,ford_cars,0,8,35,0.06533,0.180719,0.069646060466766,0.18201282620429807,8,35,0,,0,0,,,1,-0.9062,2.9688,-0.6875,-0.0833,add_product_founder,0,0,14.9375,54,119,0.06533,0.180719
products,model_s,iphone,0,15,13,0.099756,0.097382,0.1023919582366937,0.1012419164180749,15,13,0,,0,0,,,0,0.0625,0.0,1.4375,1.9583,add_company_founder,0,1,17.6797,62,56,0.099756,0.097382
products,model_s,model_s,1,1,0,0.010188,0.0,0.012451171875,0.0,1,0,1,,1,0,,,0,0.0,0.0,7.125,8.1979,add_product,0,1,0.0,15,0,0.010188,0.0
products,model_s,oculus,0,18,42,0.109944,0.157028,0.1112470328807823,0.15790876746177443,18,42,0,,0,0,,,0,-3.4375,5.2813,-0.125,0.0417,add_product_company_founder,0,0,16.2344,77,145,0.109944,0.157028
products,model_s,oracle_db,0,6,17,0.054802,0.107396,0.0554017722606657,0.1102277636528008,6,17,0,,0,0,,,1,-1.4394,0.3106,0.375,1.1458,add_product_company,0,0,13.0937,38,120,0.054802,0.107396
products,model_s,windows,0,5,3,0.044614,0.031072,0.0479525923728941,0.0317264795303343,5,3,0,,0,0,,,1,1.5,0.125,0.0,0.7083,add_company,0,1,25.25,23,16,0.044614,0.031072
products,model_s,wordpress,0,6,8,0.054802,0.071574,0.0554017722606657,0.0724691748619077,6,8,0,,0,0,,,1,5.75,0.0,1.0,1.5,add_product_company,0,0,18.5938,38,61,0.054802,0.071574
products,oculus,alibaba,0,7,4,0.06556,0.043928,0.0670282244682308,0.045646876096725304,7,4,0,,0,0,,,1,4.4375,0.0,-3.0938,-2.7084,add_product,0,0,7.7812,63,35,0.06556,0.043928
products,oculus,dell_xps,0,13,20,0.091468,0.115243,0.09312579035758908,0.11689719557762068,13,20,0,,0,0,,,1,2.5,0.0,-1.875,-0.5417,add_company_founder,0,0,8.625,82,117,0.091468,0.115243
products,oculus,dyson,0,13,115,0.091468,0.21689,0.09312579035758908,0.21700465679168088,13,115,0,,0,0,,,1,10.1562,0.0,0.1875,0.5,add_company_founder,0,0,13.8125,82,260,0.091468,0.21689
products,oculus,ebay_platform,0,13,20,0.091468,0.120871,0.09312579035758908,0.12119919061660661,13,20,0,,0,0,,,1,6.5625,0.0,-1.0,0.3125,add_company_founder,0,0,5.625,82,102,0.091468,0.120871
products,oculus,facebook,0,42,14,0.157028,0.114473,0.15790876746177443,0.1156882345676413,42,14,0,1,1,1,0.832553,3,0,8.2422,0.0,1.25,1.9583,add_product_company_founder,0,1,13.125,145,67,0.157028,0.114473
products,oculus,ford_cars,0,19,35,0.109991,0.180719,0.11213555932044869,0.18201282620429807,19,35,0,,0,0,,,1,5.125,0.0,-4.3125,-2.5,add_product_founder,0,0,12.9688,103,119,0.109991,0.180719
products,oculus,iphone,0,13,13,0.091468,0.097382,0.09312579035758908,0.1012419164180749,13,13,0,,0,0,,,0,6.2187,0.0,0.5,0.9479,add_company_founder,0,1,11.8438,82,56,0.091468,0.097382
products,oculus,model_s,0,13,15,0.091468,0.099756,0.09312579035758908,0.1023919582366937,13,15,0,,0,0,,,0,12.125,0.0,4.75,5.0208,add_company_founder,0,1,12.5625,82,62,0.091468,0.099756
products,oculus,oculus,1,5,0,0.047037,0.0,0.0532336533069608,0.0,5,0,0,,0,0,,,1,0.0,0.0,0.125,1.4167,add_company,0,0,0.0,42,0,0.047037,0.0
products,oculus,oracle_db,0,42,60,0.157028,0.19656,0.15790876746177443,0.1974313557147954,42,60,0,,0,0,,,1,12.4141,0.0,-0.125,3.7232,add_product_company_founder,0,0,13.0,145,179,0.157028,0.19656
products,oculus,windows,0,42,25,0.157028,0.139934,0.15790876746177443,0.14084568619727983,42,25,0,,0,0,,,0,11.8535,0.0,-0.875,1.25,add_product_company_founder,0,1,19.5,145,92,0.157028,0.139934
products,oculus,wordpress,0,7,8,0.06556,0.067005,0.0670282244682308,0.0724691748619077,7,8,0,,0,0,,,1,10.3438,0.0,1.25,1.6875,add_product,0,0,18.6875,63,56,0.06556,0.067005
products,oracle_db,alibaba,0,8,4,0.068652,0.043928,0.07044121623039211,0.045646876096725304,8,4,0,,0,0,,,1,-0.4453,0.5547,-0.5,0.9322,add_product,0,0,14.5703,71,35,0.068652,0.043928
products,oracle_db,dell_xps,0,4,3,0.038744,0.0261,0.0400459766387938,0.0340588390827177,4,3,0,,0,0,,,1,3.875,0.0,0.5,1.0521,add_company,0,0,15.6563,49,35,0.038744,0.0261
products,oracle_db,dyson,0,23,115,0.127908,0.21689,0.1294871568679799,0.21700465679168088,23,115,0,,0,0,,,1,3.0937,1.4062000000000001,1.375,2.3333,add_company_founder,0,0,9.5312,108,260,0.127908,0.21689
products,oracle_db,ebay_platform,0,23,20,0.127908,0.120871,0.1294871568679799,0.12119919061660661,23,20,0,,0,0,,,1,5.625,0.0,-0.1875,0.9583,add_company_founder,0,0,13.5469,108,102,0.127908,0.120871
products,oracle_db,facebook,0,17,7,0.107396,0.07025,0.1102277636528008,0.0728487968444819,17,7,0,,0,0,,,1,5.5938,8.1563,2.875,3.6667,add_product_company,0,0,17.3438,120,37,0.107396,0.07025
products,oracle_db,ford_cars,0,35,35,0.157816,0.180719,0.1582692563533768,0.18201282620429807,35,35,0,,0,0,,,1,2.3438,0.0,1.5937,1.7916,add_product_founder,0,0,25.9375,130,119,0.157816,0.180719
products,oracle_db,iphone,0,23,13,0.127908,0.097382,0.1294871568679799,0.1012419164180749,23,13,0,,0,0,,,1,0.8125,0.0,1.0,1.375,add_company_founder,0,1,10.0,108,56,0.127908,0.097382
products,oracle_db,model_s,0,23,15,0.127908,0.099756,0.1294871568679799,0.1023919582366937,23,15,0,,0,0,,,0,9.9375,0.0,5.375,6.4375,add_company_founder,0,1,13.75,108,62,0.127908,0.099756
products,oracle_db,oculus,0,12,4,0.089164,0.044431,0.0904051363468164,0.045868933200836,12,4,0,,0,0,,,1,-1.0625,0.0,-2.8125,-1.5625,add_founder,0,1,13.2188,59,40,0.089164,0.044431
products,oracle_db,oracle_db,1,4,0,0.038744,0.0,0.0400459766387938,0.0,4,0,1,,1,0,,,0,0.0,0.0,3.25,4.125,add_company,0,1,0.0,49,0,0.038744,0.0
products,oracle_db,windows,0,4,3,0.038744,0.031072,0.0400459766387938,0.0317264795303343,4,3,0,,0,0,,,1,4.0625,0.9375,3.375,3.4583,add_company,0,1,15.4375,49,16,0.038744,0.031072
products,oracle_db,wordpress,0,8,8,0.068652,0.067005,0.07044121623039211,0.0724691748619077,8,8,0,,0,0,,,1,3.9375,0.0,1.4375,1.8542,add_product,0,0,14.625,71,56,0.068652,0.067005
products,windows,alibaba,0,7,5,0.064332,0.045747,0.06632649898529011,0.0545862317085264,7,5,0,,0,0,,,1,-2.25,1.3125,-1.5,0.2917,add_founder,0,0,5.0625,40,33,0.064332,0.045747
products,windows,dell_xps,0,3,3,0.031072,0.0261,0.0317264795303343,0.0340588390827177,3,3,0,,0,0,,,1,-0.625,0.0,0.125,0.5833,add_company,0,0,12.1563,16,35,0.031072,0.0261
products,windows,dyson,0,13,115,0.095403,0.21689,0.09849897027015622,0.21700465679168088,13,115,0,,0,0,,,1,0.25,2.5625,2.625,4.375,add_company_founder,0,0,6.25,56,260,0.095403,0.21689
products,windows,ebay_platform,0,7,7,0.064332,0.065455,0.06632649898529011,0.06782951951026882,7,7,0,,0,0,,,1,-2.75,0.0,-2.375,-1.5417,add_founder,0,0,5.4375,40,46,0.064332,0.065455
products,windows,facebook,0,25,14,0.139934,0.114473,0.14084568619727983,0.1156882345676413,25,14,0,,0,0,,,0,3.3125,0.0,3.1875,3.4375,add_product_company_founder,0,0,19.0469,92,67,0.139934,0.114473
