domain,run,variant,from_slug,to_slug,n_ablate,n_amplify,sum_ni_ablate,sum_ni_amplify,missing_ablate,missing_amplify
products,fullscale_products_labeled,canonical,facebook,wordpress,67,106,0.1144733726978302,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,ford_cars,alibaba,188,116,0.3075796067714691,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,ford_cars,dell_xps,188,177,0.3075796067714691,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,ford_cars,dyson,188,374,0.3075796067714691,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,ford_cars,ebay_platform,188,164,0.3075796067714691,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,ford_cars,facebook,188,67,0.3075796067714691,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,ford_cars,iphone,188,95,0.3075796067714691,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,ford_cars,model_s,188,77,0.3075796067714691,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,ford_cars,oculus,188,145,0.3075796067714691,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,ford_cars,oracle_db,188,179,0.3075796067714691,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,ford_cars,windows,188,92,0.3075796067714691,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,ford_cars,wordpress,188,106,0.3075796067714691,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,iphone,alibaba,95,116,0.13815438747406006,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,iphone,dell_xps,95,177,0.13815438747406006,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,iphone,dyson,95,374,0.13815438747406006,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,iphone,ebay_platform,95,164,0.13815438747406006,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,iphone,facebook,95,67,0.13815438747406006,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,iphone,ford_cars,95,188,0.13815438747406006,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,iphone,model_s,95,77,0.13815438747406006,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,iphone,nike_shoes,95,134,0.13815438747406006,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,iphone,oculus,95,145,0.13815438747406006,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,iphone,oracle_db,95,179,0.13815438747406006,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,iphone,twitter,95,76,0.13815438747406006,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,iphone,windows,95,92,0.13815438747406006,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,iphone,wordpress,95,106,0.13815438747406006,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,model_s,alibaba,77,116,0.10994410514831543,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,model_s,dell_xps,77,177,0.10994410514831543,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,model_s,dyson,77,374,0.10994410514831543,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,model_s,ebay_platform,77,164,0.10994410514831543,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,model_s,facebook,77,67,0.10994410514831543,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,model_s,ford_cars,77,188,0.10994410514831543,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,model_s,iphone,77,95,0.10994410514831543,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,model_s,nike_shoes,77,134,0.10994410514831543,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,model_s,oculus,77,145,0.10994410514831543,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,model_s,oracle_db,77,179,0.10994410514831543,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,model_s,twitter,77,76,0.10994410514831543,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,model_s,windows,77,92,0.10994410514831543,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,model_s,wordpress,77,106,0.10994410514831543,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,nike_shoes,alibaba,134,116,0.18147659301757812,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,nike_shoes,dell_xps,134,177,0.18147659301757812,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,nike_shoes,dyson,134,374,0.18147659301757812,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,nike_shoes,facebook,134,67,0.18147659301757812,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,nike_shoes,iphone,134,95,0.18147659301757812,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,nike_shoes,model_s,134,77,0.18147659301757812,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,nike_shoes,oculus,134,145,0.18147659301757812,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,nike_shoes,oracle_db,134,179,0.18147659301757812,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,nike_shoes,twitter,134,76,0.18147659301757812,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,nike_shoes,windows,134,92,0.18147659301757812,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,nike_shoes,wordpress,134,106,0.18147659301757812,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,oculus,alibaba,145,116,0.15702784061431885,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,oculus,dell_xps,145,177,0.15702784061431885,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,oculus,dyson,145,374,0.15702784061431885,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,oculus,ebay_platform,145,164,0.15702784061431885,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,oculus,facebook,145,67,0.15702784061431885,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,oculus,ford_cars,145,188,0.15702784061431885,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,oculus,iphone,145,95,0.15702784061431885,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,oculus,model_s,145,77,0.15702784061431885,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,oculus,nike_shoes,145,134,0.15702784061431885,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,oculus,oracle_db,145,179,0.15702784061431885,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,oculus,twitter,145,76,0.15702784061431885,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,oculus,windows,145,92,0.15702784061431885,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,oculus,wordpress,145,106,0.15702784061431885,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,oracle_db,alibaba,179,116,0.19656014442443848,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,oracle_db,dell_xps,179,177,0.19656014442443848,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,oracle_db,dyson,179,374,0.19656014442443848,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,oracle_db,ebay_platform,179,164,0.19656014442443848,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,oracle_db,facebook,179,67,0.19656014442443848,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,oracle_db,ford_cars,179,188,0.19656014442443848,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,oracle_db,iphone,179,95,0.19656014442443848,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,oracle_db,model_s,179,77,0.19656014442443848,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,oracle_db,nike_shoes,179,134,0.19656014442443848,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,oracle_db,oculus,179,145,0.19656014442443848,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,oracle_db,twitter,179,76,0.19656014442443848,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,oracle_db,windows,179,92,0.19656014442443848,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,oracle_db,wordpress,179,106,0.19656014442443848,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,twitter,alibaba,76,116,0.10489204525947571,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,twitter,dell_xps,76,177,0.10489204525947571,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,twitter,dyson,76,374,0.10489204525947571,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,twitter,facebook,76,67,0.10489204525947571,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,twitter,iphone,76,95,0.10489204525947571,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,twitter,model_s,76,77,0.10489204525947571,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,twitter,nike_shoes,76,134,0.10489204525947571,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,twitter,oculus,76,145,0.10489204525947571,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,twitter,oracle_db,76,179,0.10489204525947571,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,twitter,windows,76,92,0.10489204525947571,0.13993430137634277,0,0
products,fullscale_products_labeled,canonical,twitter,wordpress,76,106,0.10489204525947571,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,windows,alibaba,92,116,0.13993430137634277,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,windows,dell_xps,92,177,0.13993430137634277,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,windows,dyson,92,374,0.13993430137634277,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,windows,ebay_platform,92,164,0.13993430137634277,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,windows,facebook,92,67,0.13993430137634277,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,windows,ford_cars,92,188,0.13993430137634277,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,windows,iphone,92,95,0.13993430137634277,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,windows,model_s,92,77,0.13993430137634277,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,windows,nike_shoes,92,134,0.13993430137634277,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,windows,oculus,92,145,0.13993430137634277,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,windows,oracle_db,92,179,0.13993430137634277,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,windows,twitter,92,76,0.13993430137634277,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,windows,wordpress,92,106,0.13993430137634277,0.14093327522277832,0,0
products,fullscale_products_labeled,canonical,wordpress,alibaba,106,116,0.14093327522277832,0.15000736713409424,0,0
products,fullscale_products_labeled,canonical,wordpress,dell_xps,106,177,0.14093327522277832,0.16233539581298828,0,0
products,fullscale_products_labeled,canonical,wordpress,dyson,106,374,0.14093327522277832,0.30151069164276123,0,0
products,fullscale_products_labeled,canonical,wordpress,ebay_platform,106,164,0.14093327522277832,0.17995381355285645,0,0
products,fullscale_products_labeled,canonical,wordpress,facebook,106,67,0.14093327522277832,0.1144733726978302,0,0
products,fullscale_products_labeled,canonical,wordpress,ford_cars,106,188,0.14093327522277832,0.3075796067714691,0,0
products,fullscale_products_labeled,canonical,wordpress,iphone,106,95,0.14093327522277832,0.13815438747406006,0,0
products,fullscale_products_labeled,canonical,wordpress,model_s,106,77,0.14093327522277832,0.10994410514831543,0,0
products,fullscale_products_labeled,canonical,wordpress,nike_shoes,106,134,0.14093327522277832,0.18147659301757812,0,0
products,fullscale_products_labeled,canonical,wordpress,oculus,106,145,0.14093327522277832,0.15702784061431885,0,0
products,fullscale_products_labeled,canonical,wordpress,oracle_db,106,179,0.14093327522277832,0.19656014442443848,0,0
products,fullscale_products_labeled,canonical,wordpress,twitter,106,76,0.14093327522277832,0.10489204525947571,0,0
products,fullscale_products_labeled,canonical,wordpress,windows,106,92,0.14093327522277832,0.13993430137634277,0,0
products,fullscale_products_random,r0,alibaba,dell_xps,116,177,0.20264989137649536,0.2374589443206787,0,0
products,fullscale_products_random,r1,alibaba,dell_xps,116,177,0.19467395544052124,0.2559559941291809,0,0
products,fullscale_products_random,r2,alibaba,dell_xps,116,177,0.15459555387496948,0.23504427075386047,0,0
products,fullscale_products_random,r0,alibaba,dyson,116,374,0.18526524305343628,0.5267533957958221,0,0
products,fullscale_products_random,r1,alibaba,dyson,116,374,0.1321956217288971,0.5595013797283173,0,0
products,fullscale_products_random,r2,alibaba,dyson,116,374,0.140753835439682,0.5460081398487091,0,0
products,fullscale_products_random,r0,alibaba,ebay_platform,116,164,0.23971465229988098,0.27817076444625854,0,0
products,fullscale_products_random,r1,alibaba,ebay_platform,116,164,0.19050008058547974,0.29419657588005066,0,0
products,fullscale_products_random,r2,alibaba,ebay_platform,116,164,0.16971343755722046,0.2849039137363434,0,0
products,fullscale_products_random,r0,alibaba,facebook,116,67,0.2183966338634491,0.09665355086326599,0,0
products,fullscale_products_random,r1,alibaba,facebook,116,67,0.18925082683563232,0.10834720730781555,0,0
products,fullscale_products_random,r2,alibaba,facebook,116,67,0.16755419969558716,0.09867498278617859,0,0
products,fullscale_products_random,r0,alibaba,ford_cars,116,188,0.17613190412521362,0.2447413206100464,0,0
products,fullscale_products_random,r1,alibaba,ford_cars,116,188,0.14367300271987915,0.2726409435272217,0,0
products,fullscale_products_random,r2,alibaba,ford_cars,116,188,0.1718057096004486,0.2852543592453003,0,0
products,fullscale_products_random,r0,alibaba,iphone,116,95,0.14558729529380798,0.16360405087471008,0,0
products,fullscale_products_random,r1,alibaba,iphone,116,95,0.16225770115852356,0.13434934616088867,0,0
products,fullscale_products_random,r2,alibaba,iphone,116,95,0.1728653907775879,0.13676530122756958,0,0
products,fullscale_products_random,r0,alibaba,model_s,116,77,0.20506533980369568,0.09518325328826904,0,0
products,fullscale_products_random,r1,alibaba,model_s,116,77,0.18634310364723206,0.08061516284942627,0,0
products,fullscale_products_random,r2,alibaba,model_s,116,77,0.17021054029464722,0.09941047430038452,0,0
products,fullscale_products_random,r0,alibaba,nike_shoes,116,134,0.16072586178779602,0.15677687525749207,0,0
products,fullscale_products_random,r1,alibaba,nike_shoes,116,134,0.19950518012046814,0.19104939699172974,0,0
products,fullscale_products_random,r2,alibaba,nike_shoes,116,134,0.1636844277381897,0.15346714854240417,0,0
products,fullscale_products_random,r0,alibaba,oculus,116,145,0.20001843571662903,0.1493111550807953,0,0
products,fullscale_products_random,r1,alibaba,oculus,116,145,0.15792375802993774,0.18667832016944885,0,0
products,fullscale_products_random,r2,alibaba,oculus,116,145,0.16600054502487183,0.20167246460914612,0,0
products,fullscale_products_random,r0,alibaba,oracle_db,116,179,0.1660192310810089,0.3100724518299103,0,0
products,fullscale_products_random,r1,alibaba,oracle_db,116,179,0.1837012767791748,0.2770049273967743,0,0
products,fullscale_products_random,r2,alibaba,oracle_db,116,179,0.1794208288192749,0.3198072016239166,0,0
products,fullscale_products_random,r0,alibaba,twitter,116,76,0.17821523547172546,0.112822026014328,0,0
products,fullscale_products_random,r1,alibaba,twitter,116,76,0.1680564284324646,0.10530871152877808,0,0
products,fullscale_products_random,r2,alibaba,twitter,116,76,0.16237670183181763,0.07816386222839355,0,0
products,fullscale_products_random,r0,alibaba,windows,116,92,0.17538687586784363,0.13621467351913452,0,0
products,fullscale_products_random,r1,alibaba,windows,116,92,0.224850594997406,0.12912911176681519,0,0
products,fullscale_products_random,r2,alibaba,windows,116,92,0.24908551573753357,0.1551651656627655,0,0
products,fullscale_products_random,r0,alibaba,wordpress,116,106,0.19213396310806274,0.17067161202430725,0,0
products,fullscale_products_random,r1,alibaba,wordpress,116,106,0.17490875720977783,0.15880993008613586,0,0
products,fullscale_products_random,r2,alibaba,wordpress,116,106,0.20862850546836853,0.17066994309425354,0,0
products,fullscale_products_random,r0,dell_xps,alibaba,177,116,0.2813829779624939,0.16540294885635376,0,0
products,fullscale_products_random,r1,dell_xps,alibaba,177,116,0.24042800068855286,0.18449297547340393,0,0
products,fullscale_products_random,r2,dell_xps,alibaba,177,116,0.22471702098846436,0.15669742226600647,0,0
products,fullscale_products_random,r0,dell_xps,dyson,177,374,0.27896615862846375,0.5433086454868317,0,0
products,fullscale_products_random,r1,dell_xps,dyson,177,374,0.2144799530506134,0.5458193421363831,0,0
products,fullscale_products_random,r2,dell_xps,dyson,177,374,0.22620347142219543,0.5284253358840942,0,0
products,fullscale_products_random,r0,dell_xps,ebay_platform,177,164,0.2430788278579712,0.25843346118927,0,0
products,fullscale_products_random,r1,dell_xps,ebay_platform,177,164,0.251209020614624,0.31368932127952576,0,0
products,fullscale_products_random,r2,dell_xps,ebay_platform,177,164,0.24538660049438477,0.2619711458683014,0,0
products,fullscale_products_random,r0,dell_xps,facebook,177,67,0.23415112495422363,0.10167068243026733,0,0
products,fullscale_products_random,r1,dell_xps,facebook,177,67,0.24074628949165344,0.1019638180732727,0,0
products,fullscale_products_random,r2,dell_xps,facebook,177,67,0.27391237020492554,0.10421258211135864,0,0
products,fullscale_products_random,r0,dell_xps,ford_cars,177,188,0.27771392464637756,0.2757706344127655,0,0
products,fullscale_products_random,r1,dell_xps,ford_cars,177,188,0.23147472739219666,0.2442249357700348,0,0
products,fullscale_products_random,r2,dell_xps,ford_cars,177,188,0.25935953855514526,0.3048250377178192,0,0
products,fullscale_products_random,r0,dell_xps,iphone,177,95,0.255032479763031,0.13499096035957336,0,0
products,fullscale_products_random,r1,dell_xps,iphone,177,95,0.27195921540260315,0.13489115238189697,0,0
products,fullscale_products_random,r2,dell_xps,iphone,177,95,0.25262901186943054,0.14879876375198364,0,0
products,fullscale_products_random,r0,dell_xps,model_s,177,77,0.23688560724258423,0.0960673987865448,0,0
products,fullscale_products_random,r1,dell_xps,model_s,177,77,0.2547334134578705,0.10448580980300903,0,0
products,fullscale_products_random,r2,dell_xps,model_s,177,77,0.2641681730747223,0.10018783807754517,0,0
products,fullscale_products_random,r0,dell_xps,nike_shoes,177,134,0.23347222805023193,0.17981526255607605,0,0
products,fullscale_products_random,r1,dell_xps,nike_shoes,177,134,0.23125401139259338,0.18666133284568787,0,0
products,fullscale_products_random,r2,dell_xps,nike_shoes,177,134,0.2365419864654541,0.17298460006713867,0,0
products,fullscale_products_random,r0,dell_xps,oculus,177,145,0.25476035475730896,0.16404351592063904,0,0
products,fullscale_products_random,r1,dell_xps,oculus,177,145,0.30000540614128113,0.18564671277999878,0,0
products,fullscale_products_random,r2,dell_xps,oculus,177,145,0.21392562985420227,0.1584795117378235,0,0
products,fullscale_products_random,r0,dell_xps,oracle_db,177,179,0.2581838071346283,0.30166852474212646,0,0
products,fullscale_products_random,r1,dell_xps,oracle_db,177,179,0.2513503134250641,0.2996685206890106,0,0
products,fullscale_products_random,r2,dell_xps,oracle_db,177,179,0.24938157200813293,0.22781187295913696,0,0
products,fullscale_products_random,r0,dell_xps,twitter,177,76,0.23434573411941528,0.13694587349891663,0,0
products,fullscale_products_random,r1,dell_xps,twitter,177,76,0.22606325149536133,0.10410666465759277,0,0
products,fullscale_products_random,r2,dell_xps,twitter,177,76,0.26800626516342163,0.11552417278289795,0,0
products,fullscale_products_random,r0,dell_xps,windows,177,92,0.22184312343597412,0.12414202094078064,0,0
products,fullscale_products_random,r1,dell_xps,windows,177,92,0.22840654850006104,0.11550712585449219,0,0
products,fullscale_products_random,r2,dell_xps,windows,177,92,0.2433921992778778,0.13865625858306885,0,0
products,fullscale_products_random,r0,dell_xps,wordpress,177,106,0.22382310032844543,0.19930145144462585,0,0
products,fullscale_products_random,r1,dell_xps,wordpress,177,106,0.23974665999412537,0.19219627976417542,0,0
products,fullscale_products_random,r2,dell_xps,wordpress,177,106,0.24151840806007385,0.1702578067779541,0,0
products,fullscale_products_random,r0,dyson,alibaba,374,116,0.559428334236145,0.18143469095230103,0,0
products,fullscale_products_random,r1,dyson,alibaba,374,116,0.5674596428871155,0.17852404713630676,0,0
products,fullscale_products_random,r2,dyson,alibaba,374,116,0.5692223012447357,0.15117418766021729,0,0
products,fullscale_products_random,r0,dyson,dell_xps,374,177,0.5823245644569397,0.24346888065338135,0,0
products,fullscale_products_random,r1,dyson,dell_xps,374,177,0.5606606900691986,0.28253260254859924,0,0
products,fullscale_products_random,r2,dyson,dell_xps,374,177,0.5393109619617462,0.2507953941822052,0,0
products,fullscale_products_random,r0,dyson,ebay_platform,374,164,0.514599621295929,0.23406434059143066,0,0
products,fullscale_products_random,r1,dyson,ebay_platform,374,164,0.5540471971035004,0.3104150593280792,0,0
products,fullscale_products_random,r2,dyson,ebay_platform,374,164,0.5518417656421661,0.2931974530220032,0,0
products,fullscale_products_random,r0,dyson,facebook,374,67,0.5561647415161133,0.08236649632453918,0,0
products,fullscale_products_random,r1,dyson,facebook,374,67,0.5495962798595428,0.08637085556983948,0,0
products,fullscale_products_random,r2,dyson,facebook,374,67,0.5781135559082031,0.09648826718330383,0,0
products,fullscale_products_random,r0,dyson,ford_cars,374,188,0.5496138632297516,0.29112708568573,0,0
products,fullscale_products_random,r1,dyson,ford_cars,374,188,0.5346172451972961,0.25451794266700745,0,0
products,fullscale_products_random,r2,dyson,ford_cars,374,188,0.5475883483886719,0.2708166837692261,0,0
