dataset,n_entities,G_Repl,S_Repl,G_Comp,S_Comp,mean_pinned_fraction,mean_n_features
usa_states_fact_batch,51,0.5832286215164113,0.5424991124328581,0.8655963287393701,0.8412384949661655,0.9633685439161407,1361.2745098039215
