dataset,slug_a,slug_b,n_features_a,n_features_b,n_shared,n_union,jaccard_overlap,directional_overlap_a,directional_overlap_b,activation_stability,peak_token_agreement,peak_type_agreement,same_supernode_rate,entity_regrouped_rate,inconsistent_rate,influence_weighted_jaccard,n_supernodes_a,n_supernodes_b,n_shared_supernodes,overlap_early,overlap_mid,overlap_late
products_founders_batch,dell_xps,oculus,257,256,143,370,0.3864864864864865,0.556420233463035,0.55859375,0.8867465044405061,0.9300699300699301,1.0,0.7762237762237763,0.16783216783216784,0.055944055944055944,0.3526987285287493,25,27,20,0.5270935960591133,0.3492063492063492,0.1346153846153846
products_founders_batch,dell_xps,oracle_db,257,251,144,364,0.3956043956043956,0.5603112840466926,0.5737051792828686,0.8904855749318202,0.9097222222222222,0.9861111111111112,0.7083333333333334,0.2708333333333333,0.020833333333333332,0.35740834892142587,25,26,19,0.48514851485148514,0.43137254901960786,0.21621621621621623
products_founders_batch,dell_xps,twitter,257,203,124,336,0.36904761904761907,0.48249027237354086,0.6108374384236454,0.9075632130333504,0.9354838709677419,0.9838709677419355,0.3467741935483871,0.16129032258064516,0.49193548387096775,0.3348905683604497,25,24,17,0.5164835164835165,0.28846153846153844,0.14705882352941177
products_founders_batch,dell_xps,windows,257,222,134,345,0.3884057971014493,0.5214007782101168,0.6036036036036037,0.8504071753045922,0.9253731343283582,0.9850746268656716,0.7238805970149254,0.1865671641791045,0.08955223880597014,0.34721247402207356,25,25,18,0.48128342245989303,0.40816326530612246,0.22018348623853212
products_founders_batch,dell_xps,wordpress,257,213,121,349,0.3467048710601719,0.4708171206225681,0.568075117370892,0.8773108702675476,0.9421487603305785,0.9834710743801653,0.768595041322314,0.12396694214876033,0.10743801652892562,0.31096059376032226,25,27,20,0.4387755102040816,0.3137254901960784,0.18627450980392157
products_founders_batch,dyson,ebay_platform,285,235,126,394,0.3197969543147208,0.4421052631578947,0.5361702127659574,0.9068416684909966,0.9206349206349206,0.9920634920634921,0.3412698412698413,0.1746031746031746,0.48412698412698413,0.2899001848277219,26,26,18,0.40425531914893614,0.2857142857142857,0.13541666666666666
products_founders_batch,dyson,facebook,285,194,114,365,0.31232876712328766,0.4,0.5876288659793815,0.9109046146609493,0.9473684210526315,1.0,0.3508771929824561,0.13157894736842105,0.5175438596491229,0.2868858823509424,26,26,17,0.4009433962264151,0.288135593220339,0.1276595744680851
products_founders_batch,dyson,ford_cars,285,224,116,393,0.2951653944020356,0.4070175438596491,0.5178571428571429,0.9196008596161223,0.9396551724137931,1.0,0.33620689655172414,0.16379310344827586,0.5,0.2706274204426605,26,27,18,0.40271493212669685,0.22580645161290322,0.11818181818181818
products_founders_batch,dyson,iphone,285,228,124,389,0.31876606683804626,0.43508771929824563,0.543859649122807,0.9018649333142206,0.9032258064516129,0.9919354838709677,0.3387096774193548,0.13709677419354838,0.5241935483870968,0.29073279374230643,26,26,18,0.41818181818181815,0.296875,0.12380952380952381
products_founders_batch,dyson,model_s,285,256,128,413,0.3099273607748184,0.44912280701754387,0.5,0.8945693424318109,0.921875,0.9453125,0.3203125,0.1640625,0.515625,0.2791310551024831,26,26,16,0.3729508196721312,0.3181818181818182,0.1553398058252427
products_founders_batch,dyson,nike_shoes,285,231,133,383,0.3472584856396867,0.4666666666666667,0.5757575757575758,0.9313635254902491,0.8947368421052632,0.9924812030075187,0.3308270676691729,0.18045112781954886,0.48872180451127817,0.31441310582896803,26,27,19,0.44495412844036697,0.30303030303030304,0.16161616161616163
products_founders_batch,dyson,oculus,285,256,134,407,0.32923832923832924,0.47017543859649125,0.5234375,0.9154506570699716,0.917910447761194,0.9925373134328358,0.3283582089552239,0.17164179104477612,0.5,0.3037688713258263,26,27,19,0.4149377593360996,0.3333333333333333,0.1134020618556701
products_founders_batch,dyson,oracle_db,285,251,126,410,0.3073170731707317,0.4421052631578947,0.50199203187251,0.9080742664166863,0.9126984126984127,1.0,0.3253968253968254,0.19047619047619047,0.48412698412698413,0.2729472257094076,26,26,18,0.4025423728813559,0.3114754098360656,0.10619469026548672
products_founders_batch,dyson,twitter,285,203,115,373,0.30831099195710454,0.40350877192982454,0.5665024630541872,0.9227608512737355,0.9478260869565217,1.0,0.34782608695652173,0.1391304347826087,0.5130434782608696,0.2809168286297468,26,24,17,0.4018264840182648,0.32142857142857145,0.09183673469387756
products_founders_batch,dyson,windows,285,222,113,394,0.2868020304568528,0.39649122807017545,0.509009009009009,0.9166098331454864,0.9469026548672567,1.0,0.35398230088495575,0.1415929203539823,0.504424778761062,0.25866407581841505,26,25,17,0.3936651583710407,0.26666666666666666,0.08849557522123894
products_founders_batch,dyson,wordpress,285,213,108,390,0.27692307692307694,0.37894736842105264,0.5070422535211268,0.9223657305575961,0.9444444444444444,1.0,0.39814814814814814,0.1111111111111111,0.49074074074074076,0.2567246645362773,26,27,19,0.37280701754385964,0.21311475409836064,0.09900990099009901
products_founders_batch,ebay_platform,facebook,235,194,132,297,0.4444444444444444,0.5617021276595745,0.6804123711340206,0.8259803115825579,0.9166666666666666,0.9924242424242424,0.6893939393939394,0.1893939393939394,0.12121212121212122,0.38900619149745896,26,26,18,0.5178571428571429,0.4375,0.2962962962962963
products_founders_batch,ebay_platform,ford_cars,235,224,112,347,0.3227665706051873,0.4765957446808511,0.5,0.908247475197769,0.9375,0.9821428571428571,0.7678571428571429,0.125,0.10714285714285714,0.2965573245745171,26,27,19,0.4644808743169399,0.2777777777777778,0.10909090909090909
products_founders_batch,ebay_platform,iphone,235,228,131,332,0.39457831325301207,0.5574468085106383,0.5745614035087719,0.8708416044635272,0.9389312977099237,1.0,0.7480916030534351,0.16030534351145037,0.0916030534351145,0.35186089696625117,26,26,20,0.49171270718232046,0.35714285714285715,0.23157894736842105
