swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
windows__to__facebook,windows,facebook,,,2,0.0,,0.0,7.25,7.25,5.125,0.0,1.8438,5.125,,1.0,1.0,0.044434,4.0,4.0,32.0,118.0,0.000263,5.125,-9.125,-7.0,7.25,14.25,26.0,True,62,1,0.000477,0.523438
windows__to__iphone,windows,iphone,,,2,0.0,,,-0.25,0.0,0.0,0.25,2.6562,3.75,,,,0.001923,35.0,63.0,0.0,63.0,0.001923,1.625,-1.125,-3.0,-0.25,2.75,-27.0,False,8,1,0.026001,0.523438
windows__to__model_s,windows,model_s,,,2,0.0,,0.0,1.5,2.375,2.375,0.875,3.3281,3.875,,0.0,0.0,0.060791,4.0,29.0,0.0,106.0,0.013611,12.8125,1.5,-9.8125,1.5,11.3125,312.0,True,316,1,2.9e-05,0.523438
windows__to__nike_shoes,windows,nike_shoes,,,2,,3.0,,-5.625,-5.625,-8.5625,0.0,9.9844,13.25,,,,5e-06,453.0,1294.0,0.0,38.0,0.002045,3.25,-0.875,-9.75,-5.625,4.125,-152.0,False,301,1,3.1e-05,0.523438
windows__to__oculus,windows,oculus,,,2,,,,-3.8125,-2.5,-2.5,1.3125,7.2344,10.625,,,,2e-06,990.0,990.0,1319.0,368.0,2.3e-05,4.3125,-4.75,-12.875,-3.8125,9.0625,-786.0,False,1523,1,1e-06,0.523438
windows__to__oracle_db,windows,oracle_db,,,2,,,0.0,3.0937,3.5938,3.5938,0.5000999999999998,0.9688,1.5,,,,0.0,4509.0,8311.0,0.0,31264.0,0.0,-7.1875,-16.7812,-6.5,3.0937,9.5937,-4468.0,True,41,1,0.000786,0.523438
windows__to__twitter,windows,twitter,,,2,,3.0,,-8.5625,-8.5625,-9.0,0.0,8.2656,11.375,,,,0.0,1964.0,7186.0,0.0,235.0,0.000366,-0.375,-1.625,-9.8125,-8.5625,1.25,-1648.0,False,316,1,2.9e-05,0.523438
windows__to__windows,windows,windows,,,2,,,,0.0,0.0,0.0,0.0,16.7695,19.6875,,,,0.003265,32.0,32.0,747.0,32.0,0.003265,-6.375,-6.375,0.0,0.0,0.0,-778.0,False,1,1,0.523438,0.523438
windows__to__wordpress,windows,wordpress,,,2,,,,-6.6367,-6.0,-6.0,0.6367000000000003,6.7188,7.75,,,,0.0,10436.0,10436.0,11920.0,345.0,0.0,-11.5742,-17.0,-12.0625,-6.6367,5.4258,-21365.0,False,991,1,3e-06,0.523438
wordpress__to__alibaba,wordpress,alibaba,,,2,,3.0,,-4.375,-4.375,-5.875,0.0,1.7812,3.0,,,,2e-06,853.0,853.0,77.0,39.0,0.000526,10.375,0.25,-14.5,-4.375,10.125,1692.0,False,2622,1,0.0,0.539062
wordpress__to__dell_xps,wordpress,dell_xps,,,2,,,,-3.375,-3.375,-3.75,0.0,2.1562,5.625,,,,3.9e-05,303.0,303.0,2215.0,51.0,0.001656,-0.8125,-4.125,-6.6875,-3.375,3.3125,-2489.0,False,29,1,0.000671,0.539062
wordpress__to__dyson,wordpress,dyson,,,2,,4.0,,-5.0,-5.0,-9.875,0.0,3.2969,8.875,,,,2.9e-05,641.0,11347.0,0.0,626.0,0.004272,2.625,-3.25,-10.875,-5.0,5.875,-199.0,False,442,1,1e-05,0.539062
wordpress__to__facebook,wordpress,facebook,,,2,0.0,,1.0,-8.7032,1.125,1.125,9.8282,14.5547,17.4062,,,,0.000123,71.0,71.0,37608.0,111.0,4e-05,-17.2969,-15.9062,-7.3125,-8.7032,-1.3907,-37626.0,False,53,1,0.000359,0.539062
wordpress__to__iphone,wordpress,iphone,,,2,0.0,,0.0,4.875,4.875,2.0,0.0,3.2812,4.625,0.0,0.0,0.0,0.171875,1.0,55.0,0.0,172.0,0.001312,19.0625,2.25,-11.9375,4.875,16.8125,774.0,True,775,1,4e-06,0.539062
wordpress__to__model_s,wordpress,model_s,,,2,0.0,,0.0,4.25,7.125,7.125,2.875,3.2812,4.25,,0.0,0.0,0.09082,3.0,20.0,0.0,677.0,0.001297,17.625,2.25,-11.125,4.25,15.375,494.0,True,497,1,8e-06,0.539062
wordpress__to__nike_shoes,wordpress,nike_shoes,,,2,,4.0,,-2.4375,-2.4375,-5.5,0.0,2.6719,4.25,,,,0.0,1121.0,1121.0,2532.0,85.0,7e-05,1.3125,-7.6875,-11.4375,-2.4375,9.0,-3056.0,False,597,1,6e-06,0.539062
wordpress__to__oculus,wordpress,oculus,,,2,,,,-9.0313,-8.625,-8.625,0.4062999999999999,2.75,4.9375,,,,0.0,38564.0,38564.0,6028.0,2157.0,4e-06,4.5664,-7.0625,-20.6602,-9.0313,11.6289,-12106.0,False,32486,1,0.0,0.539062
wordpress__to__oracle_db,wordpress,oracle_db,,,2,,,,-0.5,-0.5,-3.5,0.0,1.9688,4.5,,,,6.1e-05,146.0,238.0,0.0,46.0,0.002014,11.7812,-0.875,-13.1562,-0.5,12.6562,1278.0,False,1424,1,1e-06,0.539062
wordpress__to__twitter,wordpress,twitter,,,2,,,,-5.25,-4.375,-4.375,0.875,20.1384,24.6787,,,,2e-06,375.0,375.0,36274.0,62.0,0.00013,-15.5,-24.75,-14.5,-5.25,9.25,-34027.0,False,2622,1,0.0,0.539062
wordpress__to__windows,wordpress,windows,,,2,0.0,2.0,,-2.0,-2.0,-7.6367,0.0,2.8969,4.2441,,,,0.0,20477.0,84286.0,0.0,1397.0,0.0,-12.8438,-24.625,-13.7812,-2.0,11.7812,-18574.0,False,1903,1,1e-06,0.539062
wordpress__to__wordpress,wordpress,wordpress,,,2,3.0,3.0,,0.0,0.0,0.0,0.0,7.0312,10.125,,,,0.0019,43.0,56.0,0.0,56.0,0.0019,3.0,3.0,0.0,0.0,0.0,-42.0,False,1,1,0.539062,0.539062
